"PlatformPortfolio","Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Ships & Submarines","SIDWINGER (AIM-9M) (N)",58,,,,,,,,,776328,,,,,,,,,,,,,,,
"Ships & Submarines","SJS",2013,,,,,,,,,,,,0,,,,,,,,,,,,
"Ships & Submarines","SKM",2109,,,540000,3091663,3407900,5959538,2556971,0,,,-18.78,,,,,,,,,,,,,
"Ships & Submarines","SLJ",2110,,,3701698,6840620,9571927,201110,8942281,-3475000,5722070,-550000,0,-130000,0,,,,,,,,,,,
"Ships & Submarines","SPS",1961,,,,,,,,,,13275,,,,,,,,,,,,,,
"Ships & Submarines","SSC",2144,,,,,,,,,,,,,,,,,452010,,,,,,1360963,1335623
"Ships & Submarines","SSDS",652,,,,,,,1493743,7747000,1622993.0156,269999.9922,262000.0078,-64353.1484,,,,,,,,,,,,
"Ships & Submarines","SSGN",1336,,,,,16686441,13958164.3125,10435903.5,6681112,16615110,48813148.7109,5333742,134033893.9219,-141979332.8992,97593.83,-1019242,-361237,0,,336244,-285170.7188,,,,
"Ships & Submarines","SSN 21",665,,,,775230,4323105,10993754,15827389,40115784.5782,32029439.359,22230089.2395,38020403.4218,8213049.1667,3790929.6407,2674777.33,2152066.18,-2383086,-245335.9297,,,,,-117158.6016,-5355,
"Ships & Submarines","SSN 688",45,,,,,355000,9764648,12300612.43,17556283,41988551.6114,164601031.1001,140417211.8102,85592641.5781,32757829.4805,17883574.53,4644014,1588301.5898,2587155,-910377,-3086,-723736.9375,-86024,-101080,-88241,
"Ships & Submarines","SSN 774",1813,,,,,21923679,52808525,264510756.625,118828072.7608,528320531.721,3065731967.6435,2725083102.0448,3696675076.4201,3169568394.2074,3320428562.64,6078456570.49,4235378484.0099,4185677948.22,3662186914.2343,4094982624.3264,2746201519.523,9627898165.9981,5768787499.4766,5034003974.2109,3990432901.5771
"Ships & Submarines","SSN-21 SEAWOLF CLASS",1204,26884528,1677874,17349861,4932720,-37290,-3,-628866,,0,0,0,0,,,,,,,,,,,,
"Ships & Submarines","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,21709.76,-85.5,,,
"Ships & Submarines","STRATEGIC SEALIFT",1836,,,,,267538,16067,2771,,,,0,,,,,,,,,,,,,
"Ships & Submarines","SUBMARINE AUXILARY-AGSS(A",1284,5752,33720,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SUBMARINE AUXILARY-AGSS(R",1285,,,,450000,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SUBMARINE CHASER (173 FT)",1246,768092,446752,2288791,33279,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SUBMARINE FBM-SSBN",1211,,,285623,396629,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SUBMARINE GUIDED MISSILE-",1209,57500,,,595674,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SUBMARINE NUCLEAR - SSN",2010,37227589,52385203,405095057,1621740745,1504321242,1557258563,1422008890,1314220177,1501602141,50824014,189167666,188173289.2188,92196944,93175587,24656501,13820545,8180651,1045281,-2347711,-5240018,0,0,0,0
"Ships & Submarines","SUBMARINE NUCLEAR-SSN",1212,146801945,52166553,43985895,57630126,,,,,,-80591,,,,,,,,,,,,,,
"Ships & Submarines","SUBMARINE SS BN-741",1210,,,21144,99638,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SUBMARINE SSN-688",2009,11398147,48145953,10192507,14564731,,-2,,,,0,0,0,0,0,0,0,,,,,,,,
"Ships & Submarines","SUPPORT SHIP COMBAT FAST-",1286,95992,5886760,1232204,1377679,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SURTASS SHIP T-AGOS",1287,,111760,130000,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SURVEYING SHIP LARGE-AGS",1290,2370415,2588675,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SURVEYING SHIP MEDIUM-AGS",1289,,,,11527446,,,,,,,,-4577273,,,,,,,,,,,,
"Ships & Submarines","SURVEYING SHIP SMALL-AGS",1288,1971825,1675191,2173578,204716,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","T-AKE",1844,,,,,,,2998386,11810272,46260941,68370712.3652,65793348.3969,25528624.849,36268532.0749,32438401.44,27290203.11,147528.296,-154479.9994,-6676.6502,5963734.9592,-123167.472,-132813.8173,,,
"Ships & Submarines","T-AO 187 OILER",666,,,,,,,,-3675,,,172867.7656,1189.5,,,,,,,,,,,,
"Ships & Submarines","TENDER SUB (NON-FBM)-AS",1296,54414,,35394,147339,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","TENDER SUBMARINE (FBM)-AS",1295,60895,,106995,48460,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","TRIDENT",1213,5766338,6816260,11734006,6080455,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","TRIDENT SUB",51,,,,,,,,,1255919.9375,1257227.7713,1274234.375,563954.7422,301380,18260,16500,,-44709.25,,,,,-15249,,
"Ships & Submarines","TUG HARBOR LGE YTB",1303,1074292,6341385,499331,182331,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","TUG OCEAN FLEET-ATF",1301,105446,1422780,1073678,5152863,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","ZBL",2015,,,,,,,,,,,,,23864225.5215,0,7735545.5,5500905.1438,-2354391.3164,,,,,,,
"Ships & Submarines",,,7574150703,10672244935,10438901073.9302,9056026998.0506,11672511855.2134,10029684796.6382,8067669250.9611,8164811955.0983,9124209978.5166,9369856572.4045,8910250095.8491,9985805125.9499,9835099065.5531,9660803289.8789,9193106169.9218,9850561025.2048,10932744025.219,12856991793.1144,13165047851.4958,17629738811.0234,14440914263.0109,16943417784.7326,19055228439.0818,12811387996.6681
"Space Systems","442",2042,,,,,,,,,,,,,,,,,,,,,10110000,,,
"Space Systems","AEHF",668,,,,,,,,,,333409.7375,281722.9688,,,,,,,,,,,,,
"Space Systems","CNY",2071,,,,803882,10000002,3694963,4344442,2658332,-5e+05,,,-280000,,,,-52409.0781,,,,,,,,
"Space Systems","DEF SATELLITE COMMS SYS",473,6049343,3267657,480371,,,,,,,,,,,,,,,,,,,,,
"Space Systems","DSP",618,,,,,,,,,205858.3751,88866.0117,,,,,,,,,,,,,,
"Space Systems","EELV",72,,,,,958116,1642920,6603.6101,,,,,,,7404049,6900634,299892,486937,15289.3496,,2074.5701,163440.8125,54115,85268278,79535474.9063
"Space Systems","GBS",648,,,,,1469423,29718,,45754,0,,,,106580,0,,9517028.93,5041734.9832,1999452.2813,3794035.1876,4988527.125,7554578.625,0,,
"Space Systems","GPS III",696,,,,,,,,,,,,,18311.9395,,0,,14841,1700928,3553479,2633084,5653288,160000,6733146,
"Space Systems","MILSTAR",1869,,,,,,,,,,,,101147.2002,0,0,0,,,,,,,,,
"Space Systems","MUOS",1343,,,,,4.7e+07,362286363,422510715,599428389.4375,631666388.25,868280428.3848,428598892.4688,769640648.711,295761401.8822,560250343.415,95476455.1852,50177021.2987,72365019.0507,47352941.836,78559573.1954,100745037.1875,21168267.9297,2520555.1001,6045453.8594,
"Space Systems","NAVSTAR",1613,63102,,,,,,,,,,,,,,,,,,,,,,,
"Space Systems","NAVSTAR GPS",62,,,,,,,660000,8391014,2704473,2441952.595,1684463.1201,1901209,2407638,1892783.27,1620357.25,10000,1423680,,,,,,,
"Space Systems","NESP",1829,,,,,24850680,4527755,17039192,29976189,14904213,4702827,909012,-44000,,,,,,,,,,,,
"Space Systems","NMT",695,,,,,27565326,26614240,25834777,37127431.7188,73571213.8907,80337145.875,99474398.1095,145669766.5156,120060379.4375,128028024.57,150670020.16,77609666.3266,8331747.25,846941.5781,-331417.3751,2900052.6562,320290.8437,-317161.125,,-9832.5801
"Space Systems","NPOESS",650,,,,,,,1077968,2099274,382547,6084358.46,2411442,-366784.7002,,,,,,,,,,,,
"Space Systems","Other UAS",2258,,,,,,,531000,2580829,60000,,,,,,-8304.22,,,,,,,,,
"Space Systems","SATELLITE COMMUNICATIONS",2114,4790525,4459965,,,,,,,,,,,,,,,,,,,,,,
"Space Systems","SBIRS HIGH",622,,,,,4901166,24795754,27175996,34146336,53853039.5313,55573343.375,67595376.209,75195359.2303,105419892.2499,65260955,88175367.1,87496483.8799,120567076.8438,85698846,87145695.5703,53120504.2657,8507170.3203,1026876,90486.4931,0
"Space Systems","TELEPORT",1978,,,,,,30569,983660,1067252.0469,4523652.3048,5185224.1095,847329.0938,282666.6563,847429.0938,141042.17,,,,,,,,,,
"Space Systems","TITAN IV",675,,,,,2316995,665476,3158768,,,,,,,,,,,,,,,,,
"Space Systems","UHF FOLLOW-ON",1809,,,,,,,,,,186185.4375,233246.1021,,,70666.42,,,,,,,,,,
"Space Systems","WIDEBAND GAPFILLER",1325,,,,,45000,1266288,11720,73356,,,,,,,3925149,8001430,6142544,4894643,2739421,2659740.0625,0,0,-700922.5625,
"Space Systems",,,102319528,141084132,119208134,376139277.6601,446467408.2227,531899368.7656,543973694.4784,608698834.7148,182312643.3651,145949044.4546,128743311.0465,103946222.4375,86802167.809,96718860.01,96033125.53,82175967.5908,111463141.331,86381873.1873,100362670.3789,364875273.424,561406540.4482,78786998.9776,77241940.7858,57154579.3972
"Unlabeled",,,22446,311148.8301,41107091.14,2995459.4296,38350,415117,6847111.0876,-2427,0,48177.3391,-1374,-4965.14,,,,30000,1738.23,1345852,20204.7109,0,314555.625,10000,162046.2031,10000
