Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,Primary.Export.Product.SIC.code,principalnaicscodeText,SIC.Titles.and.Part.Descriptions,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2008,08082544XB0001,AP082544XB,Approved,08/14/2008 12:00:00 AM,8/14/2008,06/17/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Silicon Valley Bank,Silicon Valley Bank,Minerva Networks Inc,Alviso,CA,California,Minerva Networks Inc,Minerva Networks Inc,Yes,562500,562500,0,0,562500,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2008,08082821XX0003,AP082821XX,Approved,09/24/2008 12:00:00 AM,9/24/2008,12/29/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,2096,Potato Chips - Corn Chips - and Similar Snacks,Short Term,Wells Fargo Bank Minnesota Na,Wells Fargo Business Credit Inc.,"Good Health Natural Foods, Inc",Northport,NY,New York,"Good Health Natural Foods, Inc","Good Health Natural Foods, Inc",Yes,540000,540000,0,0,540000,0,0,,,,2096,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,
2008,08082890XA0001,AP082890XA,Approved,11/07/2007 12:00:00 AM,11/7/2007,10/01/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,Sovereign Bank,Sovereign Bank,"Narragansett Imaging, Llc",North Smithfield,CT,Connecticut,"Narragansett Imaging, Llc","Narragansett Imaging, Llc",Yes,2250000,2250000,0,0,2250000,0,0,,,334419,,,Other Electronic Component Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2008,08082913XA0001,AP082913XA,Approved,11/09/2007 12:00:00 AM,11/9/2007,09/30/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Citizens Financial Group Inc,Citizens Financial Group Inc,Progression Inc.,Haverhill,MA,Massachusetts,Progression Inc.,Progression Inc.,Yes,450000,450000,0,0,450000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08083042XA0001,AP083042XA,Approved,12/27/2007 12:00:00 AM,12/27/2007,12/03/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Branch Banking And Trust Company,Branch Banking And Trust Company,"Perceptics, Llc",Knoxville,TN,Tennessee,"Perceptics, Llc","Perceptics, Llc",Yes,900000,900000,0,0,900000,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08083055XA0001,AP083055XA,Approved,05/27/2008 12:00:00 AM,5/27/2008,11/26/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,Datacore Software Corporation,Fort Lauderdale,FL,Florida,Datacore Software Corporation,Datacore Software Corporation,Yes,1800000,1800000,0,0,1800000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08083234XA0001,AP083234XA,Approved,08/08/2008 12:00:00 AM,8/8/2008,07/13/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541380,Testing Laboratories,Short Term,Jpmorgan Chase Bank,Jpmorgan Chase Bank,Trident Space & Defense Llc,Torrance,CA,California,Trident Space & Defense Llc,Trident Space & Defense Llc,Yes,4950000,4950000,0,0,4950000,0,0,,,541380,,,Testing Laboratories,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08083282XA0001,AP083282XA,Approved,06/20/2008 12:00:00 AM,6/20/2008,04/30/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"Bridge Bank, N.A.","Bridge Bank, N.A.","Verimatrix, Inc.",San Diego,CA,California,"Verimatrix, Inc.","Verimatrix, Inc.",Yes,2295000,1912500,0,0,2295000,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08083404XA0001,AP083404XA,Approved,08/23/2008 12:00:00 AM,8/23/2008,07/16/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325411,Medicinal and Botanical Manufacturing,Short Term,"Bank Of Texas, National Association","Bank Of Texas, National Association","Dymatize Enterprises, Inc",Farmers Branch,TX,Texas,"Dymatize Enterprises, Inc","Dymatize Enterprises, Inc",Yes,2250000,2250000,0,0,2250000,0,0,,,325411,,,Medicinal and Botanical Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2008,08083569XX0001,AP083569XX,Approved,01/07/2008 12:00:00 AM,1/7/2008,10/11/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Sovereign Bank,Sovereign Bank,"Casa Systems, Inc.",Andover,GA,Georgia,"Casa Systems, Inc.","Casa Systems, Inc.",Yes,1575000,1575000,0,0,1575000,0,1575000,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2008,08083576XX0001,AP083576XX,Approved,01/07/2008 12:00:00 AM,1/7/2008,10/24/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Amegy Bank National Association,Amegy Bank National Association,Detcon Inc,The Woodlands,TX,Texas,Detcon Inc,Detcon Inc,Yes,900000,900000,0,0,900000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08083585XX0001,AP083585XX,Approved,01/07/2008 12:00:00 AM,1/7/2008,11/14/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Branch Banking And Trust Company,Branch Banking And Trust Company,"Controlled Semiconductor, Inc.",Orlando,FL,Florida,"Controlled Semiconductor, Inc.","Controlled Semiconductor, Inc.",Yes,1800000,1800000,0,0,1800000,1800000,1800000,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2008,08083595XX0001,AP083595XX,Approved,01/04/2008 12:00:00 AM,1/4/2008,11/19/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Frost National Bank,Frost National Bank,"Laversab, Inc.",Houston,TX,Texas,"Laversab, Inc.","Laversab, Inc.",Yes,225000,225000,0,0,225000,0,225000,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08083635XX0001,AP083635XX,Approved,05/20/2008 12:00:00 AM,5/20/2008,01/09/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,Strasbaugh,San Luis Obispo,CA,California,Strasbaugh,Strasbaugh,Yes,2250000,2250000,0,0,2250000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2008,08083672XX0001,AP083672XX,Approved,05/27/2008 12:00:00 AM,5/27/2008,07/22/2008 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Silicon Valley Bank,Silicon Valley Bank,Guide Technology Inc,Sunnyvale,CA,California,Guide Technology Inc,Guide Technology Inc,Yes,562500,562500,0,0,562500,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08083729XX0001,AP083729XX,Approved,05/09/2008 12:00:00 AM,5/9/2008,03/25/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"Mercantil Commercebank, N.A.","Mercantil Commercebank, N.A.",Adistec Corporation,Miami,FL,Florida,Adistec Corporation,Adistec Corporation,Yes,900000,900000,0,0,900000,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08083858XX0001,AP083858XX,Approved,08/13/2008 12:00:00 AM,8/13/2008,06/30/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Comerica Incorporated,Comerica Bank,"Telarix, Inc.",Vienna,VA,Virginia,"Telarix, Inc.","Telarix, Inc.",Yes,3600000,3600000,0,0,3600000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08083876XX0001,AP083876XX,Approved,08/20/2008 12:00:00 AM,8/20/2008,07/27/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,Smartsignal Corporation,Lisle,IL,Illinois,Smartsignal Corporation,Smartsignal Corporation,Yes,4500000,4500000,0,0,4500000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08083877XX0001,AP083877XX,Approved,08/20/2008 12:00:00 AM,8/20/2008,07/17/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Motive, Inc.",Austin,TX,Texas,"Motive, Inc.","Motive, Inc.",Yes,7200000,7200000,0,0,0,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08083890XX0001,AP083890XX,Approved,09/18/2008 12:00:00 AM,9/18/2008,07/22/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,Microfluidics Corporation,Newton,MA,Massachusetts,Microfluidics Corporation,Microfluidics Corporation,Yes,1125000,1125000,0,0,1125000,0,0,,,325412,,,Pharmaceutical Preparation Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2008,08083894XX0001,AP083894XX,Approved,08/20/2008 12:00:00 AM,8/20/2008,08/12/2010 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,Copan Systems,Longmont,CO,Colorado,Copan Systems,Copan Systems,Yes,9000000,9000000,0,0,9000000,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08083947XX0001,AP083947XX,Approved,09/24/2008 12:00:00 AM,9/24/2008,09/10/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Bridge Bank, N.A.","Bridge Bank, N.A.",Alpha Innotech Corporation,San Leandro,CA,California,Alpha Innotech Corporation,Alpha Innotech Corporation,Yes,1125000,1125000,0,0,1125000,0,0,,,334516,,,Analytical Laboratory Instrument Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08083968XX0001,AP083968XX,Approved,09/26/2008 12:00:00 AM,9/26/2008,09/30/2009 12:00:00 AM,No,Yes,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,Object Reservoir,Atlanta,GA,Georgia,Object Reservoir,Object Reservoir,Yes,4500000,0,0,0,4500000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08083971XX0001,AP083971XX,Approved,09/26/2008 12:00:00 AM,9/26/2008,12/04/2009 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,Akrometrix Llc,Atlanta,GA,Georgia,Akrometrix Llc,Akrometrix Llc,Yes,450000,450000,0,0,450000,0,450000,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2008,08409364XX0002,409364,Approved,10/10/2007 12:00:00 AM,10/10/2007,03/14/2008 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Siemens Medical Solutions Usa, Inc.",Hoffman Estates,IL,Illinois,Clinica Villas Boas S.A.,Villas Boas Participacoes S/A,,0,303238,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08414215XX0001,414215,Approved,10/05/2007 12:00:00 AM,11/28/2007,03/01/2008 12:00:00 AM,No,No,Brazil,Guarantee,,Loan/Credit Committee,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Medium Term,UPS Capital Business Credit,UPS Capital Business Credit,Harris Corporation,Mason,OH,Ohio,Radio E Televisao Bandeirantes do Parana Ltda,Radio E Televisao Bandeirantes do Parana Ltda,,1786205,1731879.57,0,0,0,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2008,08415426XX0001,415426,Approved,10/30/2007 12:00:00 AM,11/14/2007,03/25/2008 12:00:00 AM,No,No,Brazil,Guarantee,,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Varian Medical Systems, Inc.",Palo Alto,CA,California,Cot Centro Oncologico Do Triangulo Sc Ltda,Cot Centro Oncologico Do Triangulo Sc Ltda,,516709,516709,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08416776XX0001,416776,Approved,12/15/2007 12:00:00 AM,5/7/2008,09/25/2008 12:00:00 AM,No,No,Brazil,Guarantee,,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"Hencorp Becstone Capital, L.c.","Hencorp Becstone Capital, L.c.","Varian Medical Systems, Inc.",Palo Alto,CA,California,Dr. Ghelfond Diagnostico Medico Ltda.,Dr. Ghelfond Diagnostico Medico Ltda.,,1599646.99,1599646.99,0,0,348978.9873,0,15996.4699,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08417964XX0001,417964,Approved,01/04/2008 12:00:00 AM,2/1/2008,07/15/2008 12:00:00 AM,No,No,Brazil,Guarantee,,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"Hencorp Becstone Capital, L.c.","Hencorp Becstone Capital, L.c.","Varian Medical Systems, Inc.",Palo Alto,CA,California,Oncologia Centenario Ltda.,Oncologia Centenario Ltda.,,429607,429607,0,0,13249.07988,0,12888.21,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08420129XX0001,420129,Approved,12/28/2007 12:00:00 AM,4/4/2008,02/05/2009 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Remag Ltda,S.S.R.M. Participacoes Administracao De Marcas E Investimentos Ltda,,441279,441279,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08420806XX0001,420806,Approved,02/13/2008 12:00:00 AM,4/4/2008,10/15/2008 12:00:00 AM,No,Yes,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"General Electric International, Inc.","General Electric International, Inc.","General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,"Rad Med Diagnostico por Imagem, Ltda.","Rad Med Diagnostico por Imagem, Ltda.",,0,0,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08421057XX0001,421057,Approved,02/08/2008 12:00:00 AM,2/26/2008,05/15/2009 12:00:00 AM,No,No,Brazil,Guarantee,,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Associacao Educadora Sao Carlos.,Associacao Educadora Sao Carlos.,,665216,631955.2,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08421190XX0001,421190,Approved,06/17/2008 12:00:00 AM,8/20/2008,01/05/2009 12:00:00 AM,No,No,China,Guarantee,,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Hsbc Holdings Plc,Hsbc Holdings Plc,"Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,"Bank Of China, Ltd.",Ministry Of Finance Of The People's Republic Of China,,737460,737460,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08421190XX0002,421190,Approved,06/17/2008 12:00:00 AM,8/20/2008,01/05/2009 12:00:00 AM,No,No,China,Guarantee,,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Hsbc Holdings Plc,Hsbc Holdings Plc,"Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,"Bank Of China, Ltd.",Ministry Of Finance Of The People's Republic Of China,,232400,232400,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08424899XX0001,424899,Approved,04/29/2008 12:00:00 AM,5/27/2008,09/25/2008 12:00:00 AM,No,No,Singapore,Guarantee,,Loan/Credit Committee,541511,Custom Computer Programming Services,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Asr Consulting, Inc",Washington,DC,District of Columbia,Zylog Systems Asia Pacific,Zylog Systems Limited,,2595002,2595002,0,0,2595002,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2008,08425932XX0001,425932,Approved,04/24/2008 12:00:00 AM,6/5/2008,12/25/2008 12:00:00 AM,No,No,Nigeria,Guarantee,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Medium Term,M&T Bank Corporation,M&T Bank Corporation,Bsw,University Place,WA,Washington,Megalectrics Limited,Diamond Bank PLC,,321499,208059.37,0,0,321499,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2008,08428763XX0001,428763,Approved,06/06/2008 12:00:00 AM,6/27/2008,05/15/2009 12:00:00 AM,No,No,Brazil,Guarantee,,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,General Electric Capital Corporation,Washington,DC,District of Columbia,Instituto De Medicina Nuclear E Endocrinologia De Brasilia Ltda.,Instituto De Medicina Nuclear E Endocrinologia De Brasilia Ltda.,,716612,716612,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2008,08430393XX0001,430393,Approved,06/10/2008 12:00:00 AM,7/15/2008,05/05/2009 12:00:00 AM,No,No,China,Guarantee,,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Hsbc Holdings Plc,Hsbc Holdings Plc,"General Electric International Operations Company, Inc.",Shelton,CT,Connecticut,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,1767233,1767233,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
