Fiscal_Year,Customer,PlatformPortfolioRemote,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2003,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,0,0,1,0,9,9,13,32877,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,50099.232961954425
2013,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,0,0,1,1,7,7,11,95731.14,2013-01-01,Medium Vendor,Other Than Small,Medium,118387.72910577028
2002,Defense,Remotely Operated,M,PDuns-1,1,0,1,1,1,1,1,1,4,332704,2002-01-01,Medium Vendor,Other Than Small,Medium,516677.94697052444
2015,Defense,Aircraft,M,PDuns-2+,1,1,0,0,1,1,3,3,9,145001.6,2015-01-01,Medium Vendor,Other Than Small,Medium,173921.81634206627
2008,Defense,Ordnance and Missiles,S,PDuns-2+,1,0,0,0,0,0,2,2,3,45,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,59.985709724343785
2018,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,0,0,0,1,1,1,2805,2018-01-01,Medium Vendor,Other Than Small,Medium,3203.061751574004
2009,Defense,Other Services,N,PDuns-1,1,1,0,0,1,0,9,9,20,53732.5798,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,70905.83441660779
2012,Defense,Ships & Submarines,M,PDuns-2+,1,0,0,0,1,1,12,14,41,370979.9,2012-01-01,Medium Vendor,Other Than Small,Medium,467174.987980863
2011,Defense,Facilities and Construction,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,26,26,0,0,2011-01-01,Medium Vendor,Other Than Small,Medium,0
2019,Defense,Facilities and Construction,S,PID,1,0,0,1,1,1,10,10,41,2196254.5077,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2459750.3575506504
2006,Defense,Other Services,S,PDuns-1,1,1,0,0,1,1,7,7,13,464911,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,650008.2402568792
2000,Defense,Ships & Submarines,M,PDuns-1,1,1,0,1,1,1,66,66,189,13045727,2000-01-01,Medium Vendor,Other Than Small,Medium,21078373.13498502
2001,Defense,Unlabeled,B,PID,1,1,1,1,1,1,3,3,21,1596870.1641,2001-01-01,Big Five,Other Than Small,Large,2519026.1790975924
2020,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,0,0,0,0,5,5,12,7004.01,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,7741.047742507797
2004,Defense,Other Products,N,PID,1,0,0,1,1,1,43,43,214,4391064,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6531616.930935963
2005,Defense,"Electronics, Comms, & Sensors",M,PID,1,0,0,0,1,0,2,2,3,10680,2005-01-01,Medium Vendor,Other Than Small,Medium,15418.232261472118
2009,Defense,Aircraft,M,PDuns-1,1,1,0,0,1,1,11,11,29,278529.6179,2009-01-01,Medium Vendor,Other Than Small,Medium,367549.3534918351
2011,Defense,Other Products,N,PID,1,1,0,1,1,1,5,5,37,319566.1283,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,409806.13562531985
2021,Defense,Ordnance and Missiles,M,PDuns-1,1,1,0,1,1,1,15,15,232,2484963.0718,2021-01-01,Medium Vendor,Other Than Small,Medium,2657140.186520711
2021,Defense,Land Vehicles,M,PDuns-1,1,0,0,0,1,1,17,17,32,358358.9221,2021-01-01,Medium Vendor,Other Than Small,Medium,383188.74993197195
2018,Defense,Aircraft,M,PDuns-2+,1,1,1,1,1,1,29,38,568,50413731.9148,2018-01-01,Medium Vendor,Other Than Small,Medium,57568020.124920346
2006,Defense,Other Services,N,PDuns-1,1,0,0,1,1,1,320,320,1093,21209846.9319,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,29654224.7447836
2010,Defense,Missile Defense,N,PID,1,0,1,1,1,1,30,30,572,279515546.1728,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,365669984.5804563
2014,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,0,0,1,1,1,367,367,1029,42926644.4,2014-01-01,Medium Vendor,Other Than Small,Medium,52078538.82862898
2008,Defense,Other Services,M,PDuns-1,1,0,0,0,1,0,162,162,258,755030.2278,2008-01-01,Medium Vendor,Other Than Small,Medium,1006467.2017314659
2007,Defense,Land Vehicles,M,PDuns-1,1,0,0,0,1,0,42,42,62,167281.7602,2007-01-01,Medium Vendor,Other Than Small,Medium,227639.85368844584
2005,Defense,Facilities and Construction,S,PDuns-2+,1,0,0,1,1,1,247,294,2153,44535790.6801,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,64294303.80656247
2007,Defense,Other Products,N,PDuns-1,1,0,0,1,1,1,980,980,14802,189854274.9302,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,258356914.20012155
2008,Defense,Aircraft,S,PDuns-1,1,0,1,1,1,1,746,746,8251,884305583.3111,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1178793289.5136924
2010,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,0,0,0,1,0,704,704,1124,3654598.8292,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4781047.479538589
2010,Defense,Other Services,M,PDuns-1,1,1,0,0,1,0,123,123,235,566668.9515,2010-01-01,Medium Vendor,Other Than Small,Medium,741332.0281982676
2012,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,1,1,1,1,1006,1006,12854,1689367276.3077,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2127420210.6483746
2002,Defense,Aircraft,L,PID,1,1,1,1,1,1,58,58,12685,9898682242.0342,2002-01-01,Large Vendor,Other Than Small,Large,15372315387.034178
2011,Defense,Space Systems,M,PID,1,1,1,1,1,1,4,4,34,7792708.3119,2011-01-01,Medium Vendor,Other Than Small,Medium,9993235.817398889
2000,Defense,Land Vehicles,M,PID,1,1,0,1,1,1,1,1,1,44344,2000-01-01,Medium Vendor,Other Than Small,Medium,71647.93332696412
2007,Defense,Land Vehicles,S,PDuns-2+,1,1,0,0,0,0,1,1,1,2217,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3016.931164664326
2017,Defense,"Electronics, Comms, & Sensors",M,Duns,1,1,0,0,1,0,2,2,2,3977.76,2017-01-01,Medium Vendor,Other Than Small,Medium,4648.9031744764
2010,Defense,Aircraft,N,PDuns-1,1,1,0,0,1,0,2,2,3,9992.8999,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,13072.988613263145
2013,Defense,Other Services,M,Duns,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2013-01-01,Medium Vendor,Other Than Small,Medium,0
2016,Defense,Other Products,M,PID,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2016-01-01,Medium Vendor,Other Than Small,Medium,0
2005,Defense,Other Services,M,PDuns-2+,1,1,0,0,1,1,18,18,80,284206,2005-01-01,Medium Vendor,Other Than Small,Medium,410295.32941048173
2014,Defense,Ordnance and Missiles,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,3,3,0,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,Defense,Aircraft,S,PDuns-2+,1,0,0,0,1,1,26,27,49,142534.0793,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,170962.15464174264
2010,Defense,Aircraft,M,PDuns-2+,1,0,0,0,1,1,8,8,16,74709.8897,2010-01-01,Medium Vendor,Other Than Small,Medium,97737.54837134368
2012,Defense,Aircraft,N,PDuns-1,1,1,0,0,1,0,2,2,15,29382.6299,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,37001.5458260101
2010,Defense,Facilities and Construction,N,PID,1,0,0,0,1,1,9,9,20,78735.9998,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,103004.61719218155
2002,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,0,0,1,0,9,9,35,57007,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,88529.92366472507
2003,Defense,Other R&D and Knowledge Based,N,PDuns-2+,1,0,0,0,1,0,3,4,5,14326,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21830.50799686587
2010,Defense,Other Services,M,PDuns-2+,1,0,0,0,1,0,31,32,46,136891.1201,2010-01-01,Medium Vendor,Other Than Small,Medium,179084.75740101605
2009,Defense,Space Systems,L,PID,1,0,1,1,1,1,5,5,59,10249552.7998,2009-01-01,Large Vendor,Other Than Small,Large,13525371.31795964
2003,Defense,Other Services,S,PDuns-2+,1,0,0,0,1,0,14,14,28,99591,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,151760.58368811035
2012,Defense,Other Services,M,PDuns-2+,1,0,0,1,1,1,70,78,176,3926422.2667,2012-01-01,Medium Vendor,Other Than Small,Medium,4944543.559511891
2000,Defense,Aircraft,M,PDuns-2+,1,0,0,1,1,1,20,23,81,8312472,2000-01-01,Medium Vendor,Other Than Small,Medium,13430710.79826484
2018,Defense,Space Systems,S,PDuns-1,1,1,1,1,1,1,3,3,9,2128664.0391,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2430745.941387608
2019,Defense,Remotely Operated,N,PDuns-1,1,1,1,1,1,1,7,7,6,5847539.1822,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6549098.2687934525
2006,Defense,Unlabeled,M,PDuns-2+,1,1,0,1,1,1,4,4,7,3560,2006-01-01,Medium Vendor,Other Than Small,Medium,4977.3598286865445
2005,Defense,Ships & Submarines,S,PID,1,0,1,1,1,1,16,16,508,140167478,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,202353439.26112205
2014,Defense,Facilities and Construction,N,PDuns-2+,1,0,0,0,1,1,80,97,262,1661229.2798,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2015400.802009105
2002,Defense,Other Products,N,Duns,1,1,1,1,1,1,3,3,828,1675748255,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2602379797.155546
2006,Defense,Land Vehicles,S,PDuns-1,1,0,0,0,0,0,113,113,175,149013.3,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,208340.67791011703
2019,Defense,Facilities and Construction,N,PDuns-1,1,1,0,0,1,1,22,22,126,797985.1781,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,893723.5280655876
2011,Defense,Facilities and Construction,M,PDuns-2+,1,1,0,1,1,1,159,182,750,19143413.0298,2011-01-01,Medium Vendor,Other Than Small,Medium,24549185.353764962
2016,Defense,Other Services,S,PDuns-1,1,0,0,1,1,1,1226,1226,3467,70843495.1217,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,84274715.14802906
2021,Defense,Other R&D and Knowledge Based,S,PID,1,0,1,1,1,1,34,34,347,153277861.4723,2021-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,163898115.84885496
2009,Defense,Other Services,S,PDuns-1,1,1,1,1,1,1,37,37,250,36426506.4163,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,48068636.23416922
2015,Defense,Other Products,S,PDuns-1,1,1,1,1,1,1,89,89,2934,36886170.9303,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,44243027.981082276
2006,Defense,Other R&D and Knowledge Based,M,PID,1,0,1,1,1,1,59,59,1294,709092653.6256,2006-01-01,Medium Vendor,Other Than Small,Medium,991407103.6440461
2003,Defense,Other Services,S,PDuns-1,1,0,0,1,1,1,1489,1489,3782,155177519.99,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,236465453.79558203
2017,Defense,Other Services,S,PDuns-1,1,0,0,0,1,1,722,722,1392,9692279.5174,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11327598.702876354
2004,Defense,Ships & Submarines,M,PID,1,0,1,1,1,1,14,14,159,36725697,2004-01-01,Medium Vendor,Other Than Small,Medium,54628715.11907458
2004,Defense,Other Services,S,PDuns-1,1,1,0,0,0,0,4,4,8,0,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,Defense,Missile Defense,N,PDuns-2+,1,0,0,1,1,1,1,1,1,147859.0469,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,177349.1740743189
2010,Defense,Other Products,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2016,Defense,Other R&D and Knowledge Based,N,PDuns-2+,1,1,0,0,1,0,1,1,1,7634.7798,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9082.25789478082
2000,Defense,Ordnance and Missiles,N,PDuns-2+,1,1,0,1,1,1,1,1,1,34636,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,55962.42600380501
2020,Defense,Remotely Operated,M,PDuns-2+,1,0,1,1,1,1,1,1,1,0,2020-01-01,Medium Vendor,Other Than Small,Medium,0
2012,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,0,0,0,1,0,14,14,16,74114.1299,2012-01-01,Medium Vendor,Other Than Small,Medium,93331.92376526227
2005,Defense,Ships & Submarines,M,PDuns-2+,1,0,0,0,1,0,2,2,3,4871,2005-01-01,Medium Vendor,Other Than Small,Medium,7032.042073560926
2016,Defense,Aircraft,N,PDuns-2+,1,0,0,0,1,0,5,6,16,12729.3496,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,15142.707311614287
2016,Defense,Ships & Submarines,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,2,2,0,0,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2009,Defense,Land Vehicles,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,2,2,0,0,2009-01-01,Medium Vendor,Other Than Small,Medium,0
2015,Defense,"Electronics, Comms, & Sensors",S,Duns,1,0,0,0,1,1,2,2,2,16681.8398,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,20008.992162454564
2005,Defense,Ordnance and Missiles,S,PID,1,0,0,1,1,1,7,7,48,1589272,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2294360.0021211905
2011,Defense,Other Products,N,PID,1,0,0,1,1,1,17,17,850,9997663.1238,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,12820832.144644542
2019,Defense,Other Products,M,Duns,1,1,0,1,1,1,2,2,3,174347.0547,2019-01-01,Medium Vendor,Other Than Small,Medium,195264.3596781212
2012,Defense,Other Products,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,17,17,2,939840,2012-01-01,Medium Vendor,Other Than Small,Medium,1183540.5117741805
2010,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,1,0,0,0,0,52,52,86,120174.0005,2010-01-01,Medium Vendor,Other Than Small,Medium,157214.9582071546
2004,Defense,Facilities and Construction,L,Duns,1,1,1,1,1,1,1,1,11559,200376132,2004-01-01,Large Vendor,Other Than Small,Large,298055354.31199807
2003,Defense,Other Products,N,PDuns-2+,1,1,0,1,1,1,24,40,255,11867450.21,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,18084075.576700583
2006,Defense,Land Vehicles,S,PDuns-1,1,1,0,1,1,1,24,24,183,5393788.82,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,7541243.763226573
2001,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,1,1,1,1,13,19,60,18887133,2001-01-01,Medium Vendor,Other Than Small,Medium,29794020.543876003
2006,Defense,Other Products,S,PDuns-1,1,1,1,1,1,1,22,22,149,24994902.1196,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,34946242.05956439
2021,Defense,Facilities and Construction,M,PDuns-2+,1,1,0,1,1,1,142,146,702,15213762.3859,2021-01-01,Medium Vendor,Other Than Small,Medium,16267887.39136872
2009,Defense,Ordnance and Missiles,S,PDuns-2+,1,0,1,1,1,1,32,36,264,373949381.0165,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,493465844.9164752
2021,Defense,Facilities and Construction,M,PDuns-1,1,1,0,0,1,1,129,129,276,2593273.0611,2021-01-01,Medium Vendor,Other Than Small,Medium,2772954.7144855843
2017,Defense,Other Products,S,PID,1,0,1,1,1,1,10,10,1141,444805291.9739,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,519854574.90682334
2006,Defense,Aircraft,S,PDuns-2+,1,1,1,1,1,1,3,4,162,56415446,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,78876397.37017837
2005,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,0,0,1,1,301,301,733,6299101,2005-01-01,Medium Vendor,Other Than Small,Medium,9093726.803040382
2015,Defense,Other Services,L,PID,1,0,1,1,1,1,22,22,228707,10348861102.9136,2015-01-01,Large Vendor,Other Than Small,Large,12412916271.89281
2020,Defense,Ordnance and Missiles,B,PID,1,1,1,1,1,1,5,5,5174,16578510946.322,2020-01-01,Big Five,Other Than Small,Large,18323081311.3012
2011,Defense,Facilities and Construction,M,PDuns-2+,1,1,1,1,1,1,199,303,4104,843613736.3807,2011-01-01,Medium Vendor,Other Than Small,Medium,1081835822.5439374
2018,Defense,Other Services,M,PID,1,1,1,1,1,1,20,20,70353,345789362.9002,2018-01-01,Medium Vendor,Other Than Small,Medium,394860849.3428783
2018,Defense,Other Products,S,PDuns-1,1,1,1,1,1,1,67,67,1982,33597267.8267,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,38365106.42890932
2001,Defense,Other R&D and Knowledge Based,L,PID,1,1,1,1,1,1,66,66,7265,3252652500.7935,2001-01-01,Large Vendor,Other Than Small,Large,5130984963.717426
2000,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,0,1,1,1,127,127,401,32971755.9297,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,53273456.84927114
2006,Defense,Aircraft,N,PDuns-1,1,0,0,1,1,1,462,462,7536,145785073.2495,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,203827181.80173784
2019,Defense,"Electronics, Comms, & Sensors",N,PID,1,0,1,1,1,1,127,127,16354,1246909570.7444,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1396507668.7236187
2020,Defense,Remotely Operated,S,PDuns-1,1,0,0,0,1,0,2,2,2,12588.3906,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,13913.077313701204
2017,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,0,0,0,1,1,1,-1927.4399,2017-01-01,Medium Vendor,Other Than Small,Medium,-2252.645074042294
2011,Defense,"Electronics, Comms, & Sensors",N,PDuns-2+,1,1,0,0,1,0,1,1,2,7000,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8976.680240292033
2001,Defense,Other Services,M,PDuns-1,1,0,0,0,1,0,3,3,5,-3052,2001-01-01,Medium Vendor,Other Than Small,Medium,-4814.460230671832
2016,Defense,Remotely Operated,S,PDuns-1,1,0,0,0,1,1,1,1,3,41674.2491,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,49575.271037618855
2005,Defense,Unlabeled,N,PDuns-1,1,0,0,0,0,0,1,1,2,0,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2019,Defense,Other Services,S,PDuns-2+,1,0,0,0,1,1,31,31,84,473430.3621,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,530230.216201281
2015,Defense,Ordnance and Missiles,N,PDuns-1,1,1,0,0,1,1,4,4,5,34654.9,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,41566.73549224748
2009,Defense,Facilities and Construction,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,25,25,0,0,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Defense,Other Services,S,PID,1,1,1,1,1,1,5,5,44,19448938.4276,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,25443640.299456097
2006,Defense,Facilities and Construction,S,PDuns-2+,1,1,0,0,1,1,3,3,8,35642,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,49832.31994776568
2011,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,0,0,1,0,5,5,11,39179.4797,2011-01-01,Medium Vendor,Other Than Small,Medium,50243.09446398756
2016,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,1,1,1,23,22,410,8547184.2468,2016-01-01,Medium Vendor,Other Than Small,Medium,10167645.123654457
2019,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,0,0,1,1,63,63,85,886250.753,2019-01-01,Medium Vendor,Other Than Small,Medium,992578.7739665082
2012,Defense,"Electronics, Comms, & Sensors",S,PID,1,0,0,1,1,1,21,21,80,2514064.8515,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3165961.866889884
2020,Defense,Other R&D and Knowledge Based,N,PDuns-2+,1,0,0,0,1,1,10,10,13,130607.5601,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,144351.50124950655
2008,Defense,Space Systems,S,PDuns-2+,1,0,0,1,1,1,1,1,1,0,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2020,Defense,"Electronics, Comms, & Sensors",S,PDuns-2+,1,0,1,1,1,1,120,133,817,343643161.3268,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,379805014.30138844
2021,Defense,Facilities and Construction,N,Duns,1,1,1,1,1,1,2,2,463,115366569.3626,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,123360041.48840144
2013,Defense,Ships & Submarines,M,PDuns-2+,1,0,1,1,1,1,24,27,227,20439009.98,2013-01-01,Medium Vendor,Other Than Small,Medium,25276289.164658178
2014,Defense,Other Products,M,PDuns-1,1,0,0,0,1,0,59,59,128,492243.6099,2014-01-01,Medium Vendor,Other Than Small,Medium,597189.1888973657
2009,Defense,Other Services,N,Duns,1,1,1,1,1,1,3,2,3166,201369559.9517,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,265728478.46922877
2009,Defense,Ships & Submarines,N,Duns,1,1,1,1,1,1,2,1,223,29140605.7079,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,38454117.98232724
2005,Defense,Facilities and Construction,N,PID,1,1,1,1,1,1,201,201,19099,3894698915.1537,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5622600417.8224
2005,Defense,Facilities and Construction,S,PDuns-1,1,0,0,1,1,1,6906,6906,39029,1130554080.8848,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1632129719.4042118
2018,Defense,Aircraft,M,PDuns-2+,1,0,0,0,1,0,3,3,4,23773.4101,2018-01-01,Medium Vendor,Other Than Small,Medium,27147.13033718115
2014,Defense,Remotely Operated,S,PDuns-1,1,1,0,1,1,1,1,1,1,106965,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,129769.77314826638
2004,Defense,Facilities and Construction,U,Name,1,1,0,0,1,0,1,1,1,5061,2004-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,7528.1328824783495
2007,Defense,Ships & Submarines,S,PDuns-2+,1,1,0,0,1,0,1,1,1,3742.5,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5092.857412609941
