Fiscal_Year,Customer,PlatformPortfolio,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2000,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,0,1,1,1,13,13,50,5608878,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9062432.730089208
2019,Defense,Ordnance and Missiles,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,2,2,NA,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2005,Defense,Missile Defense,M,PID,1,0,1,1,1,1,7,7,28,22986275,2005-01-01,Medium Vendor,Other Than Small,Medium,33184244.08015637
2011,Defense,"Electronics, Comms, & Sensors",N,PDuns-2+,1,0,0,0,1,0,12,13,17,48381.8697,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,62044.08196062484
2002,Defense,Other Services,S,PDuns-1,1,0,0,0,0,0,109,109,307,-220118,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-341835.73486119165
2019,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,0,0,0,0,0,124,124,177,109348.6502,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,122467.76522672085
2017,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,1,1,1351,1351,5697,31788723.7696,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,37152241.17217902
2019,Defense,Other R&D and Knowledge Based,N,Duns,1,1,1,1,1,1,1,1,135,6860957.005,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7684100.994224855
2014,Defense,Other Services,S,PDuns-2+,1,0,0,0,1,0,21,23,40,127553.29,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,154747.4548461182
2005,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,0,0,1,1,37,37,74,745154.7196,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1075746.11774578
2011,Defense,Facilities and Construction,L,PID,1,1,1,1,1,1,114,114,38705,7931423687.69,2011-01-01,Large Vendor,Other Than Small,Large,10171122042.095856
2014,Defense,Other Products,M,PID,1,1,1,1,1,1,25,25,24796,2223725308.9676,2014-01-01,Medium Vendor,Other Than Small,Medium,2697820117.690684
2018,Defense,Other Products,S,PDuns-1,1,0,1,1,1,1,445,445,21822,1525524853.3252,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1742014370.3249521
2002,Defense,Facilities and Construction,L,PID,1,0,1,1,1,1,51,51,2865,946708166.54,2002-01-01,Large Vendor,Other Than Small,Large,1470205443.481643
2006,Defense,Other Services,N,PID,1,0,1,1,1,1,142,142,2283,770618955.6528,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1077429166.59849
2008,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,1,1,1,1,1,298,298,9531,679185349.6286,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,905364782.9299588
2015,Defense,Other Products,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,NA,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2005,Defense,Land Vehicles,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Facilities and Construction,S,Duns,1,1,0,0,1,1,1,1,1,11317.75,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,13463.48250785905
2013,Defense,"Electronics, Comms, & Sensors",S,PID,1,0,0,0,1,1,1,1,1,-63870,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-78986.04631664835
2006,Defense,Ordnance and Missiles,N,PID,1,1,0,1,1,1,6,6,6,102811,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,143743.6352098574
2017,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,2,2,1,37301.4492,2017-01-01,Medium Vendor,Other Than Small,Medium,43595.09512852715
2013,Defense,Aircraft,S,Duns,1,0,0,0,0,0,2,2,2,2689.2799,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3325.7489704060035
2013,Defense,Ordnance and Missiles,N,PID,1,0,0,0,1,1,1,1,1,18050,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,22321.874683192465
2014,Defense,"Electronics, Comms, & Sensors",M,Duns,1,1,0,0,1,0,1,1,1,4526.82,2014-01-01,Medium Vendor,Other Than Small,Medium,5491.9310473803125
2001,Defense,Space Systems,M,PID,1,1,1,1,1,1,1,1,1,911000,2001-01-01,Medium Vendor,Other Than Small,Medium,1437081.6743584662
2003,Defense,Space Systems,N,PDuns-1,1,0,1,1,1,1,15,15,39,10567712,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,16103484.665962264
2005,Defense,Other Products,S,PDuns-2+,1,0,0,0,0,0,15,15,35,42948,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,62002.08231888619
2011,Defense,"Electronics, Comms, & Sensors",M,PID,1,1,0,0,1,1,3,3,16,142634.5893,2011-01-01,Medium Vendor,Other Than Small,Medium,182912.15705021136
2008,Defense,Other R&D and Knowledge Based,N,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2009,Defense,Other Products,N,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2016,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,0,0,1,1,23,23,39,80553.3496,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,95825.46118168849
2004,Defense,"Electronics, Comms, & Sensors",N,PID,1,0,0,0,1,1,7,7,11,78125,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,116209.32255357064
2010,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,3,3,0,0,2010-01-01,Medium Vendor,Other Than Small,Medium,0
2005,Defense,Aircraft,M,PID,1,0,0,0,1,0,3,3,5,11582,2005-01-01,Medium Vendor,Other Than Small,Medium,16720.408806401694
2014,Defense,Facilities and Construction,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,42,42,3,-29363.59,2014-01-01,Medium Vendor,Other Than Small,Medium,-35623.862133582974
2003,Defense,Other Products,N,PDuns-2+,1,0,0,0,1,0,7,8,13,-336462,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-512713.6940975488
2014,Defense,Ordnance and Missiles,M,PDuns-2+,1,1,1,1,1,1,15,18,162,56437499.81,2014-01-01,Medium Vendor,Other Than Small,Medium,68469887.78945474
2018,Defense,Facilities and Construction,S,PDuns-2+,1,1,0,0,1,0,1,1,3,21545,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,24602.483221982857
2007,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,0,0,31,31,47,103485.2996,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,140824.54914202288
2013,Defense,Land Vehicles,S,PDuns-2+,1,0,0,0,1,0,18,18,23,124180.58,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,153570.26841252946
2003,Defense,Ships & Submarines,M,PDuns-1,1,1,0,0,0,0,1,1,1,0,2003-01-01,Medium Vendor,Other Than Small,Medium,0
2013,Defense,Aircraft,S,PDuns-2+,1,1,1,1,1,1,2,2,34,-125209.66,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-154842.89970333164
2019,Defense,Other Products,N,PID,1,0,0,1,1,1,8,8,112,591390.9402,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,662343.1262219943
2006,Defense,Ships & Submarines,N,PDuns-2+,1,0,1,1,1,1,153,247,2500,150695387.0006,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,210692462.25425816
2015,Defense,Other Services,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,12,64371,373768342.5521,2015-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,448315529.1239879
2003,Defense,Unlabeled,L,PID,1,1,1,1,1,1,20,20,68,14589707.5701,2003-01-01,Large Vendor,Other Than Small,Large,22232355.70159169
2009,Defense,Other Products,M,PDuns-2+,1,1,0,0,1,1,32,33,107,1002623.4493,2009-01-01,Medium Vendor,Other Than Small,Medium,1323067.9141572495
2018,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,0,0,1,0,17,17,35,118589.4697,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,135418.67897879297
2010,Defense,Facilities and Construction,N,PDuns-1,1,0,0,1,1,1,1438,1438,10501,244840440.9825,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,320307050.91227317
2012,Defense,Ordnance and Missiles,N,PDuns-2+,1,1,1,1,1,1,99,145,933,343780255.5577,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,432922475.7412099
2011,Defense,"Electronics, Comms, & Sensors",S,PDuns-2+,1,0,1,1,1,1,139,159,1274,163749744.9461,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,209989871.4015023
2019,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,1,0,1,1,1,151,151,1438,37063934.4503,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,41510683.61919214
2002,Defense,Ordnance and Missiles,N,PDuns-1,1,0,1,1,1,1,75,75,223,60757935.5625,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,94354998.4628977
2007,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,0,0,0,1,0,16,16,47,256292.62,2007-01-01,Medium Vendor,Other Than Small,Medium,348767.33989691996
2003,Defense,Ordnance and Missiles,L,PID,1,1,1,1,1,1,48,48,1675,1857859962.9102001,2003-01-01,Large Vendor,Other Than Small,Large,2831078233.7964573
2018,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,1,1,1,1,125,125,2158,723642391.5348,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,826335567.2522844
2005,Defense,"Electronics, Comms, & Sensors",L,PID,1,0,1,1,1,1,33,33,2213,503190485.2002,2005-01-01,Large Vendor,Other Than Small,Large,726433312.0392821
2008,Defense,Land Vehicles,N,PDuns-2+,1,1,1,1,1,1,154,350,11139,576033240.0341,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,767861393.9613061
2000,Defense,Ordnance and Missiles,M,PID,1,1,1,1,1,1,7,7,158,63433035,2000-01-01,Medium Vendor,Other Than Small,Medium,102490660.79755957
2015,Defense,Ships & Submarines,B,PID,1,1,1,1,1,1,5,5,6568,8328278020.8606,2015-01-01,Big Five,Other Than Small,Large,9989332810.050264
2017,Defense,Ships & Submarines,M,PID,1,0,0,1,1,1,3,3,6,5076.04,2017-01-01,Medium Vendor,Other Than Small,Medium,5932.489257715192
2012,Defense,Space Systems,M,PDuns-2+,1,1,0,1,1,1,1,1,1,40903.3398,2012-01-01,Medium Vendor,Other Than Small,Medium,51509.57580031197
2013,Defense,Space Systems,M,PDuns-1,1,1,0,0,0,0,1,1,4,5734.18,2013-01-01,Medium Vendor,Other Than Small,Medium,7091.282402818204
2011,Defense,Ordnance and Missiles,M,PDuns-1,1,0,0,0,1,1,13,13,15,139789.8092,2011-01-01,Medium Vendor,Other Than Small,Medium,179264.0597199762
2015,Defense,Ordnance and Missiles,N,PID,1,1,0,1,1,1,1,1,4,1044946.8125,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1253358.911976506
2014,Defense,Ordnance and Missiles,M,PDuns-1,1,0,0,0,1,0,2,2,2,-79400.3,2014-01-01,Medium Vendor,Other Than Small,Medium,-96328.32159027996
2020,Defense,Ships & Submarines,M,PDuns-1,1,1,0,0,1,0,6,6,9,-332760.0609,2020-01-01,Medium Vendor,Other Than Small,Medium,-367776.6762507052
2002,Defense,Unlabeled,N,PDuns-2+,1,0,0,1,1,1,1,1,2,17000,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,26400.419287110813
2011,Defense,Other Services,N,PID,1,1,0,0,1,1,1,1,1,-45469.6016,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-58309.439173810155
2019,Defense,Missile Defense,M,PDuns-1,1,0,1,1,1,1,9,9,22,6018451.4141,2019-01-01,Medium Vendor,Other Than Small,Medium,6740515.712469443
2002,Defense,Other Products,N,PDuns-1,1,0,0,0,1,0,8,8,22,74120,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,115105.82809180314
2013,Defense,"Electronics, Comms, & Sensors",N,PID,1,0,0,1,1,1,25,25,421,6748686.5,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8345891.09856802
2003,Defense,Ships & Submarines,M,PDuns-1,1,1,0,0,1,1,19,19,25,900360,2003-01-01,Medium Vendor,Other Than Small,Medium,1372003.0839074517
2010,Defense,Ships & Submarines,S,PDuns-2+,1,1,0,0,1,1,1,1,1,0,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2009,Defense,Other Products,S,PDuns-2+,1,1,0,0,1,0,3,3,5,24350.1201,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,32132.564456455024
2004,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,0,0,41,41,57,60188,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,89528.40583493517
2010,Defense,Facilities and Construction,M,PDuns-1,1,0,0,0,0,0,110,110,147,109650.2898,2010-01-01,Medium Vendor,Other Than Small,Medium,143447.54819333315
2007,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,0,1,1,1,60,63,147,10649437.3438,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,14491934.780627111
2014,Defense,Facilities and Construction,S,PDuns-2+,1,0,0,0,1,1,108,114,290,2592942.0299,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3145753.274498465
2005,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,1,1,1,1,1,27,27,500,49753950.0781,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,71827524.17882347
2012,Defense,Aircraft,M,PDuns-2+,1,1,1,1,1,1,28,28,363,360121586.5016,2012-01-01,Medium Vendor,Other Than Small,Medium,453501113.7949369
2018,Defense,Land Vehicles,N,PDuns-2+,1,0,0,1,1,1,116,135,3708,39142556.8829,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,44697335.761292964
2012,Defense,Other Products,S,PDuns-1,1,0,0,0,1,1,1790,1790,5121,41919681.2228,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,52789454.55379981
2013,Defense,Ships & Submarines,N,PID,1,0,1,1,1,1,76,76,1631,392480894.5006,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,485368938.6476275
2003,Defense,Space Systems,B,PID,1,1,1,1,1,1,5,5,833,3722878793,2003-01-01,Big Five,Other Than Small,Large,5673065423.8411875
2000,Defense,Ordnance and Missiles,M,PDuns-1,1,1,0,1,1,1,18,18,24,2206037,2000-01-01,Medium Vendor,Other Than Small,Medium,3564360.271802633
2018,Defense,Other Products,M,PDuns-1,1,1,1,1,1,1,44,44,12114,435109705.5132,2018-01-01,Medium Vendor,Other Than Small,Medium,496856775.5679
2012,Defense,Space Systems,B,PID,1,1,1,1,1,1,5,5,1034,5286775383.1617,2012-01-01,Big Five,Other Than Small,Large,6657636238.745252
2011,Defense,Aircraft,N,PDuns-2+,1,0,1,1,1,1,203,374,6519,684832587.77,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,878217594.0775741
2013,Defense,Ships & Submarines,N,PDuns-2+,1,1,1,1,1,1,165,384,5709,350173246.8809,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,433048384.17075163
2018,Defense,Land Vehicles,M,PID,1,1,1,1,1,1,6,6,1046,566808057.6536,2018-01-01,Medium Vendor,Other Than Small,Medium,647244638.1298392
2008,Defense,Ordnance and Missiles,S,PDuns-2+,1,1,1,1,1,1,2,2,7,141888.4287,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,189139.5132720322
2015,Defense,Land Vehicles,M,PDuns-2+,1,1,0,1,1,1,42,45,197,7020696.2476,2015-01-01,Medium Vendor,Other Than Small,Medium,8420957.033360466
2003,Defense,Land Vehicles,S,PID,1,0,0,0,0,0,1,1,2,2400,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3657.212005617624
2007,Defense,Facilities and Construction,L,PID,1,0,0,1,1,1,4,4,10,229582,2007-01-01,Large Vendor,Other Than Small,Large,312419.0756183876
2010,Defense,Facilities and Construction,M,PID,1,0,0,0,1,0,2,2,2,9067,2010-01-01,Medium Vendor,Other Than Small,Medium,11861.70070176095
2005,Defense,Land Vehicles,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,4,4,0,0,2005-01-01,Medium Vendor,Other Than Small,Medium,0
2016,Defense,Missile Defense,M,PDuns-2+,1,0,1,1,1,1,9,10,30,6189382.5712,2016-01-01,Medium Vendor,Other Than Small,Medium,7362827.7689292375
2004,Defense,Space Systems,S,PID,1,0,0,0,0,0,1,1,1,-69976,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-104087.85350411084
2004,Defense,Other Products,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2004-01-01,Medium Vendor,Other Than Small,Medium,0
2009,Defense,Ships & Submarines,S,PDuns-1,1,1,0,0,1,1,11,11,18,146065.9201,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,192749.4637903104
2017,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,0,0,1,0,49,49,287,415598.8606,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,485720.3205704001
2016,Defense,Other Products,N,PDuns-1,1,1,0,0,1,0,10,10,36,58156.9098,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,69182.87979531591
2003,Defense,Facilities and Construction,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,2,2,0,0,2003-01-01,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Other Services,N,PID,1,0,0,1,1,1,10,10,25,194967.0198,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,245521.9679872944
2000,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,0,0,1,1,10,10,18,14233,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,22996.68579836461
2014,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,0,1,1,1,42,42,150,3346983.56,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4060555.2967061843
2002,Defense,Other Services,S,PDuns-2+,1,0,0,1,1,1,35,40,92,4588812,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,7126268.284101502
2013,Defense,Other Products,S,PDuns-2+,1,0,0,0,1,0,42,43,131,302925.8798,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,374619.0319773642
2001,Defense,Ships & Submarines,M,PDuns-2+,1,0,1,1,1,1,4,4,4,1357300,2001-01-01,Medium Vendor,Other Than Small,Medium,2141109.7218515323
2019,Defense,Facilities and Construction,S,PDuns-1,1,1,0,0,0,0,7,7,14,7447.3299,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8340.824034782081
2020,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,0,0,1,0,11,11,27,38488.8596,2020-01-01,Medium Vendor,Other Than Small,Medium,42539.07400450307
2018,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,0,0,0,1,1,21,21,39,497305.5807,2018-01-01,Medium Vendor,Other Than Small,Medium,567878.9605648732
2016,Defense,Aircraft,N,Duns,1,0,0,1,1,1,1,1,2,0,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2006,Defense,Land Vehicles,M,PDuns-1,1,0,0,0,1,0,37,37,44,4334.2798,2006-01-01,Medium Vendor,Other Than Small,Medium,6059.907349103245
2003,Defense,Facilities and Construction,N,Duns,1,0,1,1,1,1,1,1,1,47756,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,72772.42355844802
2008,Defense,Aircraft,M,PDuns-1,1,1,0,0,1,1,22,22,38,457645.1709,2008-01-01,Medium Vendor,Other Than Small,Medium,610048.2306301135
2016,Defense,Aircraft,M,PDuns-2+,1,1,0,1,1,1,16,16,138,4813469.0353,2016-01-01,Medium Vendor,Other Than Small,Medium,5726054.751066486
2009,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,1,0,1221,1221,1841,7196375.7789,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9496380.618195636
2007,Defense,Other Services,S,PDuns-2+,1,0,0,0,1,1,59,71,175,1096791.75,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1492532.797348545
2012,Defense,Ships & Submarines,N,PDuns-1,1,1,0,1,1,1,112,112,1383,17306200.2318,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21793697.947747502
2009,Defense,Other Services,S,PDuns-1,1,1,0,1,1,1,103,103,156,3091762.9477,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4079908.9200816564
2012,Defense,Space Systems,N,PDuns-1,1,0,1,1,1,1,84,84,501,117390853.7116,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,147830302.05081186
2013,Defense,Space Systems,N,PDuns-2+,1,1,1,1,1,1,15,18,147,59113627.5701,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,73103988.18219852
2006,Defense,Other R&D and Knowledge Based,N,PID,1,0,1,1,1,1,295,295,8510,2250951932.091,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3147134191.8803673
2007,Defense,Ships & Submarines,S,PDuns-1,1,0,0,1,1,1,905,905,4520,101909574.5751,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,138680275.82918468
2003,Defense,Ships & Submarines,L,PID,1,1,1,1,1,1,49,49,2879,1612167279.9302,2003-01-01,Large Vendor,Other Than Small,Large,2456682304.676932
2008,Defense,Facilities and Construction,N,PID,1,0,1,1,1,1,283,283,10471,2327878641.2088,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3103098943.2233534
2003,Defense,Land Vehicles,M,PDuns-1,1,0,0,1,1,1,63,63,146,11184721,2003-01-01,Medium Vendor,Other Than Small,Medium,17043706.63361815
2013,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,1,1,1,1,136,136,1406,343139857.33,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,424350409.647025
2016,Defense,Other Services,M,Duns,1,0,0,0,1,0,1,1,1,8560,2016-01-01,Medium Vendor,Other Than Small,Medium,10182.890615826775
2003,Defense,Ordnance and Missiles,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2003,Defense,Unlabeled,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,1,13300,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,20267.049864464334
2016,Defense,Ordnance and Missiles,M,PDuns-2+,1,1,0,0,1,1,5,4,10,31445.71,2016-01-01,Medium Vendor,Other Than Small,Medium,37407.50295175352
