Fiscal_Year,Customer,SubCustomer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,SubCustomer.sum,SubCustomer.platform,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2001,Defense,DLA,S,PID,1,0,1,1,1,22,22,128,186283823,2001-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,293858472.29718566
2001,Defense,MDA,M,PID,1,1,1,1,1,1,1,8,14268192,2001-01-01,Other DoD,MDA,Medium Vendor,Other Than Small,Medium,22507746.706287675
2001,Defense,MilitaryHealth,S,PDuns-1,1,0,1,1,1,1,1,2,837920,2001-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,1321799.6449818288
2001,Defense,Navy,M,Duns,1,0,1,1,1,6,6,41,18644687,2001-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,29411567.521239877
2001,Defense,Navy,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,2,2,0,0,2001-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,0
2001,Defense,Navy,M,PDuns-1,1,0,0,1,1,592,592,1592,110419590,2001-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,174184379.01116943
2001,Defense,Navy,M,PDuns-1,1,1,0,0,0,7,7,16,-461410,2001-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,-727863.7270754554
2001,Defense,Navy,M,PDuns-1,1,1,0,1,1,644,644,1827,145955361,2001-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,230241245.4088632
2001,Defense,Navy,M,PID,1,0,1,1,1,93,93,2221,771148525,2001-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,1216469169.5785527
2001,Defense,Navy,M,PID,1,1,1,1,1,25,25,1274,6114535349,2001-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,9645539733.550985
2001,Defense,Navy,N,PDuns-1,1,0,0,0,0,1,1,2,0,2001-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2001,Defense,Navy,N,PDuns-1,1,0,0,1,1,566,566,2875,159089590,2001-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,250960191.40527102
2001,Defense,Navy,N,PDuns-1,1,1,1,1,1,56,56,996,172995367,2001-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,272896236.7339378
2001,Defense,Navy,N,PDuns-2,1,0,0,1,1,83,90,366,22283138.6191,2001-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,35151141.77464108
2001,Defense,Navy,N,PDuns-2,1,0,1,1,1,81,97,1199,220065076,2001-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,347147626.65851057
2001,Defense,Navy,N,PDuns-3+,1,0,1,1,1,182,404,3164,754714916.5,2001-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1190545527.8453677
2001,Defense,Navy,N,PID,1,0,0,0,1,1,1,2,-22954,2001-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-36209.410266985986
2001,Defense,Navy,N,PID,1,1,0,1,1,13,13,88,4431187,2001-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6990096.194682183
2001,Defense,Navy,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,7,7,0,0,2001-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2001,Defense,Navy,S,PDuns-1,1,0,1,1,1,1446,1446,11254,2322004994.8999,2001-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,3662909797.957706
2001,Defense,Navy,S,PDuns-1,1,1,0,0,0,1,1,1,-24039,2001-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,-37920.97296366978
2001,Defense,Navy,S,PDuns-1,1,1,0,1,1,11,11,50,3022439,2001-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,4767828.428942182
2001,Defense,Navy,S,PDuns-3+,1,0,0,0,1,1,1,3,27529,2001-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,43426.36818157433
2001,Defense,Other DoD,NA,PID,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,6,6,117,103746195,2001-01-01,Other DoD,Other DoD,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,163657250.95380893
2001,Defense,Other DoD,B,PID,1,1,1,1,1,5,5,1060,695809334,2001-01-01,Other DoD,Other DoD,Big Five,Other Than Small,Large,1097623318.0449717
2001,Defense,Other DoD,L,PID,1,0,0,1,1,1,1,8,722338,2001-01-01,Other DoD,Other DoD,Large Vendor,Other Than Small,Large,1139471.6822093807
2001,Defense,Other DoD,M,PDuns-1,1,0,0,0,0,1,1,1,0,2001-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,0
2001,Defense,Other DoD,M,PDuns-1,1,0,0,1,1,94,94,182,16641429,2001-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,26251473.821116943
2001,Defense,Other DoD,M,PDuns-1,1,1,0,1,1,62,62,111,14328646,2001-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,22603111.50929719
2001,Defense,Other DoD,M,PDuns-2,1,0,1,1,1,10,10,29,5919420,2001-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,9337749.730879245
2001,Defense,Other DoD,M,PDuns-2,1,1,1,1,1,6,7,16,7250331,2001-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,11437231.408488575
2001,Defense,Other DoD,M,PID,1,0,0,0,1,2,2,5,47831,2001-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,75452.30907380878
2001,Defense,Other DoD,M,PID,1,0,1,1,1,23,23,282,405222867,2001-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,639229809.2170122
2001,Defense,Other DoD,M,PID,1,1,1,1,1,8,8,21,12018670,2001-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,18959177.175808854
2001,Defense,Other DoD,N,PDuns-2,1,0,1,1,1,23,25,111,28616469,2001-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,45141825.66931629
2001,Defense,Other DoD,N,PDuns-2,1,1,1,1,1,3,3,14,1241565,2001-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1958540.405076695
2001,Defense,Other DoD,N,PDuns-3+,1,0,0,1,1,17,21,51,5420916,2001-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8551371.066780021
2001,Defense,Other DoD,N,PID,1,1,1,1,1,51,51,653,195606116,2001-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,308564176.39521
2001,Defense,Other DoD,S,PDuns-1,1,0,1,1,1,215,215,691,217696024.0625,2001-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,343410501.38410366
2001,Defense,Other DoD,S,PDuns-1,1,1,1,1,1,9,9,43,10902659,2001-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,17198695.3355427
2001,Defense,Other DoD,S,PDuns-2,1,1,0,1,1,1,1,1,91360,2001-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,144118.3114921948
2001,Defense,Other DoD,S,PID,1,0,1,1,1,25,25,140,53155544.4004,2001-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,83851656.14529376
2001,Defense,Other DoD,S,PID,1,1,1,1,1,2,2,8,1954438,2001-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,3083081.266157862
2002,Defense,Uncategorized,S,PDuns-1,1,0,1,1,1,1,1,0,0,2002-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,Air Force,NA,PID,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,20,20,346,156850694,2002-01-01,Air Force,Air Force,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,243583769.82790095
2002,Defense,Air Force,L,PID,1,0,0,0,0,1,1,2,-1269371,2002-01-01,Air Force,Air Force,Large Vendor,Other Than Small,Large,-1971289.8018175964
2002,Defense,Air Force,L,PID,1,0,1,1,1,39,39,1101,1002181906.54,2002-01-01,Air Force,Air Force,Large Vendor,Other Than Small,Large,1556354266.7418883
2002,Defense,Air Force,M,Duns,Unlabeled,Unlabeled,0,0,0,1,1,0,0,2002-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2002,Defense,Air Force,M,Duns,1,0,0,0,1,1,1,0,0,2002-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2002,Defense,Air Force,M,PDuns-1,1,1,0,0,1,79,79,90,2353629,2002-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,3655105.4380178433
2002,Defense,Air Force,M,PDuns-2,1,0,0,0,1,7,7,8,201802,2002-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,313391.61252809037
2002,Defense,Air Force,M,PDuns-2,1,1,0,0,1,7,7,7,200978,2002-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,312111.9686755857
2002,Defense,Air Force,N,Name,1,1,1,1,1,1,1,60,3025788,2002-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4698945.404347556
2002,Defense,Air Force,N,PDuns-1,1,1,1,1,1,45,45,278,69911364,2002-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,108569960.1490485
2002,Defense,Air Force,N,PDuns-2,1,0,0,0,1,4,4,5,48317,2002-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,75034.65051149018
2002,Defense,Air Force,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,16,16,0,0,2002-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,Air Force,S,PDuns-1,1,0,1,1,1,1378,1378,8168,1924753731.38,2002-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,2989076796.0507684
2002,Defense,Air Force,S,PDuns-1,1,1,0,1,1,14,14,66,5487289,2002-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,8521572.373503
2002,Defense,Air Force,S,PDuns-2,1,0,0,0,1,15,15,17,-49036,2002-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,-76151.23295075093
2002,Defense,Air Force,S,PDuns-2,1,1,1,1,1,2,2,9,545723,2002-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,847489.1773305867
2002,Defense,Air Force,S,PID,1,0,1,1,1,101,101,1046,318498880,2002-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,494617880.8514819
2002,Defense,Air Force,U,Duns,Unlabeled,Unlabeled,1,1,1,1,1,10,4520023,2002-01-01,Air Force,Air Force,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,7019441.3169049695
2002,Defense,Army,L,PID,1,0,0,1,1,8,8,44,809731.5801,2002-01-01,Army,Army,Large Vendor,Other Than Small,Large,1257485.4838032208
2002,Defense,Army,L,PID,1,1,0,1,1,3,3,5,130834,2002-01-01,Army,Army,Large Vendor,Other Than Small,Large,203180.73276528565
2002,Defense,Army,M,Duns,1,0,1,1,1,8,8,104,49855927.25,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,77424551.96162903
2002,Defense,Army,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,15,15,4,15370,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,23869.08496722901
2002,Defense,Army,M,PDuns-1,1,0,0,1,1,882,882,2841,156288024,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,242709962.5384728
2002,Defense,Army,M,PDuns-1,1,0,1,1,1,609,609,4476,2542178817.2633,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,3947916863.4448576
2002,Defense,Army,M,PDuns-1,1,1,0,0,0,21,21,36,-3238290,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,-5028953.751368122
2002,Defense,Army,M,PDuns-1,1,1,0,1,1,988,988,2754,201350624.5601,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,312690641.8887219
2002,Defense,Army,M,PDuns-1,1,1,1,1,1,287,287,2350,942703876.8203,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,1463986918.3318107
2002,Defense,Army,M,PDuns-2,1,1,1,1,1,25,27,316,332933517,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,517034379.03131974
2002,Defense,Army,M,PID,1,0,0,1,1,39,39,129,6206389.2402,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,9638310.482370183
2002,Defense,Army,M,PID,1,1,0,1,1,7,7,25,1302817.75,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,2023231.4620406067
2002,Defense,Army,M,PID,1,1,1,1,1,27,27,1191,896439251,2002-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,1392139534.8131511
2002,Defense,Army,N,PDuns-1,1,0,0,0,1,231,231,848,5765043,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8952914.84754254
2002,Defense,Army,N,PDuns-1,1,1,0,0,1,6,6,29,186083,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,288980.5424825554
2002,Defense,Army,N,PDuns-2,1,0,0,0,0,1,1,2,53600,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,83238.96904641997
2002,Defense,Army,N,PDuns-2,1,0,0,1,1,170,187,864,25135637,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,39034785.63815389
2002,Defense,Army,N,PDuns-2,1,0,1,1,1,137,163,1651,492045691.5625,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,764130150.9215531
2002,Defense,Army,N,PDuns-3+,1,0,0,1,1,161,356,1467,39843379,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,61875406.55383917
2002,Defense,Army,N,PDuns-3+,1,0,1,1,1,310,825,6100,975854686.9674,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1515468994.0724487
2002,Defense,Army,N,PDuns-3+,1,1,0,1,1,16,39,224,5733473,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8903887.715960534
2002,Defense,Army,N,PDuns-3+,1,1,1,1,1,93,382,4056,706704023,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1097487207.0051765
2002,Defense,Army,N,PID,1,0,0,0,1,5,5,12,73612,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,114316.92144487065
2002,Defense,Army,N,PID,1,1,0,1,1,13,13,242,7750677,2002-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,12036536.621115657
2002,Defense,Army,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,1,0,0,2002-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,Army,S,PDuns-2,1,0,1,1,1,100,112,627,276259875,2002-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,429022148.95322484
2002,Defense,Army,S,PDuns-2,1,1,0,1,1,2,2,3,155656,2002-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,241728.45085614827
2002,Defense,Army,S,PDuns-3+,1,0,0,1,1,33,48,153,4865560,2002-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,7556048.474505582
2002,Defense,Army,S,PID,1,0,1,1,1,136,136,1770,449211281.7109,2002-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,697609775.6275419
2002,Defense,DLA,NA,PID,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,10,10,136,37502560,2002-01-01,Other DoD,DLA,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,58240194.60823709
2002,Defense,DLA,M,Duns,1,0,1,1,1,3,3,3,2716210,2002-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,4218181.345402544
2002,Defense,DLA,M,PDuns-1,1,0,1,1,1,118,118,1853,746715588,2002-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,1159623800.6718524
2002,Defense,DLA,M,PDuns-1,1,1,1,1,1,38,38,113,480481432,2002-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,746171250.8512602
2002,Defense,DLA,M,PDuns-2,1,0,1,1,1,26,29,140,140440577,2002-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,218099418.6896336
2002,Defense,DLA,M,PDuns-2,1,1,1,1,1,14,14,299,246144966,2002-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,382254723.98891973
2002,Defense,DLA,M,PDuns-3+,1,0,0,1,1,11,14,45,2349077,2002-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,3648036.3375122594
2002,Defense,DLA,M,PDuns-3+,1,1,0,1,1,5,6,14,1825872,2002-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,2835516.8449762114
2002,Defense,DLA,M,PID,1,0,0,1,1,9,9,66,5294155,2002-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,8221641.868879655
2002,Defense,DLA,N,PDuns-1,1,0,0,0,1,9,9,15,406780,2002-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,631715.4445653491
2002,Defense,DLA,N,PDuns-1,1,1,0,0,1,1,1,1,25004,2002-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,38830.35787381875
2002,Defense,DLA,N,PDuns-2,1,1,1,1,1,16,20,315,28310734,2002-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,43965602.81916846
2002,Defense,DLA,N,PDuns-3+,1,0,1,1,1,146,383,4289,515524293,2002-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,800591616.9347862
2002,Defense,DLA,N,PDuns-3+,1,1,1,1,1,60,177,2558,272199325,2002-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,422716253.5099144
2002,Defense,DLA,N,PID,1,0,1,1,1,127,127,2552,789218815,2002-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1225629860.3103964
2002,Defense,DLA,N,PID,1,1,1,1,1,51,51,1534,271573645.5,2002-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,421744594.6193644
2002,Defense,DLA,S,Duns,1,0,0,1,1,1,1,2,52400,2002-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,81375.41003791803
2002,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,37,37,0,0,2002-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,4,4,0,0,2002-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,DLA,S,PDuns-1,1,0,0,0,0,13,13,21,-958531,2002-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,-1488565.8999819774
2002,Defense,DLA,S,PDuns-1,1,0,0,1,1,2251,2251,9986,570350668,2002-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,885735104.4637492
2002,Defense,DLA,S,PDuns-1,1,1,0,1,1,3,3,14,2145843,2002-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,3332420.87790069
2002,Defense,DLA,S,PDuns-2,1,0,0,0,1,7,7,7,206020,2002-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,319942.0224429747
2002,Defense,DLA,S,PDuns-3+,1,0,0,0,1,1,2,1,28262,2002-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,43889.92058190152
2002,Defense,DLA,S,PID,1,0,0,0,1,2,2,2,53570,2002-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,83192.38007120743
2002,Defense,MDA,N,PDuns-3+,1,0,1,1,1,7,7,27,11751765,2002-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,18250089.609623164
2002,Defense,MDA,N,PDuns-3+,1,1,1,1,1,1,1,1,2988047,2002-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4640334.920564329
2002,Defense,MDA,S,PDuns-1,1,0,0,1,1,7,7,9,644649,2002-01-01,Other DoD,MDA,Always Small Vendor,Always Small Vendor,Always Small Vendor,1001117.8760598057
2002,Defense,MilitaryHealth,N,PDuns-3+,1,1,1,1,1,1,1,1,32136,2002-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,49906.11024768194
2002,Defense,Navy,NA,PID,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,28,28,780,166257540,2002-01-01,Navy,Navy,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,258192280.33197632
2002,Defense,Navy,M,Duns,1,0,0,1,1,1,1,2,3544,2002-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,5503.710938442396
2002,Defense,Navy,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,1,0,0,2002-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,0
2002,Defense,Navy,M,PDuns-2,1,1,0,1,1,49,49,100,9589982,2002-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,14892914.456226207
2002,Defense,Navy,M,PDuns-2,1,1,1,1,1,32,33,488,161577598,2002-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,250924490.2708375
2002,Defense,Navy,M,PID,1,0,0,1,1,26,26,122,7995912,2002-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,12417378.198990636
2002,Defense,Navy,M,PID,1,1,0,1,1,5,5,26,1785139,2002-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,2772259.8873984534
2002,Defense,Navy,N,Duns,1,0,1,1,1,7,7,17,3292985,2002-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5113893.2180098
2002,Defense,Navy,N,Duns,1,1,1,1,1,2,2,4,22841,2002-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,35471.292760994
2002,Defense,Navy,N,PDuns-1,1,0,0,0,1,47,47,1154,1747542,2002-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2713873.0306962472
2002,Defense,Navy,N,PDuns-1,1,0,1,1,1,618,618,10896,1706880107.2695,2002-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2650726500.2790284
2002,Defense,Navy,N,PDuns-1,1,1,0,0,0,1,1,2,-4026,2002-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-6252.240473524008
2002,Defense,Navy,N,PDuns-3+,1,0,0,1,1,102,158,1016,27088101.5,2002-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,42066896.31128325
2002,Defense,Navy,N,PDuns-3+,1,1,0,1,1,16,27,174,7692118,2002-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,11945596.494466603
2002,Defense,Navy,N,PID,1,0,0,1,1,63,63,587,19777305,2002-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,30713479.080533713
2002,Defense,Navy,S,Duns,Unlabeled,Unlabeled,1,1,1,2,2,0,0,2002-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,Navy,S,Duns,1,0,0,0,0,1,1,2,-250,2002-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,-388.24146010457076
2002,Defense,Navy,S,Duns,1,0,0,1,1,7,7,281,571068,2002-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,886849.0965559881
2002,Defense,Navy,S,Duns,1,0,1,1,1,7,7,55,2591934,2002-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,4025184.962618722
2002,Defense,Navy,S,PDuns-1,1,0,1,1,1,1707,1707,16419,2848783798.1982,2002-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,4424063925.338857
2002,Defense,Navy,S,PDuns-2,1,0,0,0,0,2,2,3,156,2002-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,242.26267110525217
