Fiscal_Year,Customer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2006,HHS,S,PDuns-2+,1,0,1,1,1,1,25,26,103,21527644.5079,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,30098548.589849994
2012,State and IAP,S,PID,1,0,1,1,1,1,4,4,19,3135347.3126,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3948342.8700038358
2014,HHS,M,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2014-01-01,Medium Vendor,Other Than Small,Medium,0
2015,Defense,L,PID,1,1,0,1,1,1,2,2,10,-52387.3301,2015-01-01,Large Vendor,Other Than Small,Large,-62835.85563403024
2016,HHS,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,2,2,0,0,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2019,State and IAP,M,Duns,1,1,0,0,1,0,27,27,34,137006.4793,2019-01-01,Medium Vendor,Other Than Small,Medium,153443.84508417087
2001,State and IAP,S,PDuns-2+,1,0,1,1,1,1,13,13,120,18673163.4258,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,29456488.431962606
2011,Other Agencies,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,335,335,0,14379812.9684,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,18440426.133218773
2015,State and IAP,N,PDuns-2+,1,1,0,1,1,1,41,49,176,3722186.1993,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4464567.18095268
2018,HHS,S,PDuns-2+,1,0,1,1,1,1,69,78,676,256894070.0537,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,293350292.3333972
2001,GSA,M,PID,1,0,0,0,1,1,4,4,4,-826675,2001-01-01,Medium Vendor,Other Than Small,Medium,-1304060.9145447696
2008,VA,M,PDuns-1,1,0,0,0,1,0,386,386,1662,3310612.802,2008-01-01,Medium Vendor,Other Than Small,Medium,4413099.078899299
2006,Other Agencies,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,534,534,269,28860235.3855,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,40350498.94781619
2018,GSA,M,PDuns-1,1,0,0,0,0,0,67,67,86,188557.5907,2018-01-01,Medium Vendor,Other Than Small,Medium,215316.080834266
2019,NASA,M,PDuns-2+,1,0,0,0,0,0,1,1,1,2701.2,2019-01-01,Medium Vendor,Other Than Small,Medium,3025.276734786968
2006,DHS,N,Name,Unlabeled,Unlabeled,0,0,0,0,1,1,2,-187.16,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-261.6749060497117
2009,HHS,L,PID,1,1,1,1,1,1,79,79,6690,4645044472.1643,2009-01-01,Large Vendor,Other Than Small,Large,6129628531.27445
2013,Other Agencies,S,PDuns-1,1,1,0,1,1,1,115,115,483,10720834.9724,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,13258123.809036009
2014,GSA,S,PDuns-2+,1,0,0,0,1,1,10,10,28,249770.44,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,303021.1128681595
2018,Other Agencies,L,PID,1,0,0,0,1,1,1,1,19,94369.7891,2018-01-01,Large Vendor,Other Than Small,Large,107761.94722649388
2013,Defense,S,PDuns-2+,1,0,0,0,1,1,327,359,1070,8371783.5616,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10353124.849686753
2010,State and IAP,N,PID,1,0,0,1,1,1,11,11,33,1331487.5189,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1741888.875848911
2019,HHS,S,PDuns-1,1,0,1,1,1,1,1418,1418,8104,3120545903.0076,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3494933703.6145725
2014,VA,S,PID,1,0,0,1,1,1,8,8,32,1073826.5363,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1302764.6988850525
2015,State and IAP,M,PDuns-1,1,0,0,0,1,0,96,96,168,607138.8903,2015-01-01,Medium Vendor,Other Than Small,Medium,728231.2648473018
2008,Defense,M,PID,1,0,0,0,0,1,1,1,1,1499990,2008-01-01,Medium Vendor,Other Than Small,Medium,1999510.3273204097
2009,State and IAP,S,PID,1,0,1,1,1,1,11,11,35,7440580.8974,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9818635.156512985
2013,VA,N,PDuns-2+,1,1,0,0,1,1,10,12,23,182158.03,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,225269.18106355754
2002,VA,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,5,6,0,0,2002-01-01,Medium Vendor,Other Than Small,Medium,0
2002,State and IAP,M,PDuns-2+,1,1,0,1,1,1,5,5,5,369000,2002-01-01,Medium Vendor,Other Than Small,Medium,573044.3951143464
2005,HHS,M,PDuns-2+,1,0,0,0,1,1,19,22,44,375843.9277,2005-01-01,Medium Vendor,Other Than Small,Medium,542588.8549946194
2006,Defense,S,PDuns-1,1,0,0,0,0,0,2976,2976,5575,1531667.5023,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2141477.611475471
2013,State and IAP,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,12,12,0,3,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3.710006872552764
2019,Other Agencies,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,3,3,NA,0,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2005,HHS,N,PDuns-2+,1,1,1,1,1,1,140,328,5173,181586609.3611,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,262148363.17440513
2007,Other Agencies,S,PID,1,0,1,1,1,1,94,94,19748,537876563.8511,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,731951541.8245127
2016,Other Agencies,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,361,361,0,-1048.8801,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-1247.7373046048422
2020,NASA,M,PDuns-1,1,1,0,1,1,1,24,24,60,2123323.4082,2020-01-01,Medium Vendor,Other Than Small,Medium,2346762.4797309786
2005,Defense,S,PDuns-1,1,1,0,0,0,0,3,3,46,8218.52,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11864.70507542639
2001,GSA,N,PDuns-2+,1,0,0,0,1,0,1,1,3,3000,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4732.431419402194
2015,Defense,L,PID,1,0,1,1,1,1,99,99,475679,20860663946.7557,2015-01-01,Large Vendor,Other Than Small,Large,25021272618.517365
2003,State and IAP,S,PID,1,1,1,1,1,1,4,4,60,83576718.8262,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,127357408.1172113
2011,GSA,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,22,22,0,0,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2020,DHS,M,Duns,1,0,0,0,1,0,3,3,3,15720.6299,2020-01-01,Medium Vendor,Other Than Small,Medium,17374.92473571505
2012,Defense,U,Name,1,1,1,1,1,1,2,1,5,4209114.8604,2012-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,5300538.342690377
2018,Energy,M,PDuns-2+,1,0,0,0,1,1,3,4,4,31920.3896,2018-01-01,Medium Vendor,Other Than Small,Medium,36450.25990128364
2004,NASA,U,Name,1,0,1,1,1,1,1,1,1,6713,2004-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,9985.448733467132
2014,State and IAP,M,Duns,1,0,0,0,1,0,1,1,1,6000,2014-01-01,Medium Vendor,Other Than Small,Medium,7279.190752952819
2010,DHS,N,PID,1,1,1,1,1,1,192,192,7998,1726527354.829,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2258690938.1696954
2015,VA,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,9,9,0,0,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2001,GSA,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,8,8,0,0,2001-01-01,Medium Vendor,Other Than Small,Medium,0
2001,HHS,M,PID,1,0,0,1,1,1,11,11,16,1240000,2001-01-01,Medium Vendor,Other Than Small,Medium,1956071.6533529067
2018,Other Agencies,M,PDuns-1,1,1,0,1,1,1,234,234,832,27534463.5942,2018-01-01,Medium Vendor,Other Than Small,Medium,31441920.566377506
2019,Other Agencies,U,Duns,1,1,1,1,1,1,1,1,437,6624441.0124,2019-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,7419208.972228029
2001,Other Agencies,M,PDuns-1,1,1,0,0,1,1,36,36,50,1077401,2001-01-01,Medium Vendor,Other Than Small,Medium,1699575.4478984477
2003,State and IAP,N,Name,1,1,0,0,1,1,1,1,5,18345,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,27954.814267939713
2014,State and IAP,N,PDuns-2+,1,1,0,1,1,1,51,62,281,5702568.8803,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6918347.776926045
2014,Defense,M,Duns,1,0,0,1,1,1,4,4,20,12545.2,2014-01-01,Medium Vendor,Other Than Small,Medium,15219.817305657285
2009,Defense,N,PDuns-2+,1,0,0,1,1,1,802,1560,20085,317674752.7065,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,419205508.0471665
2020,State and IAP,M,PDuns-2+,1,0,0,0,0,0,7,7,10,11545.02,2020-01-01,Medium Vendor,Other Than Small,Medium,12759.911965889165
2000,GSA,M,PDuns-1,1,0,0,0,1,0,24,24,29,156550,2000-01-01,Medium Vendor,Other Than Small,Medium,252942.53929136373
2007,GSA,M,PDuns-2+,1,0,0,0,0,0,21,21,307,238242.8588,2007-01-01,Medium Vendor,Other Than Small,Medium,324204.91902230156
2018,Other Agencies,S,PDuns-1,1,0,0,0,0,0,2488,2488,7522,4087397.36,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4667446.041818381
2014,DHS,U,Name,1,0,0,0,1,1,1,1,1,-19443.85,2014-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,-23589.24885363361
2009,NASA,M,PDuns-2+,1,0,0,0,1,1,8,8,11,133248.4805,2009-01-01,Medium Vendor,Other Than Small,Medium,175835.4936570083
2004,NASA,N,PID,1,0,0,1,1,1,32,32,145,2304313.73,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3427619.0401816512
2003,DHS,N,PDuns-2+,1,0,1,1,1,1,99,106,692,47075352.7143,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,71735227.1314259
2012,VA,N,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,2,6,0,0,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2004,HHS,S,PDuns-2+,1,1,0,0,1,1,1,2,2,13608,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,20241.618704755063
2016,State and IAP,M,PDuns-2+,1,0,0,1,1,1,18,18,29,443973.7738,2016-01-01,Medium Vendor,Other Than Small,Medium,528146.772768834
2017,DHS,S,PDuns-2+,1,1,0,1,1,1,7,9,43,127943.9691,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,149531.17435544136
2015,Other Agencies,M,PID,1,1,0,0,1,1,1,1,6,21616.2898,2015-01-01,Medium Vendor,Other Than Small,Medium,25927.60620981065
2014,Defense,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,31,30,0,0,2014-01-01,Medium Vendor,Other Than Small,Medium,0
2008,Energy,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,2,2,0,31000,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,41323.48892121461
2014,GSA,B,PID,1,1,1,1,1,1,5,5,547,648710496.0348,2014-01-01,Big Five,Other Than Small,Large,787014574.0133255
2009,Other Agencies,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,0,203221.2969,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,268172.041646876
2017,HHS,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,4,4,0,11956,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,13973.262930402998
2004,HHS,L,PID,1,0,0,1,1,1,1,1,17,100635.13,2004-01-01,Large Vendor,Other Than Small,Large,149692.6756145986
2020,Defense,M,PID,1,1,0,1,1,1,10,10,11227,40927649.6154,2020-01-01,Medium Vendor,Other Than Small,Medium,45234499.90240481
2011,State and IAP,M,PDuns-2+,1,0,0,0,0,0,1,1,0,0,2011-01-01,Medium Vendor,Other Than Small,Medium,0
2001,Other Agencies,M,PDuns-1,1,0,0,0,1,1,460,460,1006,12103786.6892,2001-01-01,Medium Vendor,Other Than Small,Medium,19093446.80723738
2005,State and IAP,S,PDuns-2+,1,0,0,0,1,1,5,5,7,83778.9307,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,120947.8475796233
2010,Defense,L,PID,1,1,1,1,1,1,155,155,308965,99974335913.8578,2010-01-01,Large Vendor,Other Than Small,Large,130789197139.90207
2011,Defense,L,PID,1,0,0,0,1,1,1,1,2,3723.3701,2011-01-01,Large Vendor,Other Than Small,Large,4774.786114852025
2013,DHS,S,Duns,1,0,0,0,1,0,2,2,2,-3290,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-4068.640870232865
2017,Energy,M,PDuns-2+,1,1,1,1,1,1,10,11,25,-3032534.9809,2017-01-01,Medium Vendor,Other Than Small,Medium,-3544196.105199091
2010,NASA,M,PDuns-1,1,1,0,1,1,1,15,15,21,1385033.3995,2010-01-01,Medium Vendor,Other Than Small,Medium,1811939.080932117
2010,DHS,M,PID,1,1,0,0,1,1,1,1,2,-216000,2010-01-01,Medium Vendor,Other Than Small,Medium,-282577.1866747949
2014,Defense,N,Duns,1,1,0,0,1,0,1,1,3,13515,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,16396.377171026223
2017,Defense,M,PDuns-2+,1,1,0,0,1,0,37,39,114,284267.4802,2017-01-01,Medium Vendor,Other Than Small,Medium,332230.19767461764
2013,Energy,M,PDuns-2+,1,0,0,0,1,1,6,6,8,9828.92,2013-01-01,Medium Vendor,Other Than Small,Medium,12155.120249923772
2015,VA,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,221,221,0,12710,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,15244.978577530608
2008,GSA,N,PDuns-1,1,0,0,0,1,0,80,80,856,757488.4617,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1009744.0662905757
2014,Defense,S,PDuns-1,1,1,0,0,0,0,6,6,8,158667.03,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,192494.5962624146
2017,Defense,S,PDuns-1,1,1,0,0,1,1,86,86,493,2337592.2393,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2731999.915005723
2000,Other Agencies,N,PID,1,0,0,0,1,1,1,1,1,18000,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,29083.14089584508
2012,NASA,L,PID,1,0,0,1,1,1,1,1,3,107232,2012-01-01,Large Vendor,Other Than Small,Large,135037.25757423489
2007,Energy,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,2,2,0,0,2007-01-01,Medium Vendor,Other Than Small,Medium,0
2016,Energy,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2016-01-01,Medium Vendor,Other Than Small,Medium,0
2000,VA,M,PDuns-1,1,1,0,1,1,1,6,6,16,785000,2000-01-01,Medium Vendor,Other Than Small,Medium,1268348.0890687993
2004,VA,S,PDuns-1,1,0,0,0,1,0,120,120,220,750365.597,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1116153.3144944075
2012,HHS,M,PDuns-1,1,1,0,1,1,1,73,73,162,4777457.1876,2012-01-01,Medium Vendor,Other Than Small,Medium,6016251.835196778
2005,State and IAP,S,PID,Unlabeled,Unlabeled,0,0,1,1,1,1,1,15550,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,22448.830680326915
2005,VA,M,PDuns-1,1,0,1,1,1,1,252,252,990,363785820.1503,2005-01-01,Medium Vendor,Other Than Small,Medium,525181111.2834691
2006,Other Agencies,M,PID,1,1,0,0,1,1,2,2,2,6210.99,2006-01-01,Medium Vendor,Other Than Small,Medium,8683.80115797018
2005,State and IAP,N,PID,1,1,0,0,1,1,2,2,9,72666,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,104904.61287566788
2013,Other Agencies,N,PDuns-1,1,0,0,1,1,1,1771,1771,19914,287285561.6448,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,355277136.0291296
2018,GSA,N,PDuns-1,1,0,0,0,1,1,80,80,308,2265198.5512,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2586656.270613037
2012,State and IAP,S,PDuns-1,1,1,0,0,1,1,36,36,87,586051.1204,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,738014.1757789069
2010,HHS,S,Duns,1,0,0,0,0,0,4,4,9,-45681.7796,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-59762.170192898324
2019,Other Agencies,S,PDuns-2+,1,0,0,0,0,0,30,30,110,72568.9392,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,81275.40479413964
2012,Energy,N,PDuns-2+,1,1,1,1,1,1,100,144,652,144479100.2728,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,181942530.9388224
2010,NASA,M,PDuns-2+,1,1,0,0,1,0,4,4,7,18115.37,2010-01-01,Medium Vendor,Other Than Small,Medium,23699.0291211712
2018,HHS,N,PDuns-2+,1,0,0,0,1,1,64,69,306,2264505.5473,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2585864.921491546
2016,HHS,M,PDuns-1,1,1,0,0,1,0,16,16,21,130749.1499,2016-01-01,Medium Vendor,Other Than Small,Medium,155537.88452617268
2001,GSA,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,46,46,0,1050900,2001-01-01,Medium Vendor,Other Than Small,Medium,1657770.7262165884
2003,Energy,N,PID,1,0,1,1,1,1,71,71,682,621855710.653,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,947607571.1508462
2012,Other Agencies,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,5,5,0,19116.8695,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,24073.873756756704
2002,Defense,M,PDuns-1,1,1,0,0,1,0,86,86,395,616661.57,2002-01-01,Medium Vendor,Other Than Small,Medium,957654.3533087078
2002,Defense,S,PDuns-1,1,1,0,1,1,1,25,25,361,21310497,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,33094473.883336302
2007,Energy,S,PDuns-1,1,1,0,0,1,1,2,2,2,33750,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,45927.57185720388
2017,HHS,M,PDuns-2+,1,0,0,0,0,0,3,3,5,-20000,2017-01-01,Medium Vendor,Other Than Small,Medium,-23374.47796989461
2003,VA,S,PID,1,1,1,1,1,1,1,1,1,60850,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,92725.5627257635
2018,GSA,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,30,30,0,0,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2007,State and IAP,S,PDuns-1,1,0,0,0,1,0,416,416,899,4246961.7525,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5779337.512970082
2004,NASA,M,PDuns-1,1,0,0,0,1,0,65,65,84,309490.5093,2004-01-01,Medium Vendor,Other Than Small,Medium,460360.7350081607
2004,NASA,B,PID,1,1,1,1,1,1,5,5,1474,3127125979.5186,2004-01-01,Big Five,Other Than Small,Large,4651535252.729953
2010,VA,M,PID,1,0,0,0,1,0,4,4,4,23398.5,2010-01-01,Medium Vendor,Other Than Small,Medium,30610.56621486198
2004,GSA,B,PID,1,1,1,1,1,1,5,5,4070,1203008695.0954,2004-01-01,Big Five,Other Than Small,Large,1789450566.1835709
2020,Other Agencies,N,PDuns-1,1,0,1,1,1,1,1146,1146,30619,5339629091.2794,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5901522659.57321
2002,Defense,S,PID,1,0,0,0,1,1,14,14,32,372415,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,578347.7734593749
2007,Other Agencies,S,PID,1,1,1,1,1,1,7,7,101,4913652.7496,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6686581.918180782
2020,NASA,M,PDuns-1,1,1,1,1,1,1,10,10,119,60638916.5,2020-01-01,Medium Vendor,Other Than Small,Medium,67019999.64026947
2007,Other Agencies,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,738,738,55,47187071.7001,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,64212966.70332961
2020,Defense,N,PDuns-2+,1,0,1,1,1,1,623,1472,113060,7692260760.6257,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8501723697.685023
2019,VA,S,PID,1,0,0,1,1,1,3,3,11,612113.4208,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,685551.7884633146
2017,Defense,S,Duns,1,0,0,1,1,1,7,7,8,-71148.6389,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-83153.11462780184
2004,GSA,S,PDuns-1,1,0,0,1,1,1,2628,2628,113363,543494946.5249,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,808437498.200931
2009,GSA,S,PDuns-2+,1,0,0,0,1,0,18,18,309,229782.7197,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,303222.6544024227
2015,HHS,S,PDuns-2+,1,0,0,0,1,0,25,25,34,159374.9402,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,191161.88427570587
2016,VA,S,PDuns-1,1,1,1,1,1,1,77,77,671,46353294.0917,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,55141416.28726993
2003,Defense,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,14,14,0,0,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2014,Defense,S,PDuns-2+,1,0,0,1,1,1,423,503,4736,74064627.5758,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,89855092.02844295
2020,DHS,L,PID,1,0,0,0,1,1,1,1,3,2824.1802,2020-01-01,Large Vendor,Other Than Small,Large,3121.371009128373
2016,Other Agencies,N,Duns,1,0,0,1,1,1,1,1,3,119439.9122,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,142084.52816548527
2000,State and IAP,N,PDuns-2+,1,1,0,1,1,1,4,4,10,661000,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1067997.5628974221
2001,Defense,S,PDuns-2+,1,1,0,1,1,1,8,8,28,1336911,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2108946.540448135
2020,VA,N,PDuns-1,1,0,0,0,0,0,5,5,13,-36128.7002,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-39930.55308643919
2012,DHS,N,PDuns-2+,1,0,0,0,1,0,10,11,38,73153.23,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,92121.86252142314
2009,NASA,S,PID,1,0,1,1,1,1,18,18,212,19308026.9375,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,25478988.093212266
2007,Defense,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,4,4,0,0,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2002,VA,M,PDuns-1,1,0,0,0,0,0,90,90,143,193000,2002-01-01,Medium Vendor,Other Than Small,Medium,299722.40720072866
2019,Other Agencies,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,3,3,NA,30533,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,34196.199668018104
2016,Defense,M,PDuns-2+,1,0,0,0,1,1,191,203,2148,5776582.7356,2016-01-01,Medium Vendor,Other Than Small,Medium,6871765.202089743
2014,State and IAP,N,PID,1,0,0,1,1,1,6,6,12,799148.59,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,969525.8377605472
2010,NASA,N,PDuns-1,1,0,0,1,1,1,206,206,660,12342776.3384,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,16147162.099357862
2000,Defense,L,PID,1,0,0,0,0,0,1,1,1,874414,2000-01-01,Large Vendor,Other Than Small,Large,1412816.97573886
2005,Defense,M,PID,1,1,1,1,1,1,69,69,17567,3462688318.5209,2005-01-01,Medium Vendor,Other Than Small,Medium,4998926286.895279
2014,DHS,N,PDuns-2+,1,0,0,0,0,0,1,1,3,2038.8,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2473.469017853368
2012,Other Agencies,S,PID,1,0,0,1,1,1,31,31,174,4088810.4262,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5149038.968731224
2018,GSA,N,PID,1,0,0,0,1,1,1,1,2,2811.4402,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3210.4158900026982
2008,Other Agencies,N,PDuns-2+,1,1,0,0,1,1,35,44,147,1098443.2193,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1464242.135591189
