"Fiscal_Year","Contracting_Agency_ID","ProductOrServiceCode","PlatformPortfolio","ProjectID","majorprogramcode...6","Vehicle","CompetitionClassification","ClassifyNumberOfOffers","informationtechnologycommercialitemcategory","commercialitemacquisitionprocedures","commercialitemtestprogram","PricingUCA","VendorSize","fundedbyforeignentity","PlaceISOalpha3","pop_state_code","placeofperformancezipcode","VendorISOalpha3","VendorStateCode","OriginISOalpha3","PlaceOfManufacture","IsSiliconValley","majorprogramcode...24","IsZipTraditionalSiliconValley","EntityText","EntityID","Action_Obligation_Then_Year","NumberOfActions","ContractingAgencyName","PricingUCA.sum","Action_Obligation_OMB23_GDP21","dFYear","ContractingAgencyName.1","ContractingAgencyName.2","Customer","SubCustomer","SubCustomer.sum","SubCustomer.platform","Competition.detail","Competition.sum","Competition.Graph","Competition.effective.only","Competition.multisum","No.Competition.sum","No.Competition.Offer","CompOffr","Vehicle.sum","Vehicle.sum7","Vehicle.AwardTask","informationtechnologycommercialitemcategoryText","Commercial","ITcategory","ProductOrServiceCodeText","SimpleArea","ProductOrServiceArea","ProductServiceOrRnDarea","CrisisProductOrServiceArea","ProjectName","IsUnknown","SubCustomer.JPO","Shiny.VendorSize","PlaceOfManufactureText","PlaceOfManufacture_Sum","PlaceIsForeign","VendorIsForeign"
2007,"1700","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0",,"Large: Big 6","","USA","VA","220333865","USA","VA","USA","D",0,"",,"GENERAL DYNAMICS",649342,-50000,2,"DEPT OF THE NAVY","Unclear",-63413.8309560386,2007-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2007,"1700","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","VA","220333865","USA","VA","USA","D",0,"",,"GENERAL DYNAMICS",649342,19590364,13,"DEPT OF THE NAVY","Other CB",24846000.6212653,2007-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2007,"1700","1265","Electronics, Comms, & Sensors",1843,"CEC","DCA","Full Competition (Multiple Offers)","3-4 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0",,"Small","","USA","PA","175438477","USA","PA","USA","D",,"CEC",,"121724546",246240,3356887,2,"DEPT OF THE NAVY","Unclear",4257461.29513047,2007-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","3-4 Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2007,"1700","1265","Electronics, Comms, & Sensors",1843,"CEC","DCA","Full Competition (Multiple Offers)","3-4 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Small","","USA","PA","175438477","USA","PA","USA","D",,"CEC",,"121724546",246240,0,1,"DEPT OF THE NAVY","FFP",0,2007-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","3-4 Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2007,"1700","AC61","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6 (Small Subsidiary)","","USA","MD","207072919","USA","MD","USA","D",0,"",,"RAYTHEON",668856,5e+06,2,"DEPT OF THE NAVY","FFP",6341383.09560386,2007-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2007,"1700","AC61","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6 (Small Subsidiary)","","USA","MD","207592522","USA","MD","USA","D",0,"",,"RAYTHEON",668856,2391408,1,"DEPT OF THE NAVY","Other CB",3032966.85317837,2007-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH)","R&D","R&D","Basic Research (6.1)","R&D","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2007,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","10-24 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large","","USA","CA","930434307","USA","VA","USA","A",,"",,"CACI",684093,1905767,9,"DEPT OF THE NAVY","Other CB",2417039.72759194,2007-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Large","PERFORMED OR MANUFACTURED IN US, BUT SERVICES PERFORMED BY A FOREIGN CONCERN OR MORE THAN 50% FOREIGN CONTENT","In U.S. but Foreign Services or Content",0,0
2007,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","10-24 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Medium <1B","","USA","CA","930434307","USA","VA","USA","A",,"",,"JJMA HOLDINGS",656853,149670,1,"DEPT OF THE NAVY","Other CB",189822.961583806,2007-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Medium","PERFORMED OR MANUFACTURED IN US, BUT SERVICES PERFORMED BY A FOREIGN CONCERN OR MORE THAN 50% FOREIGN CONTENT","In U.S. but Foreign Services or Content",0,0
2007,"1700","X112","Electronics, Comms, & Sensors",1843,"","PO","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","A","0","FFP","Small","","USA","NC","283119243","USA","NC","USA","D",,"",,"614857840",521219,4400,1,"DEPT OF THE NAVY","FFP",5580.4171241314,2007-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Pur. Order","Pur. Order","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","LEASE-RENT OF CONF SPACE & FAC","Services","FRS&C","FRS&C","FRS","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2008,"1700","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0",,"Large: Big 6","","USA","VA","220333865","USA","VA","USA","D",0,"",,"GENERAL DYNAMICS",649342,2112622,5,"DEPT OF THE NAVY","Unclear",2589289.76115786,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2008,"1700","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","VA","220333865","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,1756740,1,"DEPT OF THE NAVY","Other CB",2153110.63456523,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2008,"1700","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","VA","220333865","USA","VA","USA","D",0,"",,"GENERAL DYNAMICS",649342,4744642,5,"DEPT OF THE NAVY","Other CB",5815168.52089941,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2008,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6","","USA","FL","337781635","USA","FL","USA","D",0,"",,"RAYTHEON",668856,29437812,1,"DEPT OF THE NAVY","FFP",36079821.758218,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2008,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6","","USA","FL","337104628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,0,1,"DEPT OF THE NAVY","FFP",0,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2008,"1700","1265","Electronics, Comms, & Sensors",1843,"CEC","DCA","Full Competition (Multiple Offers)","3-4 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Incentive","Small","","USA","PA","175438477","USA","PA","USA","D",,"CEC",,"121724546",246240,2755502,4,"DEPT OF THE NAVY","Incentive",3377221.81982864,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","3-4 Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2008,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","10-24 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large","","USA","CA","930434307","USA","VA","USA","C",,"",,"CACI",684093,1530127.8281,6,"DEPT OF THE NAVY","Other CB",1875368.29520948,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2008,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","10-24 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Medium <1B","","USA","CA","930434307","USA","VA","USA","C",,"",,"JJMA HOLDINGS",656853,154371,1,"DEPT OF THE NAVY","Other CB",189201.499236352,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2008,"1700","R699","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","5-9 Offers","Z: NOT IT PRODUCTS OR SERVICES","A","0","FFP","Small","","USA","DC","203767000","USA","KS","USA","C",,"",,"795166156",555022,257569.5625,1,"DEPT OF THE NAVY","FFP",315684.59997442,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER ADMINISTRATIVE SUPPORT SVCS","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2008,"1700","T010","Electronics, Comms, & Sensors",1843,"","PO","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","A","0","FFP","Small","","USA","WI","531897515","USA","WI","USA","C",,"",,"794943027",553271,3416.3,1,"DEPT OF THE NAVY","FFP",4187.11469020185,2008-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Pur. Order","Pur. Order","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: STILL","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2009,"1700","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","","D","0",,"Large: Big 6","","USA","VA","220333865","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,5618051,2,"DEPT OF THE NAVY","Unclear",6895884.54927989,2009-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","Unlabeled","Unlabeled","Unlabeled","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2009,"1700","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","","D","0","Other CB","Large: Big 6","","USA","VA","220333865","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,627737,1,"DEPT OF THE NAVY","Other CB",770516.657700564,2009-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","Unlabeled","Unlabeled","Unlabeled","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2009,"1700","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","NJ","080573054","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,5678149,8,"DEPT OF THE NAVY","Other CB",6969651.92334656,2009-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2009,"1700","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","VA","220333865","USA","VA","USA","D",0,"",,"GENERAL DYNAMICS",649342,574584,1,"DEPT OF THE NAVY","Other CB",705273.933587188,2009-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2009,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Competition with single offer","One Offer","","D","0","FFP","Large: Big 6","","USA","FL","337105628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,25807278,4,"DEPT OF THE NAVY","FFP",31677179.4380597,2009-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Definitive","Definitive","Award","Unlabeled","Unlabeled","Unlabeled","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2009,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6","","USA","FL","337105628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,2712056,3,"DEPT OF THE NAVY","FFP",3328916.9263828,2009-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2009,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6","","USA","FL","337771255","USA","FL","USA","D",0,"",,"RAYTHEON",668856,4052000,1,"DEPT OF THE NAVY","FFP",4973633.06130224,2009-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2009,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large","","USA","FL","337011785","USA","CA","USA","D",,"",,"SAIC",669996,5556809,3,"DEPT OF THE NAVY","FFP",6820712.97081487,2009-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Large","MFG IN U.S.","Manufactured in U.S.",0,0
2009,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6","","USA","FL","337104628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,318094,4,"DEPT OF THE NAVY","FFP",390444.924728992,2009-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
