fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
1997,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,17,19,76,2886412.0000
1997,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,59,138,3973,212937514.0000
1997,Other Agencies,N,Sometimes Small Vendor,PID,NULL,1,1,1,6,6,35,2005250.0000
1997,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,0,1,1,1,32853.0000
1997,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,1,10,10,10,274359.0000
1997,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,1,1,70,70,118,6350063.0000
1997,Other Agencies,S,Always Small Vendor,PDuns,NULL,1,1,1,55,57,421,44943151.0000
1998,Defense,NULL,NULL,PID,NULL,NULL,NULL,NULL,29,29,1033,275088814.0000
1998,Defense,B,Big Five,PID,NULL,1,1,1,5,5,20686,36115351024.0000
1998,Defense,J,Large: Big 5 JV,PID,NULL,1,1,1,4,4,110,781552341.0000
1998,Defense,L,Large Vendor,Duns,NULL,1,1,1,1,1,133,146644780.0000
1998,Defense,L,Large Vendor,PID,NULL,0,0,1,1,1,1,29204.0000
1998,Defense,L,Large Vendor,PID,NULL,0,1,1,13,13,255,16271160.0000
1998,Defense,L,Large Vendor,PID,NULL,1,1,1,167,167,49023,27133828020.0000
1998,Defense,M,Medium Vendor,PDuns,NULL,0,0,0,32,32,42,-2403530.0000
1998,Defense,M,Medium Vendor,PDuns,NULL,0,0,1,464,466,492,12314661.0000
1998,Defense,M,Medium Vendor,PDuns,NULL,0,1,1,3916,4094,7478,568968324.0000
1998,Defense,M,Medium Vendor,PDuns,NULL,1,1,1,3086,3883,25084,9008538432.0000
1998,Defense,M,Medium Vendor,PID,NULL,0,0,1,9,9,10,281214.0000
1998,Defense,M,Medium Vendor,PID,NULL,0,1,1,97,97,280,20599623.0000
1998,Defense,M,Medium Vendor,PID,NULL,1,1,1,328,328,10323,7593457328.0000
1998,Defense,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,1,2480,2266586927.0000
1998,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,11,11,24,669303.0000
1998,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,872,1193,5239,343847783.0000
1998,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1540,3256,38493,8711153934.0000
1998,Defense,N,Sometimes Small Vendor,PID,NULL,0,0,1,1,1,2,52103.0000
1998,Defense,N,Sometimes Small Vendor,PID,NULL,0,1,1,46,46,463,29976808.0000
1998,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,1,381,381,34354,12247370615.0000
1998,Defense,S,Always Small Vendor,Duns,NULL,1,1,1,1,1,1,294364.0000
1998,Defense,S,Always Small Vendor,PDuns,NULL,0,0,0,177,177,263,-9349700.0000
1998,Defense,S,Always Small Vendor,PDuns,NULL,0,0,1,1391,1393,1539,41521514.0000
1998,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1,11061,11204,21921,1617719137.0000
1998,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1,4731,4904,35624,8961763591.0000
1998,Defense,S,Always Small Vendor,PID,NULL,0,0,0,1,1,1,-31300.0000
1998,Defense,S,Always Small Vendor,PID,NULL,0,0,1,6,6,6,168219.0000
1998,Defense,S,Always Small Vendor,PID,NULL,0,1,1,98,98,241,20465543.0000
1998,Defense,S,Always Small Vendor,PID,NULL,1,1,1,210,210,2888,1059392182.0000
1998,Defense,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,1,7,3759749.0000
1998,Other Agencies,NULL,NULL,PID,NULL,NULL,NULL,NULL,1,1,636,35299666.0000
1998,Other Agencies,L,Large Vendor,PID,NULL,1,1,1,14,14,7819,481093115.0000
1998,Other Agencies,M,Medium Vendor,PDuns,NULL,0,0,1,5,5,5,129865.0000
1998,Other Agencies,M,Medium Vendor,PDuns,NULL,0,1,1,63,63,127,5998587.0000
1998,Other Agencies,M,Medium Vendor,PDuns,NULL,1,1,1,159,188,5630,343111075.0000
1998,Other Agencies,M,Medium Vendor,PID,NULL,0,1,1,1,1,1,29400.0000
1998,Other Agencies,M,Medium Vendor,PID,NULL,1,1,1,11,11,49,19346607.0000
1998,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,12,12,15,834098.0000
1998,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,48,130,3545,193627339.0000
1998,Other Agencies,N,Sometimes Small Vendor,PID,NULL,1,1,1,8,8,40,3405434.0000
1998,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,0,1,1,1,-312175.0000
1998,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,1,8,8,8,247893.0000
1998,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,1,1,70,70,125,5927156.0000
1998,Other Agencies,S,Always Small Vendor,PDuns,NULL,1,1,1,62,66,768,78343341.0000
1999,Defense,NULL,NULL,PID,NULL,NULL,NULL,NULL,31,31,1236,486381712.0000
1999,Defense,B,Big Five,PID,NULL,1,1,1,5,5,21245,37938908576.0000
1999,Defense,J,Large: Big 5 JV,PID,NULL,1,1,1,5,5,160,1375718230.0000
1999,Defense,L,Large Vendor,Duns,NULL,1,1,1,1,1,146,138402938.0000
1999,Defense,L,Large Vendor,PID,NULL,0,0,0,1,1,1,-30813.0000
1999,Defense,L,Large Vendor,PID,NULL,0,0,1,1,1,1,28160.0000
1999,Defense,L,Large Vendor,PID,NULL,0,1,1,19,19,299,17599707.0000
1999,Defense,L,Large Vendor,PID,NULL,1,1,1,169,169,53314,28491771623.0000
1999,Defense,M,Medium Vendor,PDuns,NULL,0,0,0,41,41,59,-6029326.0000
1999,Defense,M,Medium Vendor,PDuns,NULL,0,0,1,509,511,541,13614747.0000
1999,Defense,M,Medium Vendor,PDuns,NULL,0,1,1,4021,4184,8031,641029305.0000
1999,Defense,M,Medium Vendor,PDuns,NULL,1,1,1,2505,3105,21769,9142653367.0000
1999,Defense,M,Medium Vendor,PID,NULL,0,0,1,5,5,5,142390.0000
1999,Defense,M,Medium Vendor,PID,NULL,0,1,1,133,133,335,31099697.0000
1999,Defense,M,Medium Vendor,PID,NULL,1,1,1,347,347,11347,7675577125.0000
1999,Defense,M,Medium Vendor,PID,1,1,1,1,1,1,16,4325551.0000
1999,Defense,N,Sometimes Small Vendor,Duns,NULL,1,1,1,2,2,2352,1504768827.0000
1999,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,12,16,25,594025.0000
1999,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,872,1206,5556,378975528.0000
1999,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1409,2954,36597,8069711552.0000
1999,Defense,N,Sometimes Small Vendor,PID,NULL,0,0,1,1,1,2,52000.0000
1999,Defense,N,Sometimes Small Vendor,PID,NULL,0,1,1,65,65,529,33460252.0000
1999,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,1,399,399,38234,13127573053.0000
1999,Defense,S,Always Small Vendor,PDuns,NULL,0,0,0,148,148,255,-1669091.0000
1999,Defense,S,Always Small Vendor,PDuns,NULL,0,0,1,1526,1529,1658,36000390.0000
1999,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1,11546,11669,23371,1774646513.0000
1999,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1,4923,5107,38226,9794787367.0000
1999,Defense,S,Always Small Vendor,PID,NULL,0,0,0,3,3,4,16820.0000
1999,Defense,S,Always Small Vendor,PID,NULL,0,0,1,10,10,10,281893.0000
1999,Defense,S,Always Small Vendor,PID,NULL,0,1,1,141,141,326,28583813.0000
1999,Defense,S,Always Small Vendor,PID,NULL,1,1,1,243,243,4155,1477875593.0000
1999,Defense,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,1,22,8184964.0000
1999,NASA,M,Medium Vendor,PID,1,1,1,1,1,1,1,1378437222.4000
1999,Other Agencies,NULL,NULL,PID,NULL,NULL,NULL,NULL,1,1,729,37430243.0000
1999,Other Agencies,L,Large Vendor,PID,NULL,0,1,1,1,1,1,74073.0000
1999,Other Agencies,L,Large Vendor,PID,NULL,1,1,1,15,15,7401,458233982.0000
1999,Other Agencies,M,Medium Vendor,PDuns,NULL,0,0,1,2,2,2,55240.0000
1999,Other Agencies,M,Medium Vendor,PDuns,NULL,0,1,1,56,58,196,7598329.0000
1999,Other Agencies,M,Medium Vendor,PDuns,NULL,1,1,1,148,188,6606,352527080.0000
1999,Other Agencies,M,Medium Vendor,PID,NULL,0,1,1,2,2,5,203620.0000
1999,Other Agencies,M,Medium Vendor,PID,NULL,1,1,1,9,9,55,14526254.0000
1999,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,11,15,64,2969382.0000
1999,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,45,121,3312,170109430.0000
1999,Other Agencies,N,Sometimes Small Vendor,PID,NULL,0,1,1,1,1,1,56853.0000
1999,Other Agencies,N,Sometimes Small Vendor,PID,NULL,1,1,1,6,6,55,3427939.0000
1999,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,0,2,2,3,-72946.0000
1999,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,1,13,13,15,263797.0000
1999,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,1,1,76,79,176,6722370.0000
1999,Other Agencies,S,Always Small Vendor,PDuns,NULL,1,1,1,71,73,911,81915074.0000
1999,Other Agencies,S,Always Small Vendor,PID,NULL,1,1,1,2,2,3,1253586.0000
2000,NULL,B,Big Five,PID,1,1,1,1,2,2,17,11637000.0000
2000,NULL,L,Large Vendor,PID,1,1,1,1,7,7,25,3852000.0000
2000,NULL,M,Medium Vendor,Duns,1,0,1,1,10,10,13,1058000.0000
2000,NULL,M,Medium Vendor,Duns,1,1,1,1,2,2,6,1297000.0000
2000,NULL,N,Sometimes Small Vendor,Duns,1,0,1,1,1,1,3,94000.0000
2000,NULL,N,Sometimes Small Vendor,Duns,1,1,1,1,1,1,4,616000.0000
2000,NULL,N,Sometimes Small Vendor,PID,1,1,1,1,7,7,51,3792000.0000
2000,NULL,S,Always Small Vendor,Duns,1,0,0,0,1,1,1,-3000.0000
2000,NULL,S,Always Small Vendor,Duns,1,0,1,1,9,9,12,589000.0000
2000,NULL,S,Always Small Vendor,Duns,1,1,1,1,3,3,11,2815000.0000
2000,Defense,NULL,NULL,PID,NULL,NULL,NULL,NULL,34,34,1509,608935732.0625
2000,Defense,B,Big Five,PID,1,1,1,1,5,5,23858,41327817905.6785
2000,Defense,J,Large: Big 5 JV,PID,1,1,1,1,6,6,123,1660771415.0000
2000,Defense,L,Large Vendor,Duns,1,1,1,1,1,1,106,83847569.0000
2000,Defense,L,Large Vendor,PID,1,0,0,0,1,1,1,874414.0000
2000,Defense,L,Large Vendor,PID,1,0,0,1,3,3,3,81638.0000
2000,Defense,L,Large Vendor,PID,1,0,1,1,20,20,848,46465598.0000
2000,Defense,L,Large Vendor,PID,1,1,1,1,172,172,61892,35905658594.7569
2000,Defense,M,Medium Vendor,Duns,NULL,0,0,0,2,2,0,0.0000
2000,Defense,M,Medium Vendor,Duns,1,0,0,0,1,1,1,-47480.0000
2000,Defense,M,Medium Vendor,Duns,1,0,1,1,3,3,17,1186390.0000
2000,Defense,M,Medium Vendor,Duns,1,1,1,1,9,9,40,13671688.0000
2000,Defense,M,Medium Vendor,PDuns,NULL,0,0,0,43,43,55,7395.0500
2000,Defense,M,Medium Vendor,PDuns,NULL,0,0,1,9,9,24,271532.6315
2000,Defense,M,Medium Vendor,PDuns,NULL,0,1,1,2,2,1,361531.0000
2000,Defense,M,Medium Vendor,PDuns,NULL,1,1,1,3,3,29,2801051.0000
2000,Defense,M,Medium Vendor,PDuns,1,0,0,0,73,73,177,-4700024.2500
2000,Defense,M,Medium Vendor,PDuns,1,0,0,1,708,711,863,19180562.8700
2000,Defense,M,Medium Vendor,PDuns,1,0,1,1,4665,4733,15312,1264040967.1564
2000,Defense,M,Medium Vendor,PDuns,1,1,1,1,1888,2013,17948,8443171386.6541
2000,Defense,M,Medium Vendor,PID,NULL,0,0,0,2,2,0,0.0000
2000,Defense,M,Medium Vendor,PID,1,0,0,0,6,6,12,-593217.0000
2000,Defense,M,Medium Vendor,PID,1,0,0,1,9,9,18,181892.0000
2000,Defense,M,Medium Vendor,PID,1,0,1,1,131,131,958,78654705.0000
2000,Defense,M,Medium Vendor,PID,1,1,1,1,234,234,8706,6042489574.6031
2000,Defense,N,Sometimes Small Vendor,Duns,1,1,1,1,3,3,1950,1017412690.0000
2000,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,0,2,2,12,-1534368.0000
2000,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,1,41,45,93,1416853.0000
2000,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,1,1626,1873,14988,970213458.6909
2000,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,1,1411,2339,39382,9516353205.4160
2000,Defense,N,Sometimes Small Vendor,PID,1,0,0,1,2,2,6,89704.0000
2000,Defense,N,Sometimes Small Vendor,PID,1,0,1,1,128,128,1348,93419387.6894
2000,Defense,N,Sometimes Small Vendor,PID,1,1,1,1,489,489,41665,12478830405.0542
2000,Defense,S,Always Small Vendor,Duns,NULL,0,0,0,3,3,0,0.0000
2000,Defense,S,Always Small Vendor,Duns,1,0,0,0,1,1,1,-3559109.0000
2000,Defense,S,Always Small Vendor,Duns,1,0,0,1,2,2,2,1952.0000
2000,Defense,S,Always Small Vendor,Duns,1,0,1,1,12,12,38,2723041.0000
2000,Defense,S,Always Small Vendor,Duns,1,1,1,1,6,6,26,13903194.0000
2000,Defense,S,Always Small Vendor,PDuns,NULL,0,0,0,47,47,78,8790799.1172
2000,Defense,S,Always Small Vendor,PDuns,NULL,0,0,1,3,3,3,47420.5000
2000,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1,1,1,1,8182.0000
2000,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1,3,3,0,0.0000
2000,Defense,S,Always Small Vendor,PDuns,1,0,0,0,254,254,468,-9744294.0000
2000,Defense,S,Always Small Vendor,PDuns,1,0,0,1,2702,2705,4842,74298137.0900
2000,Defense,S,Always Small Vendor,PDuns,1,0,1,1,11873,11934,36481,2542391415.9506
2000,Defense,S,Always Small Vendor,PDuns,1,1,1,1,3841,3915,34428,8498739650.9903
2000,Defense,S,Always Small Vendor,PID,1,0,0,1,12,12,37,530967.0000
2000,Defense,S,Always Small Vendor,PID,1,0,1,1,107,107,609,45101202.0000
2000,Defense,S,Always Small Vendor,PID,1,1,1,1,212,212,4274,1649449442.4336
2000,Defense,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,1,16,8893351.0000
2000,DHS,B,Big Five,PID,1,1,1,1,2,2,3,283000.0000
2000,DHS,L,Large Vendor,PID,1,0,1,1,1,1,2,50000.0000
2000,DHS,L,Large Vendor,PID,1,1,1,1,31,31,637,81161000.0000
2000,DHS,M,Medium Vendor,PDuns,1,0,0,0,1,1,1,-17000.0000
2000,DHS,M,Medium Vendor,PDuns,1,0,0,1,7,7,17,73000.0000
2000,DHS,M,Medium Vendor,PDuns,1,0,1,1,23,23,40,4119000.0000
2000,DHS,M,Medium Vendor,PDuns,1,1,1,1,8,8,140,22980000.0000
2000,DHS,M,Medium Vendor,PID,1,0,0,0,1,1,1,-2000.0000
2000,DHS,M,Medium Vendor,PID,1,0,1,1,1,1,3,1034000.0000
2000,DHS,M,Medium Vendor,PID,1,1,1,1,3,3,13,8739000.0000
2000,DHS,N,Sometimes Small Vendor,Duns,1,1,1,1,1,1,1,0.0000
2000,DHS,N,Sometimes Small Vendor,PDuns,1,0,1,1,15,15,29,2420000.0000
2000,DHS,N,Sometimes Small Vendor,PDuns,1,1,1,1,26,27,109,13720073.6400
2000,DHS,N,Sometimes Small Vendor,PID,1,0,1,1,1,1,1,43000.0000
2000,DHS,N,Sometimes Small Vendor,PID,1,1,1,1,28,28,167,59236397.4494
2000,DHS,S,Always Small Vendor,PDuns,1,0,0,0,1,1,2,2000.0000
2000,DHS,S,Always Small Vendor,PDuns,1,0,0,1,10,10,19,209000.0000
2000,DHS,S,Always Small Vendor,PDuns,1,0,1,1,63,63,136,9988000.0000
2000,DHS,S,Always Small Vendor,PDuns,1,1,1,1,36,36,122,30239000.0000
2000,DHS,S,Always Small Vendor,PID,1,0,1,1,2,2,2,290000.0000
2000,DHS,S,Always Small Vendor,PID,1,1,1,1,8,8,83,5111725.5000
2000,DHS,U,Unlabeled Vendor,Duns,1,0,0,0,1,1,2,2.0000
2000,Energy,NULL,NULL,PID,NULL,NULL,NULL,NULL,4,4,95,3208121071.8203
2000,Energy,B,Big Five,PID,1,1,1,1,5,5,125,1822654526.0000
2000,Energy,L,Large Vendor,PID,1,0,1,1,2,2,4,120000.0000
2000,Energy,L,Large Vendor,PID,1,1,1,1,82,82,1484,12679874704.9483
2000,Energy,M,Medium Vendor,PDuns,NULL,0,0,0,4,4,0,0.0000
2000,Energy,M,Medium Vendor,PDuns,1,0,0,0,30,30,35,-1276424.0000
2000,Energy,M,Medium Vendor,PDuns,1,0,0,1,12,12,13,253966.0000
2000,Energy,M,Medium Vendor,PDuns,1,0,1,1,100,100,184,11699000.0000
2000,Energy,M,Medium Vendor,PDuns,1,1,1,1,125,129,583,565267751.4041
2000,Energy,M,Medium Vendor,PID,1,0,0,0,2,2,2,-1000.0000
2000,Energy,M,Medium Vendor,PID,1,0,1,1,7,7,22,1879300.0000
2000,Energy,M,Medium Vendor,PID,1,1,1,1,28,28,345,1683761257.5938
2000,Energy,N,Sometimes Small Vendor,Duns,1,1,1,1,1,1,32,177000.0000
2000,Energy,N,Sometimes Small Vendor,PDuns,1,0,0,0,1,1,3,0.0000
2000,Energy,N,Sometimes Small Vendor,PDuns,1,0,0,1,2,2,3,10000.0000
2000,Energy,N,Sometimes Small Vendor,PDuns,1,0,1,1,54,54,111,4682000.0000
2000,Energy,N,Sometimes Small Vendor,PDuns,1,1,1,1,100,107,668,155454747.3191
2000,Energy,N,Sometimes Small Vendor,PID,1,0,1,1,15,15,26,2221000.0000
2000,Energy,N,Sometimes Small Vendor,PID,1,1,1,1,101,101,779,767368439.0039
2000,Energy,S,Always Small Vendor,Duns,1,0,1,1,1,1,1,56000.0000
2000,Energy,S,Always Small Vendor,PDuns,NULL,0,0,0,4,4,0,0.0000
2000,Energy,S,Always Small Vendor,PDuns,1,0,0,0,36,36,44,-2051000.0000
2000,Energy,S,Always Small Vendor,PDuns,1,0,0,1,73,73,108,1467000.0000
2000,Energy,S,Always Small Vendor,PDuns,1,0,1,1,251,251,683,35002144.0698
2000,Energy,S,Always Small Vendor,PDuns,1,1,1,1,183,184,980,223258125.2608
2000,Energy,S,Always Small Vendor,PID,1,0,0,1,1,1,1,26000.0000
2000,Energy,S,Always Small Vendor,PID,1,0,1,1,3,3,3,-80000.0000
2000,Energy,S,Always Small Vendor,PID,1,1,1,1,12,12,92,43685992.5625
2000,GSA,NULL,NULL,PID,NULL,NULL,NULL,NULL,15,15,309,42782912.0000
2000,GSA,B,Big Five,PID,1,1,1,1,5,5,1229,340716715.6230
2000,GSA,L,Large Vendor,PID,1,0,1,1,6,6,162,7629000.0000
2000,GSA,L,Large Vendor,PID,1,1,1,1,106,106,13891,3141994987.1201
2000,GSA,M,Medium Vendor,Duns,NULL,1,1,1,3,3,0,0.0000
2000,GSA,M,Medium Vendor,Duns,1,0,1,1,1,1,2,56000.0000
2000,GSA,M,Medium Vendor,Duns,1,1,1,1,2,2,1,237000.0000
2000,GSA,M,Medium Vendor,PDuns,NULL,0,0,0,44,44,0,0.0000
2000,GSA,M,Medium Vendor,PDuns,NULL,0,0,1,6,6,4,65634.3399
2000,GSA,M,Medium Vendor,PDuns,NULL,0,1,1,43,43,0,110000.0000
2000,GSA,M,Medium Vendor,PDuns,NULL,1,1,1,51,51,0,198000.0000
2000,GSA,M,Medium Vendor,PDuns,1,0,0,0,36,36,68,-9473904.9600
2000,GSA,M,Medium Vendor,PDuns,1,0,0,1,191,191,506,11315550.0000
2000,GSA,M,Medium Vendor,PDuns,1,0,1,1,1008,1014,5524,467850482.7164
2000,GSA,M,Medium Vendor,PDuns,1,1,1,1,322,346,2921,814598482.7614
2000,GSA,M,Medium Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2000,GSA,M,Medium Vendor,PID,1,0,0,0,1,1,1,2000.0000
2000,GSA,M,Medium Vendor,PID,1,0,0,1,2,2,3,32000.0000
2000,GSA,M,Medium Vendor,PID,1,0,1,1,26,26,75,5806000.0000
2000,GSA,M,Medium Vendor,PID,1,1,1,1,55,55,749,368592115.1720
2000,GSA,N,Sometimes Small Vendor,Duns,1,1,1,1,1,1,470,822000.0000
2000,GSA,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,1,0,0.0000
2000,GSA,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,2,2,0,0.0000
2000,GSA,N,Sometimes Small Vendor,PDuns,1,0,0,1,22,22,62,1128031.0000
2000,GSA,N,Sometimes Small Vendor,PDuns,1,0,1,1,459,478,2806,238772277.0649
2000,GSA,N,Sometimes Small Vendor,PDuns,1,1,1,1,616,722,5636,1304522478.5249
2000,GSA,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2000,GSA,N,Sometimes Small Vendor,PID,1,0,0,1,1,1,10,46000.0000
2000,GSA,N,Sometimes Small Vendor,PID,1,0,1,1,46,46,193,13040475.3398
2000,GSA,N,Sometimes Small Vendor,PID,1,1,1,1,288,288,6777,1391202587.9988
2000,GSA,S,Always Small Vendor,Duns,NULL,0,0,0,2,2,0,0.0000
2000,GSA,S,Always Small Vendor,Duns,NULL,1,1,1,4,4,0,0.0000
2000,GSA,S,Always Small Vendor,Duns,1,0,1,1,2,2,11,531000.0000
2000,GSA,S,Always Small Vendor,Duns,1,1,1,1,1,1,0,0.0000
2000,GSA,S,Always Small Vendor,PDuns,NULL,0,0,0,336,336,41,2379550.0000
2000,GSA,S,Always Small Vendor,PDuns,NULL,0,0,1,24,24,0,0.0000
2000,GSA,S,Always Small Vendor,PDuns,NULL,0,1,1,297,297,1,377000.0000
2000,GSA,S,Always Small Vendor,PDuns,NULL,1,1,1,304,304,0,-20587.8594
2000,GSA,S,Always Small Vendor,PDuns,1,0,0,0,201,201,392,-1876421.3500
2000,GSA,S,Always Small Vendor,PDuns,1,0,0,1,1083,1083,2619,45249763.3891
2000,GSA,S,Always Small Vendor,PDuns,1,0,1,1,2930,2936,12246,929613637.5107
2000,GSA,S,Always Small Vendor,PDuns,1,1,1,1,1010,1020,5702,1234715406.3346
2000,GSA,S,Always Small Vendor,PID,NULL,0,0,0,2,2,0,0.0000
2000,GSA,S,Always Small Vendor,PID,NULL,0,1,1,2,2,0,0.0000
2000,GSA,S,Always Small Vendor,PID,NULL,1,1,1,2,2,0,0.0000
2000,GSA,S,Always Small Vendor,PID,1,0,0,0,9,9,11,13000.0000
2000,GSA,S,Always Small Vendor,PID,1,0,0,1,13,13,28,284000.0000
2000,GSA,S,Always Small Vendor,PID,1,0,1,1,49,49,116,11056882.5000
2000,GSA,S,Always Small Vendor,PID,1,1,1,1,75,75,757,435529982.8678
2000,HHS,NULL,NULL,PID,NULL,NULL,NULL,NULL,6,6,33,8617000.0000
2000,HHS,B,Big Five,PID,1,1,1,1,5,5,100,14769000.0000
2000,HHS,L,Large Vendor,PID,1,0,1,1,5,5,80,888045.2601
2000,HHS,L,Large Vendor,PID,1,1,1,1,74,74,2046,675870176.8681
2000,HHS,M,Medium Vendor,Duns,1,1,1,1,5,5,11,8750120.0000
2000,HHS,M,Medium Vendor,PDuns,NULL,0,0,0,12,12,2,0.0000
2000,HHS,M,Medium Vendor,PDuns,NULL,0,1,1,5,5,1,674000.0000
2000,HHS,M,Medium Vendor,PDuns,NULL,1,1,1,2,2,0,0.0000
2000,HHS,M,Medium Vendor,PDuns,1,0,0,0,46,46,61,-921000.0000
2000,HHS,M,Medium Vendor,PDuns,1,0,0,1,60,60,137,808000.0000
2000,HHS,M,Medium Vendor,PDuns,1,0,1,1,519,522,932,83590000.0000
2000,HHS,M,Medium Vendor,PDuns,1,1,1,1,419,452,1680,743569049.2823
2000,HHS,M,Medium Vendor,PID,NULL,1,1,1,1,1,0,542000.0000
2000,HHS,M,Medium Vendor,PID,1,0,0,1,1,1,1,23000.0000
2000,HHS,M,Medium Vendor,PID,1,0,1,1,10,10,20,1509000.0000
2000,HHS,M,Medium Vendor,PID,1,1,1,1,51,51,662,584721848.7251
2000,HHS,N,Sometimes Small Vendor,Duns,1,1,1,1,3,3,1895,192897.6914
2000,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,2,2,0,0.0000
2000,HHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,1,0,0.0000
2000,HHS,N,Sometimes Small Vendor,PDuns,1,0,0,1,3,3,2,27000.0000
2000,HHS,N,Sometimes Small Vendor,PDuns,1,0,1,1,160,168,466,27213516.1091
2000,HHS,N,Sometimes Small Vendor,PDuns,1,1,1,1,267,308,2404,856639392.8466
2000,HHS,N,Sometimes Small Vendor,PID,1,0,0,1,1,1,1,26000.0000
2000,HHS,N,Sometimes Small Vendor,PID,1,0,1,1,20,20,50,3349000.0000
2000,HHS,N,Sometimes Small Vendor,PID,1,1,1,1,137,137,1941,732813665.2842
2000,HHS,S,Always Small Vendor,Duns,1,1,1,1,3,3,6,2579000.0000
2000,HHS,S,Always Small Vendor,PDuns,NULL,0,0,0,66,66,2,0.0000
2000,HHS,S,Always Small Vendor,PDuns,NULL,1,1,1,4,4,0,427000.0000
2000,HHS,S,Always Small Vendor,PDuns,1,0,0,0,45,45,70,-418058.1201
2000,HHS,S,Always Small Vendor,PDuns,1,0,0,1,113,114,240,2505645.3201
2000,HHS,S,Always Small Vendor,PDuns,1,0,1,1,612,612,1283,73493837.6788
2000,HHS,S,Always Small Vendor,PDuns,1,1,1,1,296,297,1617,415241007.9237
2000,HHS,S,Always Small Vendor,PID,1,0,0,1,1,1,3,44000.0000
2000,HHS,S,Always Small Vendor,PID,1,0,1,1,10,10,13,592000.0000
2000,HHS,S,Always Small Vendor,PID,1,1,1,1,30,30,217,100972489.0000
2000,HHS,U,Unlabeled Vendor,Name,1,1,1,1,1,1,14,3060000.0000
2000,NASA,NULL,NULL,PID,NULL,NULL,NULL,NULL,8,8,78,64835452.0000
2000,NASA,B,Big Five,PID,1,1,1,1,5,5,852,1472812541.4376
2000,NASA,L,Large Vendor,PID,1,0,1,1,5,5,10,117295.0000
2000,NASA,L,Large Vendor,PID,1,1,1,1,76,76,1652,1049773872.1905
2000,NASA,M,Medium Vendor,PDuns,NULL,0,0,1,1,1,1,12050.0000
2000,NASA,M,Medium Vendor,PDuns,NULL,1,1,1,1,1,0,0.0000
2000,NASA,M,Medium Vendor,PDuns,1,0,0,0,31,31,36,-727000.0000
2000,NASA,M,Medium Vendor,PDuns,1,0,0,1,38,38,48,788000.0000
2000,NASA,M,Medium Vendor,PDuns,1,0,1,1,211,211,431,30100700.0000
2000,NASA,M,Medium Vendor,PDuns,1,1,1,1,131,133,711,472862765.2833
2000,NASA,M,Medium Vendor,PID,1,0,0,0,1,1,1,-7000.0000
2000,NASA,M,Medium Vendor,PID,1,0,0,1,2,2,3,57000.0000
2000,NASA,M,Medium Vendor,PID,1,0,1,1,6,6,11,526000.0000
