Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,principalnaicscodeText,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2007,09118059ST0015,118059,Approved,04/03/2007 12:00:00 AM,1/1/2007,01/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,"Trek, Inc.",,"Trek, Inc.",Medina,NY,New York,Multiple - Borrowers,Multiple - PSORs,,500000,0,0,0,500000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09124115ST0015,124115,Approved,03/21/2007 12:00:00 AM,4/1/2007,07/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,"Broadcast Electronics, Inc.",,"Broadcast Electronics, Inc.",Quincy,IL,Illinois,Multiple - Borrowers,Multiple - PSORs,,1000000,2269808.45,0,0,1000000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2007,09126185ST0016,126185,Approved,03/29/2007 12:00:00 AM,4/1/2007,10/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,325414,Biological Product (except Diagnostic) Manufacturing,Short Term,Cliniqa Corporation,Discovery Bank,Cliniqa Corporation,San Marcos,CA,California,Multiple - Borrowers,Multiple - PSORs,,2500000,8614729.84,0,0,2500000,0,0,,,325414,,Biological Product (except Diagnostic) Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2007,09136770ST0016,136770,Approved,03/12/2007 12:00:00 AM,4/1/2007,05/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"Gd California, Inc",,"Gd California, Inc.",Livermore,CA,California,Multiple - Borrowers,Multiple - PSORs,,1000000,2441578.85,0,0,1000000,0,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2007,09141556ST0014,141556,Approved,11/15/2006 12:00:00 AM,11/1/2006,11/01/2007 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Stanbio Laboratory LP,BBVA Compass Bank,"Stanbio Laboratory, L.p.",Boerne,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,1000000,1365652.52,0,0,1000000,0,1000000,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09149450ST0013,149450,Approved,03/12/2007 12:00:00 AM,4/1/2007,05/01/2008 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"Itac Systems, Inc.",,"Itac Systems, Inc.",Garland,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,150000,181417.33,0,0,150000,0,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2007,09161547ST0012,161547,Approved,02/27/2007 12:00:00 AM,3/1/2007,03/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Radian Research Inc,,Radian Research Inc,Lafayette,IN,Indiana,Multiple - Borrowers,Multiple - PSORs,,800000,2711821.2,0,0,800000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09161810ST0012,161810,Approved,03/21/2007 12:00:00 AM,4/1/2007,07/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Nova Biomedical Corporation,Bank of America NA,Nova Biomedical Corporation,Waltham,MA,Massachusetts,Multiple - Borrowers,Multiple - PSORs,,2000000,5782487,0,0,2000000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09162644ST0012,162644,Approved,02/26/2007 12:00:00 AM,3/1/2007,03/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325413,In-Vitro Diagnostic Substance Manufacturing,Short Term,Eagle Diagnostics Inc,,Eagle Diagnostics Inc,Cedar Hill,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,125000,28677.65,0,0,125000,0,0,,,325413,,In-Vitro Diagnostic Substance Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2007,09181198ST0011,181198,Approved,03/23/2007 12:00:00 AM,4/1/2007,08/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Nutrition Now, Inc.",,"Northwest Natural Products, Inc.",Vancouver,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,200000,1762548.83,0,0,200000,0,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2007,09181685ST0012,181685,Approved,03/21/2007 12:00:00 AM,4/1/2007,07/01/2008 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,"Electronic Specialties, Inc.",,"Electronic Specialties, Inc.",Genoa City,WI,Wisconsin,Multiple - Borrowers,Multiple - PSORs,,100000,0,0,0,100000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09187955ST0010,187955,Approved,02/26/2007 12:00:00 AM,3/1/2007,03/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"O'Neil Product Development, Inc.",,"O'Neil Product Development, Inc.",Irvine,CA,California,Multiple - Borrowers,Multiple - PSORs,,1000000,6058207.68,0,0,1000000,0,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2007,09189050ST0010,189050,Approved,03/20/2007 12:00:00 AM,4/1/2007,06/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,"Midian Electronics, Inc",,"Midian Electronics, Inc.",Tucson,AZ,Arizona,Multiple - Borrowers,Multiple - PSORs,,200000,104494.67,0,0,200000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2007,09192138ST0010,192138,Approved,03/22/2007 12:00:00 AM,4/1/2007,08/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,"Interphase Technologies, Inc",,"Interphase Technologies, Inc",Soquel,CA,California,Multiple - Borrowers,Multiple - PSORs,,300000,1028209.56,0,0,300000,0,0,,,334511,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2007,09192377ST0011,192377,Approved,03/26/2007 12:00:00 AM,4/1/2007,10/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Separation Systems Inc,,Separation Systems Inc,Gulf Breeze,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,750000,1130170.32,0,0,750000,750000,750000,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09194589ST0010,194589,Approved,11/28/2006 12:00:00 AM,11/1/2006,11/01/2007 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Short Term,Summit Industries Inc,,"Summit Industries, Inc.",Chicago,IL,Illinois,Multiple - Borrowers,Multiple - PSORs,,400000,30351,0,0,400000,0,0,,,334517,,Irradiation Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09197566ST0009,197566,Approved,03/20/2007 12:00:00 AM,4/1/2007,07/01/2008 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,King Engineering Corporation,,King Engineering Corporation,Ann Arbor,MI,Michigan,Multiple - Borrowers,Multiple - PSORs,,50000,0,0,0,50000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09200485ST0009,200485,Approved,03/12/2007 12:00:00 AM,4/1/2007,05/01/2008 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,"Tampa Microwave Lab, Inc",,"Tampa Microwave Lab, Inc",Tampa,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,600000,1092996.5,0,0,600000,600000,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2007,09202648ST0010,202648,Approved,03/28/2007 12:00:00 AM,4/1/2007,09/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325411,Medicinal and Botanical Manufacturing,Short Term,Health Products Corp,,Health Products Corp,Yonkers,NY,New York,Multiple - Borrowers,Multiple - PSORs,,150000,483415.92,0,0,150000,0,0,,,325411,,Medicinal and Botanical Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2007,09208249ST0008,208249,Approved,02/24/2007 12:00:00 AM,3/1/2007,03/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"CIC Photonics, Inc",Bank 1st,"Cic Photonics, Inc.",Albuquerque,NM,New Mexico,Multiple - Borrowers,Multiple - PSORs,,250000,114970.95,0,0,250000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09209312ST0008,209312,Approved,02/08/2007 12:00:00 AM,1/1/2007,01/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"Battery Technology, Inc",East West Bank (Monterey Park),"Battery Technology, Inc",City Of Industry,CA,California,Multiple - Borrowers,Multiple - PSORs,,300000,224379.69,0,0,300000,300000,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2007,09209700ST0008,209700,Approved,03/02/2007 12:00:00 AM,3/1/2007,03/01/2008 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"Midwest Graphic Sales, Inc",,"Midwest Graphic Sales, Inc",Lisle,IL,Illinois,Multiple - Borrowers,Multiple - PSORs,,100000,0,0,0,100000,0,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2007,09213223ST0008,213223,Approved,03/21/2007 12:00:00 AM,4/1/2007,07/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Q-Lab Corporation,,Q-lab Corporation,Cleveland,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,1000000,7410744.89,0,0,1000000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09213678ST0008,213678,Approved,03/16/2007 12:00:00 AM,4/1/2007,07/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,"Nuphoton Technologies, Inc",,"Nuphoton Technologies, Inc",Murrieta,CA,California,Multiple - Borrowers,Multiple - PSORs,,100000,0,0,0,100000,0,100000,,,334210,,Telephone Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2007,09216309ST0008,216309,Approved,03/26/2007 12:00:00 AM,4/1/2007,09/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,Millenium Natural Manufacturing Corp,New Continent Finance Inc,Millenium Natural Manufacturing Corp.,Doral,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,500000,1096186.36,0,0,500000,500000,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2007,09216713ST0008,216713,Approved,03/28/2007 12:00:00 AM,4/1/2007,09/01/2008 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,ASI Controls,,Asi Controls,San Ramon,CA,California,Multiple - Borrowers,Multiple - PSORs,,255000,999926.26,0,0,255000,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2007,09219055ST0007,219055,Approved,12/14/2006 12:00:00 AM,12/1/2006,12/01/2007 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541690,Other Scientific and Technical Consulting Services,Short Term,Dieckilman Associates/dba/Pacific Innovations,,Dieckilman Associates,Carlsbad,CA,California,Multiple - Borrowers,Multiple - PSORs,,150000,68647.14,0,0,150000,0,0,,,541690,,Other Scientific and Technical Consulting Services,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09220095ST0013,220095,Approved,02/26/2007 12:00:00 AM,1/1/2007,01/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Nova Development,,Nova Development,Calabasas,CA,California,Multiple - Borrowers,Multiple - PSORs,,350000,507624.27,0,0,350000,0,0,,,541511,,Custom Computer Programming Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2007,09222570ST0007,222570,Approved,03/08/2007 12:00:00 AM,4/1/2007,05/01/2008 12:00:00 AM,No,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,"Microwave Power, A Division of AML Communications, Inc.",,"Microwave Power, A Division Of Aml Communications, Inc.",Santa Clara,CA,California,Multiple - Borrowers,Multiple - PSORs,,200000,740523,0,0,0,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2007,09225029ST0007,225029,Approved,03/15/2007 12:00:00 AM,4/1/2007,07/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Advanced Relay Corp.,,Advanced Relay Corp,Eugene,OR,Oregon,Multiple - Borrowers,Multiple - PSORs,,100000,94070.34,0,0,100000,100000,0,,,541512,,Computer Systems Design Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2007,09226183ST0008,226183,Approved,03/23/2007 12:00:00 AM,4/1/2007,08/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Cholestech Corporation,,Cholestech Corporation,Hayward,CA,California,Multiple - Borrowers,Multiple - PSORs,,1500000,0,0,0,1500000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09226217ST0006,226217,Approved,02/21/2007 12:00:00 AM,1/1/2007,01/01/2008 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Usa Laboratories, Inc.",,"Usa Laboratories, Inc.",Burns,TN,Tennessee,Multiple - Borrowers,Multiple - PSORs,,150000,169544.07,0,0,150000,0,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2007,09229104ST0007,229104,Approved,03/29/2007 12:00:00 AM,4/1/2007,10/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENV,Individual Delegated Authority,541380,Testing Laboratories and Services,Short Term,Seacrest Group,,Seacrest Group,Louisville,CO,Colorado,Multiple - Borrowers,Multiple - PSORs,,250000,0,0,0,250000,250000,0,,,541380,,Testing Laboratories,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09229260ST0006,229260,Approved,02/27/2007 12:00:00 AM,11/1/2006,11/01/2007 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,335911,Storage Battery Manufacturing,Short Term,Multiplier Industries Corp,,Multiplier Industries Corp,Mount Kisco,NY,New York,Multiple - Borrowers,Multiple - PSORs,,350000,0,0,0,350000,350000,0,,,335911,,Storage Battery Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Renewables
2007,09229625ST0006,229625,Approved,11/28/2006 12:00:00 AM,11/1/2006,11/01/2007 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,511210,Software Publishers,Short Term,"Group Logic, Inc.",,Group Logic Inc.,Arlington,VA,Virginia,Multiple - Borrowers,Multiple - PSORs,,300000,529035.72,0,0,300000,0,0,,,511210,,Software Publishers,TRUE,,,,,,,,,,,,,,,,,,Computing
2007,09232033ST0006,232033,Approved,02/28/2007 12:00:00 AM,3/1/2007,03/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"ASC International, Inc.",,"Asc International, Inc.",Maple Plain,MN,Minnesota,Multiple - Borrowers,Multiple - PSORs,,300000,124328.5,0,0,300000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09233585ST0006,233585,Approved,03/14/2007 12:00:00 AM,4/1/2007,04/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,"Ritec, Inc.",,"Ritec, Inc.",Warwick,RI,Rhode Island,Multiple - Borrowers,Multiple - PSORs,,150000,286753.5,0,0,150000,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2007,09233718ST0006,233718,Approved,03/08/2007 12:00:00 AM,4/1/2007,04/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Avl Technologies Inc,,Avl Technologies Inc,Asheville,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,500000,352705.56,0,0,500000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2007,09234211ST0007,234211,Approved,02/07/2007 12:00:00 AM,1/1/2007,01/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENV,Individual Delegated Authority,541710,"Research And Development In The Physical, Enginee",Short Term,"Energy Recovery, Inc.","Comerica Bank (Walnut Creek, CA)","Energy Recovery, Inc.",San Leandro,CA,California,Multiple - Borrowers,Multiple - PSORs,,3500000,12842845.73,0,0,3500000,0,0,,,541710,,"Research and Development In The Physical, Engineering, and Life Sciences",TRUE,,,,,,,,,,,,,,,,,,High Technology
2007,09236737ST0006,236737,Approved,03/23/2007 12:00:00 AM,4/1/2007,08/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,EOA Telecom Group Inc,,Eoa Telecom Group Inc,Guaynabo,PR,Puerto Rico,Multiple - Borrowers,Multiple - PSORs,,250000,0,0,0,250000,0,250000,,,334210,,Telephone Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2007,09239236ST0006,239236,Approved,03/22/2007 12:00:00 AM,4/1/2007,08/01/2008 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENV,Individual Delegated Authority,325414,Biological Product (except Diagnostic) Manufacturing,Short Term,Bioworld Products Inc.,,Bioworld Products Inc.,Visalia,CA,California,Multiple - Borrowers,Multiple - PSORs,,100000,131784.54,0,0,100000,100000,0,,,325414,,Biological Product (except Diagnostic) Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
