"ProjectAbbreviation","ProjectName","ProjectPlatform","Fiscal.Year","Action_Obligation"
"176","EELV ","Space Systems",2020,578227435.8985
"177","TRIDENT II SUB ","Ordnance and Missiles",2010,64333349
"177","TRIDENT II SUB ","Ordnance and Missiles",2011,75039615
"177","TRIDENT II SUB ","Ordnance and Missiles",2012,93425035
"177","TRIDENT II SUB ","Ordnance and Missiles",2013,61565301
"177","TRIDENT II SUB ","Ordnance and Missiles",2014,12021611
"177","TRIDENT II SUB ","Ordnance and Missiles",2015,2470276.9062
"177","TRIDENT II SUB ","Ordnance and Missiles",2016,3237117
"177","TRIDENT II SUB ","Ordnance and Missiles",2017,-782452
"177","TRIDENT II SUB ","Ordnance and Missiles",2018,-1191085.6875
"177","TRIDENT II SUB ","Ordnance and Missiles",2019,-989934
"177","TRIDENT II SUB ","Ordnance and Missiles",2020,-649622.25
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2000,15220416
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2001,527767997
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2002,101339351
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2003,3758648
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2004,677563676
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2005,1349069500
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2006,1580842092
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2007,1785059373.2257
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2008,1786137093.5755
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2009,1820844410.4926
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2010,1737796437.1912
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2011,1674685637.8225
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2012,1886000696.0013
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2013,1925814966.3037
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2014,2329221894.3024
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2015,2261565782.6405
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2016,2321100790.17
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2017,2328499402.9938
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2018,2111264407.5934
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2019,3707266810.1221
"178","TRIDENT II MISSILE ","Ordnance and Missiles",2020,1537701311.2198
"180","DDG 51 ","Ships & Submarines",2004,45575282
"180","DDG 51 ","Ships & Submarines",2005,87529055
"180","DDG 51 ","Ships & Submarines",2006,106227722
"180","DDG 51 ","Ships & Submarines",2007,60341116
"180","DDG 51 ","Ships & Submarines",2008,69391889.3389
"180","DDG 51 ","Ships & Submarines",2009,19612275.3204
"180","DDG 51 ","Ships & Submarines",2010,653072.3835
"180","DDG 51 ","Ships & Submarines",2011,980392.2891
"180","DDG 51 ","Ships & Submarines",2012,-205866.4629
"180","DDG 51 ","Ships & Submarines",2013,-71019.91
"180","DDG 51 ","Ships & Submarines",2014,-114739.3
"180","DDG 51 ","Ships & Submarines",2015,-164483.33
"181","KC-135R ","Aircraft",2007,-1496.8
"181","KC-135R ","Aircraft",2012,203488.5
"181","KC-135R ","Aircraft",2013,909912
"181","KC-135R ","Aircraft",2014,0
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2004,731000
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2005,31834636
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2006,36814566
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2007,331308756.8398
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2008,73669810.5625
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2009,85713709
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2010,70991334.2166
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2011,26673608.5503
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2012,31771798.4236
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2013,12074716.13
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2014,16412188.57
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2015,7976200.0155
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2016,8954716.25
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2017,11689566.375
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2018,-1696721.4063
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2019,-2671791.25
"184","AMRAAM (NAVY) ","Ordnance and Missiles",2020,-3662530.5
"185","AMRAAM ","Ordnance and Missiles",1990,640528000
"185","AMRAAM ","Ordnance and Missiles",1991,1176031000
"185","AMRAAM ","Ordnance and Missiles",1992,789514959
"185","AMRAAM ","Ordnance and Missiles",1993,918678654
"185","AMRAAM ","Ordnance and Missiles",1994,661668979
"185","AMRAAM ","Ordnance and Missiles",1995,490362751
"185","AMRAAM ","Ordnance and Missiles",1996,454869735
"185","AMRAAM ","Ordnance and Missiles",1997,358677136
"185","AMRAAM ","Ordnance and Missiles",1998,257112780
"185","AMRAAM ","Ordnance and Missiles",1999,246934580
"185","AMRAAM ","Ordnance and Missiles",2000,227204986
"185","AMRAAM ","Ordnance and Missiles",2001,265222633
"185","AMRAAM ","Ordnance and Missiles",2002,371688688
"185","AMRAAM ","Ordnance and Missiles",2003,188449669
"185","AMRAAM ","Ordnance and Missiles",2004,186542528
"185","AMRAAM ","Ordnance and Missiles",2005,255518619
"185","AMRAAM ","Ordnance and Missiles",2006,348027385.2969
"185","AMRAAM ","Ordnance and Missiles",2007,235005312.3621
"185","AMRAAM ","Ordnance and Missiles",2008,584446944.0464
"185","AMRAAM ","Ordnance and Missiles",2009,964723666.6323
"185","AMRAAM ","Ordnance and Missiles",2010,750619203.3908
"185","AMRAAM ","Ordnance and Missiles",2011,665539056.1739
"185","AMRAAM ","Ordnance and Missiles",2012,657097142.959
"185","AMRAAM ","Ordnance and Missiles",2013,626008193.05
"185","AMRAAM ","Ordnance and Missiles",2014,244174115.14
"185","AMRAAM ","Ordnance and Missiles",2015,1145311289.2346
"185","AMRAAM ","Ordnance and Missiles",2016,876137237.5587
"185","AMRAAM ","Ordnance and Missiles",2017,178742604.4728
"185","AMRAAM ","Ordnance and Missiles",2018,1339704773.5562
"185","AMRAAM ","Ordnance and Missiles",2019,254437890.6445
"185","AMRAAM ","Ordnance and Missiles",2020,1014134870.6739
"187","LANTRIN ","Electronics, Comms, & Sensors",2007,129675
"187","LANTRIN ","Electronics, Comms, & Sensors",2008,0
"187","LANTRIN ","Electronics, Comms, & Sensors",2009,19140
"191","MH-60R ","Aircraft",2005,262103
"191","MH-60R ","Aircraft",2006,20850
"191","MH-60R ","Aircraft",2008,28193
"191","MH-60R ","Aircraft",2009,0
"191","MH-60R ","Aircraft",2013,181560
"191","MH-60R ","Aircraft",2015,4011326.1094
"191","MH-60R ","Aircraft",2017,13164.5996
"197","DD(X) ","Ships & Submarines",2006,205759975
"197","DD(X) ","Ships & Submarines",2007,167484443
"197","DD(X) ","Ships & Submarines",2008,278071242
"197","DD(X) ","Ships & Submarines",2009,146310870
"197","DD(X) ","Ships & Submarines",2010,127440807
"197","DD(X) ","Ships & Submarines",2011,132329716
"197","DD(X) ","Ships & Submarines",2012,55539463
"197","DD(X) ","Ships & Submarines",2013,-16399245
"197","DD(X) ","Ships & Submarines",2014,46766108.61
"197","DD(X) ","Ships & Submarines",2015,587465
"197","DD(X) ","Ships & Submarines",2016,-728060.625
"197","DD(X) ","Ships & Submarines",2017,0
"197","DD(X) ","Ships & Submarines",2018,-39535.2695
"197","DD(X) ","Ships & Submarines",2019,-979216.3125
"197","DD(X) ","Ships & Submarines",2020,-1219736.75
"198","JSF (F-35) ","Aircraft",2004,57680
"198","JSF (F-35) ","Aircraft",2005,27000
"198","JSF (F-35) ","Aircraft",2014,30045
"198","JSF (F-35) ","Aircraft",2015,0
"198","JSF (F-35) ","Aircraft",2019,71968.6172
"198","JSF (F-35) ","Aircraft",2020,421251.7188
"1ACE","C-12","Aircraft",1997,710690
"1ACE","C-12","Aircraft",1998,56000
"1AHB","H-2 SEASPRITE","Ordnance and Missiles",1993,562895
"1AHK","CH-47 CHINOOK","Aircraft",1992,118153
"1AHK","CH-47 CHINOOK","Aircraft",1993,38703
"1AHK","CH-47 CHINOOK","Aircraft",2000,299147415
"1AHK","CH-47 CHINOOK","Aircraft",2001,86851399
"1AHK","CH-47 CHINOOK","Aircraft",2002,330911
"1AHK","CH-47 CHINOOK","Aircraft",2003,448429
"1AHM","AH-1 COBRA","Aircraft",1992,1554390
"1AHM","AH-1 COBRA","Aircraft",1994,21720795
"1AHM","AH-1 COBRA","Aircraft",1995,4613142
"1AHM","AH-1 COBRA","Aircraft",1996,997060
"1AHM","AH-1 COBRA","Aircraft",1998,1403764
"1AHM","AH-1 COBRA","Aircraft",1999,26091
"1AHM","AH-1 COBRA","Aircraft",2000,4657219
"1AHM","AH-1 COBRA","Aircraft",2001,132510
"1AHM","AH-1 COBRA","Aircraft",2002,536404
"1AHM","AH-1 COBRA","Aircraft",2003,-383
"1AHP","AH-1S COBRA TOW","Aircraft",1991,129000
"1AHP","AH-1S COBRA TOW","Aircraft",1992,92900
"1AHP","AH-1S COBRA TOW","Aircraft",1993,173339
"1AHS","214 COMMERCIAL","Electronics, Comms, & Sensors",2003,2073000
"1AHW","AH-1G HUEYCOBRA","Aircraft",1990,-134000
"1AHW","AH-1G HUEYCOBRA","Aircraft",1991,5723000
"1AHW","AH-1G HUEYCOBRA","Aircraft",1993,10902035
"1AHW","AH-1G HUEYCOBRA","Aircraft",1994,-3906
"1AHW","AH-1G HUEYCOBRA","Aircraft",1995,185017
"1AHW","AH-1G HUEYCOBRA","Aircraft",1996,363042
"1AHW","AH-1G HUEYCOBRA","Aircraft",1998,250809
"1AHW","AH-1G HUEYCOBRA","Aircraft",1999,317993
"1AHW","AH-1G HUEYCOBRA","Aircraft",2000,632166
"1AHW","AH-1G HUEYCOBRA","Aircraft",2001,1022430
"1AHW","AH-1G HUEYCOBRA","Aircraft",2003,99968
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",1991,1680000
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",1992,28912
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",1994,39728
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",1995,88705
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",1996,225238
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",1997,33099215
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",1998,355950
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",1999,380000
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",2000,108993542
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",2001,139257906
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",2002,330291
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",2003,7500253
"1AIA","UH-60 BLACKHAWK UTTAS","Aircraft",2009,0
"1AIB","QH-50","Aircraft",1992,1715817
"1AIC","AH-64 APACHE","Aircraft",1991,12515000
"1AIC","AH-64 APACHE","Aircraft",1992,2421061
"1AIC","AH-64 APACHE","Aircraft",1993,2095358
"1AIC","AH-64 APACHE","Aircraft",1994,5656422
"1AIC","AH-64 APACHE","Aircraft",1995,3774611
"1AIC","AH-64 APACHE","Aircraft",1996,1679372
"1AIC","AH-64 APACHE","Aircraft",1997,182536
"1AIC","AH-64 APACHE","Aircraft",1998,3455814
"1AIC","AH-64 APACHE","Aircraft",1999,5642793
"1AIC","AH-64 APACHE","Aircraft",2000,179732899
"1AIC","AH-64 APACHE","Aircraft",2001,3525873
"1AIC","AH-64 APACHE","Aircraft",2002,6200559
"1AIC","AH-64 APACHE","Aircraft",2003,9332335
"1AIC","AH-64 APACHE","Aircraft",2009,-85418.9922
"1AIC","AH-64 APACHE","Aircraft",2010,-3546
"1AIC","AH-64 APACHE","Aircraft",2011,-15.05
"1BTC","T-55","Aircraft",1992,520380
"1BTK","T-64","Aircraft",1991,-26000
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1990,1111831000
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1991,1806398000
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1992,2310459001
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1993,2250868376
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1994,1940818542
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1995,1274477621
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1996,1364775712
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1997,1590347126
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1998,1640346722
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",1999,1797268774
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2000,1723313820
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2001,1151650709
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2002,619955286
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2003,626101333
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2004,1482867
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2008,-232087.9468
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2009,-738466.3701
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2010,-1307972.8354
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2011,-995751.6123
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2017,0
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2018,-86754.8106
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2019,0
"1CAA","BALLISTIC MISSILE DEFENSE","Ordnance and Missiles",2020,0
"1CED","BALL MSL DEF SYS","Missile Defense",1991,188692000
"1CED","BALL MSL DEF SYS","Missile Defense",1992,253550375
"1CED","BALL MSL DEF SYS","Missile Defense",1993,188359758
"1CMA","MIM-14 NIKE HERCULES","Ordnance and Missiles",1990,29000
"1CMA","MIM-14 NIKE HERCULES","Ordnance and Missiles",1991,249000
"1CMA","MIM-14 NIKE HERCULES","Ordnance and Missiles",1992,703767
"1CMA","MIM-14 NIKE HERCULES","Ordnance and Missiles",1993,185177
"1CMB","XAGM-22 (SS-11) MSL SYS","Ordnance and Missiles",1991,85000
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1990,205063000
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1991,162132000
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1992,197826454
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1993,132065585
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1994,87798117
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1995,32536424
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1996,123617817
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1997,190038330
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1998,194297046
"1CMC","MIM-23 HAWK","Ordnance and Missiles",1999,71127213
"1CMC","MIM-23 HAWK","Ordnance and Missiles",2000,40994361
"1CMC","MIM-23 HAWK","Ordnance and Missiles",2001,26721355
"1CMC","MIM-23 HAWK","Ordnance and Missiles",2002,42838539
"1CMC","MIM-23 HAWK","Ordnance and Missiles",2003,47933327
"1CMC","MIM-23 HAWK","Ordnance and Missiles",2009,-3313.49
"1CMC","MIM-23 HAWK","Ordnance and Missiles",2010,-38.69
"1CMC","MIM-23 HAWK","Ordnance and Missiles",2012,-64832.6016
"1CMC","MIM-23 HAWK","Ordnance and Missiles",2020,0
"1CMD","MGM-29 SERGEANT","Ordnance and Missiles",1990,-50000
"1CME","MGM-31 PERSHING","Ordnance and Missiles",1990,7313000
"1CME","MGM-31 PERSHING","Ordnance and Missiles",1991,5294000
"1CME","MGM-31 PERSHING","Ordnance and Missiles",1992,-6130996
"1CME","MGM-31 PERSHING","Ordnance and Missiles",1993,-6843569
"1CMF","1CMF","Space Systems",1993,17006024
"1CMH","MQM-40/42 REDHEAD/ROADRUN","Aircraft",1990,98000
"1CMJ","FIM-43 REDEYE (LONGBOW)","Ordnance and Missiles",1991,-87000
"1CML","MGM-52 LANCE","Ordnance and Missiles",1990,7867000
"1CML","MGM-52 LANCE","Ordnance and Missiles",1991,5474000
"1CML","MGM-52 LANCE","Ordnance and Missiles",1992,4803224
"1CML","MGM-52 LANCE","Ordnance and Missiles",1993,-5157981
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1990,45056000
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1991,15253000
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1992,12686918
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1993,7202708
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1994,8206980
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1995,10302832
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1996,10899985
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1997,16573943
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1998,137627
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",1999,-1291492
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",2000,66600
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",2001,1093507
"1CMN","MIM-72 CHAPARRAL","Ordnance and Missiles",2002,216587
"1CMS","MGM-71 TOW","Ordnance and Missiles",1990,174940000
"1CMS","MGM-71 TOW","Ordnance and Missiles",1991,618151000
"1CMS","MGM-71 TOW","Ordnance and Missiles",1992,657343565
"1CMS","MGM-71 TOW","Ordnance and Missiles",1993,225868828
"1CMS","MGM-71 TOW","Ordnance and Missiles",1994,19760255
"1CMS","MGM-71 TOW","Ordnance and Missiles",1995,984830
"1CMS","MGM-71 TOW","Ordnance and Missiles",1996,2121894
"1CMS","MGM-71 TOW","Ordnance and Missiles",1997,1931356
"1CMS","MGM-71 TOW","Ordnance and Missiles",1998,1743750
"1CMS","MGM-71 TOW","Ordnance and Missiles",1999,-7480810
"1CMS","MGM-71 TOW","Ordnance and Missiles",2000,817860
"1CMS","MGM-71 TOW","Ordnance and Missiles",2001,642000
"1CMS","MGM-71 TOW","Ordnance and Missiles",2003,35000
"1CMU","M-77 DRAGON","Missile Defense",1990,115000
"1CMU","M-77 DRAGON","Missile Defense",1991,-303000
"1CMU","M-77 DRAGON","Missile Defense",1992,115274
"1CMU","M-77 DRAGON","Missile Defense",1993,-161798
"1CMU","M-77 DRAGON","Missile Defense",1995,7016086
"1CMU","M-77 DRAGON","Missile Defense",1996,4294821
"1CMU","M-77 DRAGON","Missile Defense",1997,10475373
"1CMU","M-77 DRAGON","Missile Defense",1998,6425220
"1CMU","M-77 DRAGON","Missile Defense",2001,364576
"1CMU","M-77 DRAGON","Missile Defense",2002,-160144
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1990,30800000
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1991,28111000
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1992,17934769
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1993,22154282
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1994,11579391
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1995,25841025
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1996,25005171
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1997,37461217
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1998,26229362
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",1999,16705637
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",2000,3354594
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",2001,7153838
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",2002,5970948
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",2003,22821245
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",2009,-86347.8281
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",2010,-12790.3096
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",2011,-159244.2031
"1CMZ","FAADS C21 (SHORAD)","Missile Defense",2020,0
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1990,136142000
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1991,293357000
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1992,175065541
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1993,254133659
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1994,133051439
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1995,112237903
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1996,75428912
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1997,187696399
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1998,132498585
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",1999,140013799
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",2000,12959020
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",2001,17856642
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",2002,14122060
"1CNA","STINGER (RMP)  MANPORTABL","Missile Defense",2003,11544487
"1CNB","ASSAULT BREAKER","Space Systems",1991,-284000
"1CNB","ASSAULT BREAKER","Space Systems",1992,239349
"1CNB","ASSAULT BREAKER","Space Systems",1993,590020
"1CNB","ASSAULT BREAKER","Space Systems",1994,3426960
"1CNC","QM-107 GD MSL TGT SYS",NA,1990,2790000
"1CNC","QM-107 GD MSL TGT SYS",NA,1991,3583000
"1CNC","QM-107 GD MSL TGT SYS",NA,1992,3805472
"1CNC","QM-107 GD MSL TGT SYS",NA,1993,898720
"1CNC","QM-107 GD MSL TGT SYS",NA,1994,3708467
"1CNC","QM-107 GD MSL TGT SYS",NA,1995,3582247
"1CNC","QM-107 GD MSL TGT SYS",NA,1996,7417103
"1CNC","QM-107 GD MSL TGT SYS",NA,1997,5532349
"1CNC","QM-107 GD MSL TGT SYS",NA,1998,13289657
"1CNC","QM-107 GD MSL TGT SYS",NA,1999,7735904
"1CNC","QM-107 GD MSL TGT SYS",NA,2000,6148919
"1CNC","QM-107 GD MSL TGT SYS",NA,2001,8933898
"1CNC","QM-107 GD MSL TGT SYS",NA,2002,-429352
"1CNC","QM-107 GD MSL TGT SYS",NA,2003,100259
"1CND","FOG-M MISSILE (FAADS NLOS","Ordnance and Missiles",1992,10061569
"1CNG","U S ROLAND","Missile Defense",1991,1307000
"1CNG","U S ROLAND","Missile Defense",1992,-365611
"1CNG","U S ROLAND","Missile Defense",1993,-1e+05
"1CNL","ARMY TACTICAL MISSILE SYS","Ordnance and Missiles",1991,43000
"1CNL","ARMY TACTICAL MISSILE SYS","Ordnance and Missiles",1992,94162
"1CNL","ARMY TACTICAL MISSILE SYS","Ordnance and Missiles",1994,461868
"1CNL","ARMY TACTICAL MISSILE SYS","Ordnance and Missiles",1995,3401507
"1CNL","ARMY TACTICAL MISSILE SYS","Ordnance and Missiles",1996,198910
"1CNL","ARMY TACTICAL MISSILE SYS","Ordnance and Missiles",1997,401992
