"SimpleArea","ProductServiceOrRnDarea","ProductOrServiceCode","ProductOrServiceCodeText","MDAcat","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Products","Launchers & Munitions","1398","AMMUNITION HANDLING & SERVICING EQ","Launcher, Munition, Missile, or Space Product",9111000,11383424,5400966,-1350959,2788310,496290,28161903,2515495,2170847,1880936,1817795,31598724,1944366,3134603,13678951.2013,7748895.0901,68110569.4997,88926518.8464,45392578.8046,12417194.5395,9742517.9915,11730986.436,7869275.145,834551.5497,3918956.8402,1941588.5856,9926779.5552,1633811.8663,4047605.5296,9377368.8329,17602628.8966
"Products","Missiles & Space","1410","GUIDED MISSILES","Launcher, Munition, Missile, or Space Product",2310511000,3763821051,2073466493,2389282559,2375589886,1751537733,1900617921,1958399041,1106469646,1189155050,1803767447,2114754227,4262909022,4122287847.25,5473261693,5184308145,5188731471.5313,5633561047.7478,6065644368.0409,6408473562.8046,5590856533.6987,5733327878.0779,6427574863.4615,7394237218.36,4378187956.44,4971826983.4325,5050838848.677,6438001059.122,10851187314.0822,12347799582.1486,18018289780.7715
"Products","Missiles & Space","1420","GUIDED MISSILE COMPONENTS","Launcher, Munition, Missile, or Space Product",814161000,1071099177,1263624325,851697866,1112767923,957105571,822704557,852318124,1207856822,836181615,512990030,964603265,537136447.2734,1129530675.3008,1260665615,1651944241,1472825953.3501,1187286023.6912,1631438327.9109,393972598.2687,1212603644.1776,1181156559.0887,2639048037.0756,2556406127.4541,2771154568.5685,3606527741.6897,3453926051.0477,2206893609.4808,3744778279.8055,4273251902.2701,1838830787.8245
"Products","Missiles & Space","1425","GUIDED MISSILE SYSTEMS, COMPLETE","Launcher, Munition, Missile, or Space Product",2145656000,1347969000,1542787635,955181041,240560274,197338746,91726145,115906643,209404222,1002090532,491071255,349482479,389197729,192534154,275663743,261990950,606306222,651683024.738,704750267.0078,406909596.5061,420898761.1386,286535039.1494,352999582.7554,182061418.5,556304859.34,1448152253.17,1076193639.7929,1416298241.5989,2062945592.4394,2534746497.6596,2956083076.5508
"Products","Missiles & Space","1427","GUIDED MISSILE SUBSYSTEMS","Launcher, Munition, Missile, or Space Product",903667000,427956246,220719046,175156134,113500007,249105843,233747436,376718827,485624691,450920062,409215835,514324210,547617288,407690754,484801874,144588436,164241034,83475929.8203,369205844.3555,189746856.1367,479907263.4354,418248990.0976,642194630.596,558987666.7,1060643665.26,726706568.4838,656295049.5934,772012650.1646,872683194.4599,717269410.6679,735862402.7332
"Products","Missiles & Space","1430","GUIDED MISSILE REMOTE CONT SYSTEMS","Launcher, Munition, Missile, or Space Product",119780000,410365571,185854466,301738978,70800610,75261973,52345812,75527017,56235613,88802610,111260155,91638141,83146051,150372603,134684711,45487753,46508950.5938,50409612.8356,76363614.9809,95773310.8127,88665587.4373,87044140.3076,573958958.4301,241186703.63,262166236,261886260.5097,229395599.0644,158397154.6281,42487235.5825,75229576.8781,55150990.2348
"Products","Missiles & Space","1440","LAUNCHERS, GUIDED MISSILE","Launcher, Munition, Missile, or Space Product",752829000,477555836,703724684,397936870,363585347,667646181,362596980,268285242,547285816,369600351,300366139,196879735,333698822,263044753,419086360,255608329.5408,733143784.0597,793196192.6979,1000635458.8538,1352334239.1051,744934496.7738,518066444.0795,321877744.5246,213341148.9601,781796762.6663,866200109.3975,1054672406.311,217806445.0975,224489747.3452,358146716.3704,554655012.5062
"Products","Missiles & Space","1450","GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT","Launcher, Munition, Missile, or Space Product",550001000,974176427,190776026,781334752,258094071,82343341,137327046,117945029,112722475,16338876,98435888,80767887,105748564,93525160,149771618,25919315,28970266,6173357.5123,17038472.1863,21568560.5708,15265283.2866,7424140.2666,143132177.4509,546707238.32,33980023.0296,37922537.8052,34535924.4027,31671359.5193,27007319.3054,22525903.015,45452863.5948
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",,765000,903963,-307045,,,,,,,,,,,55628,6759376,42885155,14087967,2236107.3828,9223447,12073996.5859,14212970.6016,11616579.7734,6271593.54,12284523.93,15035753.5937,21048323.9805,15639634.5,69474657.8027,8686409.6797,14546657.1506
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",,177000,,,,,,,,,,,,,1986338,,11264124,,0,943746,0,0,-895758.5625,720320,,-39056.4297,,,,,
"Products","Aircraft","1540","GLIDERS","Other via Platform Portfolio",,,,,,,,,,,,,,,,4478,,,,,,,,,,,,,,,
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",,,47218318,4002868,,,,,,,1817096,23594712,4876483,24674692,,138000,,556195.5,,,-682.5,,,,,,,,,,4247.4502
"Products","Missiles & Space","1555","Space Vehicles","Launcher, Munition, Missile, or Space Product",,,,,,,,,,,,,,,,,,,,,,,,,,,19474435.3605,104796151.6503,98845321.6368,506380655.7148,454889240.9531
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",,1863000,143322,600658,386608,848772,330707,399099,4948482,2175270,648251,197059,3327371,1746471,8336832,1239622,,10062543.3594,1526139.88,242160,17108,690410.4376,587767.3984,1844911.4993,1109163.4,-33096531.8474,1340780.3511,773100,3036,-208756.3125,51000
"Products","Aircraft","1610","AIRCRAFT PROPELLERS AND COMPONENTS","Other via Platform Portfolio",,,,,,,,,,,,,363569,,,,,,,14555.2402,-444.19,,,,,,572,,,,
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",,,,,,,,,,,,106954,,,0,,,,,2725115,151254,429186,0,105196.08,,3300,73056.8506,77780.5,-2300,,5224305
"Products","Aircraft","1620","AIRCRAFT LANDING GEAR COMPONENTS","Other via Platform Portfolio",,,,,,,,,,,,,,,,-2811,,,,,,,,,,,,,,4825,
"Products","Aircraft","1630","AIRCRAFT WHEEL AND BRAKE SYSTEMS","Other via Platform Portfolio",,47000,,,,,,,,,,,,57285,,,,,,,,,,,,,24521.0391,,,,
"Products","Aircraft","1640","AIRCRAFT CONTROL CABLE PRODUCTS","Other via Platform Portfolio",,,,,,,,,,,,,,,,0,,2645,,10502,60062.8711,,,,,,,,,,
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",,82000,,,,,,,68406,480345,,43663,301374,10458038,2108604,7020779.1563,8120,289166.9063,425341,735825.9902,1204417.5898,255842,,128385.72,9274.71,0,55026.6992,0,1328700,,
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",,,,95381,,,321568,,,,,,,,,55764,12240,,,,,,50596,38626.2,-1248,,,,860010.6875,,430005.3438
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",-1409000,94000,-648482,,,164271,,,,,,,969321,527952,11332,,72745,76903,73578,0,12966.3701,0,26961,2451,4895.52,,111146.6172,742500,5362250,2188367.75,19950
"Products","Missiles & Space","1675","Space Vehicle Component","Launcher, Munition, Missile, or Space Product",,,,,,,,,,,,,,,,,,,,,,,,,,,5784538.2808,82104475.794,135276968.1148,302246733.5547,269929670.4058
"Products","Missiles & Space","1677","Space Vehicle Remote Control Systems","Launcher, Munition, Missile, or Space Product",,,,,,,,,,,,,,,,,,,,,,,,,,,134879.1391,,,,
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",21978000,5120000,18648350,-36254,687651,492505,-2342348,367649,,1528284,2107134,1721177,291889,-7357,8657017,10905067,8477307,9374776,13301119.5469,34972319.2501,18829528.9027,12927916.2084,1202896.0001,1456121.11,4285048.22,14170087.4299,9941884.0415,4942295.03,11397019.3401,8692619.2032,3747731.7344
"Products","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Other via Platform Portfolio",,40000,,,,,,,,,,,,,,,,,,2664,,,,65249.49,11047.5,70495.25,,,264646.9688,,
"Products","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Other via Platform Portfolio",,-861000,,,,,,,,,,,,,731000,152773,,,0,,,,,0,,,,,,,
"Products","Missiles & Space","1725","Space Vehicle Launchers","Launcher, Munition, Missile, or Space Product",,,,,,,,,,,,,,,,,,,,,,,,,,,95278,5063,30439,285000,
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",110000,,537343,5999370,40794,6838281,7784071,10041655,13875976,,810860,298065,151531,26690,,99118,339313.75,4651.3999,,1093.25,,2479052,24000,2728026.68,1856982.74,874519.2903,9112467.0655,599774.5,856899.7129,0,0
"Products","Missiles & Space","1735","Space Vehicle Handling and Servicing Equipment","Launcher, Munition, Missile, or Space Product",,,,,,,,,,,,,,,,,,,,,,,,,,,18793527.749,7969058.266,2332482.0578,1339515.6798,-0.19
"Products","Aircraft","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","Other via Platform Portfolio",,,,,,333504,,,,,,,,,,,41971,,,,,275529,0,30966,,0,14000,,,,
"Products","Missiles & Space","1810","SPACE VEHICLES","Launcher, Munition, Missile, or Space Product",130480000,187042000,478416881,106134624,85111370,108792959,134245439,285934828,259663034,152280036,381866313.0938,425873401,781627312,732672251,1108097184,1056033454.0352,1233764893.4492,1225297230.919,2216395095.648,3127053828.678,2464763620.226,2926652251.6263,3688109358.5275,1417460418.81,1901763282.67,794030795.4358,1046488852.4704,461911699.5062,590907024.6534,533099495.2022,180310312.7813
"Products","Missiles & Space","1820","SPACE VEHICLE COMPONENTS","Launcher, Munition, Missile, or Space Product",257186000,351058000,145480920,85450631,32273525,74839375,56162987,25447287,86114794,19629171,109462492,952150047,515799562,111342511.3789,688892547.8398,774832324.6848,752884022.98,686811428.4222,818668908.0491,664995226.5989,694676058.144,782396187.299,881273594.4661,842608619.25,932946348.0541,889584244.1128,1012219032.0738,892552496.9838,644209272.6325,512445581.3961,370986924.6487
"Products","Missiles & Space","1830","SPACE VEHICLE REMOTE CONT SYSTEMS","Launcher, Munition, Missile, or Space Product",48388000,91693000,74357096,46374747,7921494,1417866,50792469,32953631,27313265,43669051,35740525,19625484,18774218,20532812,35233775,24284749,30489632,28855332.715,31421406.793,32781882.254,33252286.5654,40632397.8247,30537688.7178,8267798.32,4953024.91,57930.5801,-6193.6401,-35106.25,,0,0
"Products","Missiles & Space","1840","SPACE VEHICLE LAUNCHERS","Launcher, Munition, Missile, or Space Product",368067000,36511000,51478924,64562363,39608543,59237576,18926367,5308446,495000,5590843,28161337,27723000,-740000,24122,1436647,382690229.73,458163566,560697928.375,899363720.4531,899323977.7402,688698068.4599,454503537.4415,310795607.791,185879285.73,231762327.12,247726922.0498,245563794.1076,263962106.9062,287297766.1401,,
"Products","Missiles & Space","1850","SPACE VEHICLE HANDLING & SERVICE EQ","Launcher, Munition, Missile, or Space Product",33000,,,,,774768,120000,41880,,,4748762,3616000,2224949,171836,30944585,11028497.6299,37916671.8809,16245735.9804,66416655,56171182.7402,24537786.4688,38492721.6641,29337828.2183,4681139.6,663698.85,546790.7283,,0,,,
"Products","Missiles & Space","1860","SPACE SURVIVAL EQUIPMENT","Launcher, Munition, Missile, or Space Product",,,,,1186481,,,,3e+05,9727573,4869567,5313273,7312697,11507420,10066982,10484623.91,7834888.1201,2242485.3395,15750286.9481,5436211.3576,8838105.71,10234465.1281,13755232.6999,3704327.79,8238822.98,356215.0313,0,0,,0,
"Products","Ships","1902","CRUISERS","Other via Platform Portfolio",,,,,,,20273071,21483560,21924374,60170511,36088759,19549067,3444505,9351423,,,36278199,65794401,59970967,64541152,66099181,59855500,29298301,-3755647,-1791213,0,,,,,
"Products","Ships","1903","DESTROYERS","Other via Platform Portfolio",,,,,,,,,,102450,,,,,,,0,0,0,2242340.25,530530.8125,0,,,,0,,,,,
"Products","Ships","1904","SUBMARINES","Other via Platform Portfolio",,,-597954,,,,,,,,,,,,,,,,,486946,,,,,-198940,,,,,,
"Products","Ships","1905","COMBAT SHIPS AND LANDING VESSELS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,865480,2802989,99407,-47486,,,,,
"Products","Ships","1906","MINELAYERS ADN MINESWEEPERS","Other via Platform Portfolio",,,1617551,1196460,,183918,,,,,,,,,,,,,,,,,,,,,,,,,
"Products","Ships","1910","TRANSPORT VESSELS, PASSENGER AND TROOP","Other via Platform Portfolio",,,,,,,,,,,,,,111592,,,,,,,,,,,,,,,,,
"Products","Ships","1915","CARGO AND TANKER VESSELS","Other via Platform Portfolio",,,,,,,,,,,,,,,,18231,,,,,,,,,,,,,,,
"Products","Ships","1920","FISHING VESSELS","Other via Platform Portfolio",,-70000,719289,,560000,-62530,,,159187,,,,,,,,,58835,48387,,,49052.499,,19800,66690,,,,,,
"Products","Ships","1921","TUGS AND TOWBOATS","Other via Platform Portfolio",,,,,,,,,,,,,,,150420,11200,,,,,,,,,,,,,,,
"Products","Ships","1925","SPECIAL SERVICE VESSELS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"Products","Ships","1930","BARGES AND LIGHTERS, CARGO","Other via Platform Portfolio",,,,,,,,,,,,,,,,,9759498,48797488,,,,,,,,,,,,,
"Products","Ships","1940","SMALL CRAFT","Other via Platform Portfolio",1466000,60000,,324186,,,,,,,,,,,113218,,26000,,,,,,,61758,,,,,,,
"Products","Ships","1945","PONTOONS AND FLOATING DOCKS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,90990,,,28977,,,
"Products","Ships","1955","DREDGES","Other via Platform Portfolio",,,,,,,59178,,,,,,,,,,,,,,,,,,,,,,,,
"Products","Ships","1990","MISCELLANEOUS VESSELS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,6027812.1875,8846806.1719,6244696.48,6771715.04,2287337.9375,585460.5801,0,0,,
"Products","Ships","2010","SHIP AND BOAT PROPULSION COMPONENTS","Other via Platform Portfolio",229000,46000,55524,,,,,,,,,,0,,,321828,238157,,4320971,63480,190440,137910,,,132812.52,186277.5228,236078.9219,150524.1992,,0,613821.0625
"Products","Ships","2020","RIGGING AND RIGGING GEAR","Other via Platform Portfolio",,,,,,,,,,,,,,,,97290,,5440327,-33389.9883,,,,,,,,,,,,
"Products","Ships","2030","DECK MACHINERY","Other via Platform Portfolio",41000,534000,,,,,,,,,,,,,,,,,10180,,,,304551.8907,80724.9,80724.9,7256.9985,362860.1876,181430.1015,,,
"Products","Ships","2040","MARINE HARDWARE AND HULL ITEMS","Other via Platform Portfolio",,349000,30000,,,,385978,255000,,,81288,,,,,80193,,3626,,68574,22584,6255,59800,76530,59482.4,,,310569,31473,0,912.8
"Products","Ships","2050","BUOYS","Other via Platform Portfolio",49000,-32000,92208,,-31200,,,,,,,,,,,,,,,,,,,,,,,,,,
"Products","Ships","2090","MISC SHIP & MARINE EQ","Other via Platform Portfolio",,,172586,146355,68050,119507,,,20684000,16866000,1319031,2968863,9626846,2267453,,60778,56473,6704,3464,14074019.5,14307622,7868154,6781721.2402,8359118,238589.53,430873.4058,0,8100,24256.79,-245.5,272275.7968
"Products","Ground Vehicles","2220","RAIL CARS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,2999000,1588000,16304000,,0
"Products","Ground Vehicles","2230","RAILROAD RIGHT OF WAY CONSTR EQ","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,141803.9844,0,,,,,,312500
"Products","Ground Vehicles","2305","GROUND EFFECT VEHICLES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,64980,,,6139.5198,61983.3389,2566986.4376,8599635.2502,1483798.55,9386775.0113,682300,25635,0,0,0,
"Products","Ground Vehicles","2310","PASSENGER MOTOR VEHICLES","Other via Platform Portfolio",,2608000,-605435,,,,,,,,35413,,,,-345,,,25256,159056,93892,8276797.5,449712.6679,247350.2305,311365.06,62052.84,6583.0001,1166.0498,-25838.75,79262.0234,8280,11808
"Products","Ground Vehicles","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","Other via Platform Portfolio",,8636000,,855156,217450,,,,,,50471,,,15725,25690,411143,54710,42976.5,21804,,5039174.9697,302077.75,2128,-14232,,-17200.5801,,,,,140280
"Products","Ground Vehicles","2330","TRAILERS","Other via Platform Portfolio",-122000,,,,,,,,177060,,,,,,18200,290059,,,,13889,456321.9629,1349.9,9609.9902,100227.07,,,,4068518,,554080,179722.5898
"Products","Ground Vehicles","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,9900,,13298,18788.3008,8073.8398,,,,,10327,,,238764.5469,
"Products","Ground Vehicles","2350","COMBAT ASSAULT & TACTICAL VEH","Other via Platform Portfolio",,,50000,399665,,4148994,1906351,3693000,36466,2675322,5096756,54946,42914,548622,691652,107061,2201653,16116147.4531,80454376.8281,13749910.9485,14009971.8549,6475220.951,19009032.875,593636.24,-373318.6,,5676.2202,,647743,311760,65050.4219
"Products","Ground Vehicles","2355","COMBAT ASSAULT AND TACTICAL VEHICLES WHEELED","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,36156,,62776,82569,,220000,0
"Products","Ground Vehicles","2510","VEH CAB BODY FRAME STRUCTURAL COMP","Other via Platform Portfolio",,34000,31118,147352,222215,35200,25998,216273,201080,176555,61920,272089,310575,136036,262561,628093,174596,580751.0801,4592273.7969,6511135.25,14617544.2649,2841280.1736,984323.9649,134017.13,210300.44,453685.6502,1324569.479,120362.9283,3689635.1756,8322913.1456,419706.3371
