Year,Global.Vendor.Name,Number.of.Actions,Dollars.Obligated,ParentID_M,ObligatedAmount,NumberOfActions,FreqCount,Rank,Diff_Amount,Diff_Action,Diff_Freq
2008,UNITED TECHNOLOGIES CORPORATION,13041,8201621967.4,UNITED TECH,8310937107.852,12290,12495,9,-109315140.45200062,751,546
2008,L-3 COMMUNICATIONS HOLDINGS  INC.,12392,6006831672.59,L3 COMMUNICATIONS,7002726176.8238,13775,14356,10,-995894504.2337999,-1383,-1964
2008,KBR  INC.,649,5997089900.64,NA,NA,NA,NA,NA,NA,NA,NA
2008,NAVISTAR DEFENSE LLC,665,4727948333.49,Navistar International,4777846880.3117,650,688,12,-49898546.821700096,15,-23
2008,MACANDREWS & FORBES HOLDINGS INC.,3320,4712820926.42,MACANDREWS AMG HOLDING,NA,NA,NA,NA,NA,NA,NA
2008,ITT CORPORATION,3716,4182766764.86,ITT,4226591754.8917,3311,3444,15,-43824990.03169966,405,272
2008,SAIC  INC.,18054,3881758597.11,SAIC,4402486671.9256,26875,27263,14,-520728074.8155999,-8821,-9209
2008,GENERAL ELECTRIC COMPANY,7312,3439895609.32,GENERAL ELECTRIC,3015302232.1068,6828,6932,17,424593377.2132001,484,380
2008,HUMANA INC.,488,2959865102.6,HUMANA,2954014904.0173,423,437,18,5850198.582699776,65,51
2008,BELL BOEING JOINT PROJECT OFFICE,290,2801354948.05,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],2802521547.461,278,292,20,-1166599.410999775,12,-2
2008,TEXTRON INC.,7961,2793285550.79,TEXTRON,2823414463.6038,8317,8374,19,-30128912.813799858,-356,-413
2008,COMPUTER SCIENCES CORPORATION,4110,2772927223.3,COMPUTER SCIENCES,3423305230.5645,5626,5086,16,-650378007.2644997,-1516,-976
2008,HEALTH NET  INC.,238,2438342941.71,HEALTH NET,2438349120.3576,203,239,21,-6178.64760017395,35,-1
2008,TRIWEST HEALTHCARE ALLIANCE CORP.,245,2366975634,TRIWEST HEALTHCARE ALLIANCE,2368654093.5738,241,246,22,-1678459.573800087,4,-1
2008,THE PUBLIC WAREHOUSING COMPANY KSC,10463,2141188027.04,NA,NA,NA,NA,NA,NA,NA,NA
2008,BECHTEL GROUP  INC.,267,2033961609.58,BECHTEL,1868618023.4782,251,273,27,165343586.10179996,16,-6
2008,URS CORPORATION,3834,2019716428.6,URS,2266633264.9773,3815,3997,23,-246916836.37730026,19,-163
2008,FINMECCANICA SPA,3927,1982775250.02,PARAVANT COMPUTER SYSTEMS [FINMECCANICA SPA],NA,NA,NA,NA,NA,NA,NA
2008,HEWLETT-PACKARD COMPANY,21526,1914397306.65,HEWLETT PACKARD,278389067.3473,3585,3615,131,1636008239.3027,17941,17911
2008,OSHKOSH CORPORATION,3220,1863470025.36,OSHKOSH,1641837378.2483,2460,2520,32,221632647.11169982,760,700
2008,BOOZ ALLEN HAMILTON INC.,4338,1857118081.29,BOOZ ALLEN HAMILTON,1965131436.631,4374,4486,25,-108013355.34100008,-36,-148
2008,HARRIS CORPORATION,2744,1807033159.18,HARRIS,1908770517.5445,2540,2628,26,-101737358.36450005,204,116
2008,FEDERAL EXPRESS CHARTER PROGRAM TEAM ARRANGEMENT,1235,1785873190.83,FEDERAL EXPRESS,NA,NA,NA,NA,NA,NA,NA
2008,BP P.L.C.,72,1719803123.74,BP GLOBAL,1639551928.4894,39,58,33,80251195.2506001,33,14
2008,HONEYWELL INTERNATIONAL INC.,8245,1605129063.15,HONEYWELL,1706167214.9034,7842,8020,30,-101038151.75339985,403,225
2008,ROYAL DUTCH SHELL PLC,121,1594279311.7,ROYAL DUTCH SHELL,1581835130.3398,10,14,34,12444181.360200167,111,107
2008,EVERGREEN INTERNATIONAL AIRLINES,1041,1445897765.35,EVERGREEN INTERNATIONAL,NA,NA,NA,NA,NA,NA,NA
2008,DYNCORP INTERNATIONAL INC.,1035,1427082560.31,DYNCORP INTERNATIONAL,645854386.5782,749,774,67,781228173.7318,286,261
2008,FORCE PROTECTION  INC.,878,1360427188.6,FORCE PROTECTION,1360529103.5439,829,884,38,-101914.94390010834,49,-6
2008,HENSEL PHELPS CONSTRUCTION CO,215,1279912143.25,HENSEL PHELPS CONSTRUCTION,1267383250.5,235,243,41,12528892.75,-20,-28
2008,AMERISOURCEBERGEN CORPORATION,64553,1270761740.59,AMERISOURCEBERGEN,1296426414.5078,67246,67267,40,-25664673.917800188,-2693,-2714
2008,CACI INTERNATIONAL INC,2778,1253887843.35,CACI,1340416895.6082,3025,3098,39,-86529052.25820017,-247,-320
2008,ALLIANT TECHSYSTEMS INC,865,1246757328.23,ALLIANT TECHSYSTEMS OPERATIONS,NA,NA,NA,NA,NA,NA,NA
2008,ROCKWELL COLLINS  INC.,2074,1204278568.45,ROCKWELL COLLINS,1366117286.2932,1852,1947,37,-161838717.84319997,222,127
2008,THE SHAW GROUP INC,972,1135249236.86,SHAW GROUP INC,1068661941.3163,752,812,44,66587295.54369986,220,160
2008,GENERAL ATOMIC TECHNOLOGIES CORPORATION,472,1073008593.31,GENERAL ATOMICS,1074419405.2834,479,486,42,-1410811.973400116,-7,-14
2008,RED STAR ENTERPRISES LTD,16,1069266940.96,RED STAR ENTERPRISES,1069266951.7188,11,16,43,-10.75879991054535,5,0
2008,VALERO ENERGY CORPORATION,21,1043869550.58,VALERO ENERGY,1043869556.5,13,21,45,-5.919999957084656,8,0
2008,THE BAHRAIN PETROLEUM COMPANY B.S.C. (CLOSED),16,1017687602.95,BAHRAIN PETROLEUM COMPANY,1017687607.66,12,16,46,-4.709999918937683,4,0
2008,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,2,918256500,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,NA,NA,NA,NA,NA,NA,NA
2008,MCKESSON CORPORATION,8397,902507009.71,MCKESSON,903791641.984,8346,8348,50,-1284632.2739999294,51,49
2008,VSE CORPORATION,711,900433717.72,VSE,916382729.1865,696,717,49,-15949011.466499925,15,-6
2008,JACOBS ENGINEERING GROUP INC.,2133,895250316.47,JACOBS ENGINEERING GROUP,950603379.3732,2241,2319,47,-55353062.90320003,-108,-186
2008,HAWKER BEECHCRAFT  INC.,155,873897909.86,HAWKER BEECHCRAFT,NA,NA,NA,NA,NA,NA,NA
2008,CARLYLE PARTNERS IV  L.P.,1582,844826996.31,CARLYLE GROUP,NA,NA,NA,NA,NA,NA,NA
2008,CARDINAL HEALTH  INC.,45467,844082138.95,CARDINAL HEALTH,854435145.025,46142,46163,51,-10353006.074999928,-675,-696
2008,EXXON MOBIL CORPORATION,18,792319846.87,EXXON MOBIL,827712142.5,16,19,53,-35392295.629999995,2,-1
2008,THE AEROSPACE CORPORATION,21,768870624.63,THE AEROSPACE,768870623.75,21,21,55,0.8799999952316284,0,0
2008,DELL INC,10648,760171293.02,DELL,786589221.0851,11092,11090,54,-26417928.065100074,-444,-442
2008,GOVERNMENT OF CANADA,1388,754004616.98,GOVERNMENT OF CANADA,NA,NA,NA,NA,NA,NA,NA
2008,THE MITRE CORPORATION,171,753883278.69,THE MITRE,757252654.2734,220,220,57,-3369375.583399892,-49,-49
2008,CERBERUS CAPITAL MANAGEMENT II  L.P,1528,727492658.92,CERBERUS,NA,NA,NA,NA,NA,NA,NA
2008,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,12,724853532.89,MOTOR OILCORINTH REFINERIES SA,724853522.7309,8,12,62,10.15909993648529,4,0
2008,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,161,689532197.38,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,690979861.871,169,169,64,-1447664.4910000563,-8,-8
2008,FLUOR CORPORATION,591,672082319.78,FLUOR,672227529.8797,561,592,65,-145210.09969997406,30,-1
2008,MANTECH INTERNATIONAL CORPORATION,983,656970368.3,MANTECH INTL A,596797785.478,796,821,69,60172582.82199991,187,162
2008,SUPREME FOODSERVICE AG,4453,647150277.81,SUPREME GROUP,736772403.1992,4442,4450,59,-89622125.38920009,11,3
2008,AFOGNAK NATIVE CORPORATION,3544,616822539.48,AFOGNAK NATIVE,NA,NA,NA,NA,NA,NA,NA
2008,ROLLS-ROYCE GROUP PLC,1189,582706133.02,ROLLS ROYCE,621171161.7648,1226,1278,68,-38465028.74479997,-37,-89
2008,RO DEFENCE PROJECTS LTD,47,579754142.06,NA,NA,NA,NA,NA,NA,NA,NA
2008,THE INTERPUBLIC GROUP OF COMPANIES INC,566,537209809.79,INTERPUBLIC GROUP OF COMPANIES,512266422.1342,532,537,74,24943387.655799985,34,29
2008,JOHNS HOPKINS UNIVERSITY,1078,527344686.67,JOHNS HOPKINS UNIVERSITY,740001724.4469,1162,1174,58,-212657037.7769,-84,-96
2008,CHUGACH ALASKA CORPORATION,3220,520551334.46,CHUGACH ALASKA,415404343.0246,2623,2633,88,105146991.43539995,597,587
2008,QINETIQ GROUP PLC,1312,508612855.99,QINETIQ GROUP,427296350.9418,1014,1049,86,81316505.04820001,298,263
2008,BATTELLE MEMORIAL INSTITUTE INC,2324,507084450.1,BATTELLE,580478146.8274,2233,2290,70,-73393696.72739995,91,34
2008,KONGSBERG GRUPPEN ASA,204,502014338.58,KONGSBERG GRUPPEN,548442635.0004,126,149,71,-46428296.420399964,78,55
2008,TETRA TECH  INC.,1692,496234264.76,TETRA TECH,518740217.2677,1497,1574,72,-22505952.507700026,195,118
2008,FLIR SYSTEMS  INC.,345,493169034.59,FLIR SYSTEMS,513509520.7277,465,510,73,-20340486.13770002,-120,-165
2008,COMBAT SUPPORT ASSOCIATES,44,486591548,COMBAT SUPPORT ASSOCIATES,486591548,44,44,76,0,0,0
2008,GOODRICH CORPORATION,2022,476828255.4,GOODRICH,335963991.4086,1642,1708,105,140864263.9914,380,314
2008,CH2M HILL COMPANIES  LTD,1394,474524561.92,CH2M HILL,701309033.5585,1594,1682,63,-226784471.63850003,-200,-288
2008,AECOM TECHNOLOGY CORPORATION,1105,466802724.14,AECOM TECHNOLOGY,345141256.6667,181,188,102,121661467.47329998,924,917
2008,INTERNATIONAL OIL TRADING COMPANY  LLC,1,456802652.89,INTERNATIONAL OIL TRADING,456802656,1,1,82,-3.1100000143051147,0,0
2008,SIERRA NEVADA CORPORATION,528,456168886.24,SIERRA NEVADA,444850434.0235,424,450,84,11318452.216499984,104,78
2008,THE WALSH GROUP LTD,89,448883169.85,WALSH GROUP,457883171.8486,83,91,81,-9000001.998599946,6,-2
2008,INTERNATIONAL BUSINESS MACHINES CORPORATION,1745,448232135.91,IBM,459147814.5985,1861,1894,80,-10915678.688499987,-116,-149
2008,CLARK ENTERPRISES  INC.,95,443820559.44,NA,NA,NA,NA,NA,NA,NA,NA
2008,PERINI CORPORATION,42,436155211.76,NA,NA,NA,NA,NA,NA,NA,NA
2008,ARCTIC SLOPE REGIONAL CORPORATION,644,435084354.1,ARCTIC SLOPE REGIONAL,365072426.2479,17,20,96,70011927.85210001,627,624
2008,CERADYNE  INC.,82,417761223.66,CERADYNE,417616852.461,69,78,87,144371.19900000095,13,4
2008,HELLFIRE SYSTEMS  LLC,114,413398260.73,HELLFIRE SYSTEMS,413398263.7534,114,114,89,-3.0234000086784363,0,0
2008,SRC  INC.,262,403733239.21,SRC MANAGEMENT,402471633.0816,246,265,90,1261606.1283999681,16,-3
2008,NANA REGIONAL CORPORATION  INC.,1743,402818424.02,NANA REGIONAL,NA,NA,NA,NA,NA,NA,NA
2008,M. A. MORTENSON COMPANIES  INC.,193,379304691.3,MA MORTENSON COMPANY,379576438.8,188,199,92,-271747.5,5,-6
2008,KRAFT FOODS INC.,39825,370697142.59,KRAFT FOODS,344893675.8025,31196,46,103,25803466.787499964,8629,39779
2008,COBHAM PLC,1552,368239839.31,COBHAM PLC,NA,NA,NA,NA,NA,NA,NA
2008,AT&T INC.,10693,366906532.85,AT&T,392732560.7458,11419,6513,91,-25826027.895799994,-726,4180
2008,OWENS & MINOR  INC.,16662,365861498,OWENS & MINOR,365861498,16662,16662,95,0,0,0
2008,DAIMLER AG,293,360066667.3,DAIMLER,363620059.3464,194,229,97,-3553392.0464000106,99,64
2008,CLARK  BALFOUR  BEATTY  A JOINT VENTURE,7,358475382,Clark Construction & Balfour Beatty,728475384,16,16,61,-370000002,-9,-9
2008,WALTON CONSTRUCTION COMPANY  LLC,89,358082427.88,WALTON CONSTRUCTION,358082435.8789,86,89,98,-7.99889999628067,3,0
2008,CUBIC CORPORATION,788,354713165.97,CUBIC,355736533.3808,703,748,99,-1023367.4107999802,85,40
2008,TOMPKINS TURNER GRUNLEY KINSLEY A JOINT VENTURE,19,346376818,TOMPKINS TURNER GRUNLEY KINSLEY A JOINT VENTURE,346376826,19,19,101,-8,0,0
2007,LOCKHEED MARTIN CORPORATION,15870,28544756639.58,LOCKHEED MARTIN,28561100441.1559,17107,17459,1,-16343801.575897217,-1237,-1589
2007,THE BOEING COMPANY,11909,22995150080.09,BOEING,23240850715.7248,12130,12391,2,-245700635.63479996,-221,-482
2007,NORTHROP GRUMMAN CORPORATION,15057,15349895945.82,NORTHROP GRUMMAN,17947989174.2482,16842,17265,3,-2598093228.4282,-1785,-2208
2007,GENERAL DYNAMICS CORPORATION,13919,13657725914.336,GENERAL DYNAMICS,14284596224.8731,15248,15695,4,-626870310.5370998,-1329,-1776
2007,RAYTHEON COMPANY,7252,11067001370.07,RAYTHEON,12220207151.8839,8696,9024,5,-1153205781.8139,-1444,-1772
2007,BAE SYSTEMS PLC,10106,9735891823.05,BAE SYSTEMS PLC [SURVEILLANCE & ATTACK BUSINESS],NA,NA,NA,NA,NA,NA,NA
2007,L-3 COMMUNICATIONS HOLDINGS  INC.,12840,6029594189.24,L3 COMMUNICATIONS,6481697549.4486,13777,14208,8,-452103360.20860004,-937,-1368
2007,UNITED TECHNOLOGIES CORPORATION,12985,5321219670.93,UNITED TECH,5399463028.8755,12135,12319,9,-78243357.94549942,850,666
2007,KBR  INC.,750,4825829495.65,NA,NA,NA,NA,NA,NA,NA,NA
2007,SAIC  INC,18144,3600291895.73,SAIC,4092328634.1262,26298,26623,11,-492036738.3962002,-8154,-8479
2007,HUMANA INC.,480,3403619619.63,HUMANA,3402792740.197,390,431,12,826879.4330000877,90,49
2007,MACANDREWS & FORBES HOLDINGS INC.,3144,3360972194.48,MACANDREWS AMG HOLDING,NA,NA,NA,NA,NA,NA,NA
2007,GENERAL ELECTRIC COMPANY,6577,2480293969.34,GENERAL ELECTRIC,2472754227.5341,5800,5924,17,7539741.805900097,777,653
2007,OSHKOSH TRUCK CORPORATION,2565,2343938263.7,OSHKOSH,2158856719.0888,2000,2062,19,185081544.61119986,565,503
2007,COMPUTER SCIENCES CORPORATION,4106,2290958632.43,COMPUTER SCIENCES,2990845869.6352,5917,5345,16,-699887237.2052002,-1811,-1239
2007,HEALTH NET  INC.,232,2224967117.38,HEALTH NET,2224967120.1934,209,232,18,-2.8133997917175293,23,0
2007,ITT CORPORATION,2168,2204059767.94,ITT,3215038802.6692,3268,3392,14,-1010979034.7291999,-1100,-1224
2007,ROYAL DUTCH SHELL PLC,129,2118387544.76,ROYAL DUTCH SHELL,1965320289.2969,18,23,21,153067255.46309996,111,106
2007,TRIWEST HEALTHCARE ALLIANCE CORP.,225,2110825320.26,TRIWEST HEALTHCARE ALLIANCE,2110825331.5209,208,222,20,-11.260900020599365,17,3
2007,TEXTRON INC.,6645,2059843214.42,TEXTRON,3051719656.2963,7500,7568,15,-991876441.8762999,-855,-923
2007,ELECTRONIC DATA SYSTEMS CORPORATION,22706,1935642659.65,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],1943342073.7489,22752,754,22,-7699414.098899841,-46,21952
2007,BELL BOEING JOINT PROJECT OFFICE,317,1901454598,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],1901704574,307,318,23,-249976,10,-1
2007,AGILITY,4225,1805282231.48,AGILITY DEFENSE & GOVERNMENT SERVICES,1844139408,4240,4264,24,-38857176.51999998,-15,-39
2007,DRS TECHNOLOGIES  INC.,3536,1772582603.85,DRS,935845087.9454,1061,1105,43,836737515.9045999,2475,2431
2007,URS CORPORATION,4146,1579786638.01,URS,1599239435.6729,4201,4352,30,-19452797.66289997,-55,-206
2007,BOOZ ALLEN HAMILTON INC.,3866,1566129262.59,BOOZ ALLEN HAMILTON,1644713962.8259,3905,3993,29,-78584700.23590016,-39,-127
2007,HONEYWELL INTERNATIONAL INC,8214,1514040514.55,HONEYWELL,1674385685.5131,7893,8091,27,-160345170.96309996,321,123
2007,HARRIS CORPORATION,2172,1508788142.79,HARRIS,1672495282.9129,2400,2463,28,-163707140.1229,-228,-291
2007,AMERISOURCEBERGEN CORPORATION,63892,1455008752,AMERISOURCEBERGEN,1484118291,66645,66646,31,-29109539,-2753,-2754
2007,FEDERAL EXPRESS CHARTER PROGRAM TEAM ARRANGEMENT,1280,1345887845.01,FEDERAL EXPRESS,NA,NA,NA,NA,NA,NA,NA
2007,BECHTEL GROUP  INC,214,1341254838.31,BECHTEL,1337368006.762,227,251,35,3886831.547999859,-13,-37
2007,CERBERUS CAPITAL MANAGEMENT II  L.P.,1413,1284713542.87,CERBERUS,NA,NA,NA,NA,NA,NA,NA
2007,INTERNATIONAL MILITARY AND GOVERMENT LLC,85,1166805360.52,NA,NA,NA,NA,NA,NA,NA,NA
2007,ROCKWELL COLLINS  INC.,1480,1149150762.68,ROCKWELL COLLINS,1373087244.3476,1503,1562,33,-223936481.66759992,-23,-82
2007,FORCE PROTECTION  INC,192,1139559711.16,FORCE PROTECTION,1141162034.649,160,164,37,-1602323.4889998436,32,28
2007,CACI INTERNATIONAL INC,2647,1131446218.9,CACI,1193035802.6422,3011,3067,36,-61589583.7421999,-364,-420
2007,EVERGREEN INTERNATIONAL AIRLINES  INC.,834,1105610722.97,EVERGREEN INTERNATIONAL,NA,NA,NA,NA,NA,NA,NA
2007,EDO CORPORATION,1348,1089774596.23,EDO ACQUISITION II,NA,NA,NA,NA,NA,NA,NA
2007,VALERO ENERGY CORPORATION,13,1027333705.97,VALERO ENERGY,1027333694,9,13,39,11.97000002861023,4,0
2007,ALLIANT TECHSYSTEMS INC,803,992969478.04,ALLIANT TECHSYSTEMS OPERATIONS,NA,NA,NA,NA,NA,NA,NA
2007,BP P.L.C.,75,959186512.93,BP GLOBAL,953633579.8633,42,57,42,5552933.066699982,33,18
2007,GENERAL ATOMIC TECHNOLOGIES CORPORATION,390,931295602.18,GENERAL ATOMICS,971888040.2274,380,390,41,-40592438.0474,10,0
2007,EXXON MOBIL CORPORATION,8,927196354.68,EXXON MOBIL,1019515470.8189,32,37,40,-92319116.13890004,-24,-29
2007,CARDINAL HEALTH  INC.,39689,888474096.32,CARDINAL HEALTH,900467163.9699,40242,40264,44,-11993067.64989996,-553,-575
2007,THE MITRE CORPORATION,146,714639927.11,THE MITRE,721334649.6576,198,198,47,-6694722.547600031,-52,-52
2007,DELL INC,10508,689639059.48,DELL,785902409.6645,11816,11835,46,-96263350.18449998,-1308,-1327
2007,MCKESSON CORPORATION,8151,676069537,MCKESSON,794442961,9668,9668,45,-118373424,-1517,-1517
2007,VSE CORPORATION,677,667906864.96,VSE,650791230.5215,652,671,51,17115634.438500047,25,6
2007,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,201,643693881.19,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,645224128.1835,209,211,52,-1530246.9934999943,-8,-10
2007,GOVERNMENT OF CANADA,1542,642682024.36,GOVERNMENT OF CANADA,NA,NA,NA,NA,NA,NA,NA
2007,THE CHARLES STARK DRAPER LABORATORY INC,129,631219347.4,CHARLES STARK DRAPER LABORATORY,631219353.3994,124,139,54,-5.999400019645691,5,-10
2007,SK HOLDINGS CO.  LTD.,6,623282322.97,SK GROUP,605444455.75,10,16,57,17837867.22000003,-4,-10
2007,HENSEL PHELPS CONSTRUCTION CO,161,617931240,HENSEL PHELPS CONSTRUCTION,713260219,163,171,48,-95328979,-2,-10
2007,THE AEROSPACE CORPORATION,13,612025222.2,THE AEROSPACE,612025234.25,13,13,55,-12.049999952316284,0,0
2007,INSTITUTE FOR DEFENSE ANALYSES INC,27,603492323,INSTITUTE FOR DEFENSE ANALYSES,603492336,27,27,59,-13,0,0
2007,INTERNATIONAL OIL TRADING CO LIMITED,4,601287567.13,INTERNATIONAL OIL TRADING,601287574.75,3,4,60,-7.620000004768372,1,0
2007,ROLLS-ROYCE GROUP PLC,995,601126440.64,ROLLS ROYCE,563721211.4991,1012,1046,63,37405229.140900016,-17,-51
2007,UNITED INDUSTRIAL CORPORATION,368,562431551.75,UNITED INDUSTRIAL,NA,NA,NA,NA,NA,NA,NA
2007,JACOBS ENGINEERING GROUP INC.,1743,561045116.01,JACOBS ENGINEERING GROUP,573906865.9323,1793,1846,62,-12861749.922299981,-50,-103
2007,CH2M HILL COMPANIES  LTD,1465,535805215.05,CH2M HILL,609633875.4376,1481,1615,56,-73828660.3876,-16,-150
2007,AFOGNAK NATIVE CORPORATION,2686,523613141.32,AFOGNAK NATIVE,NA,NA,NA,NA,NA,NA,NA
2007,BATTELLE MEMORIAL INSTITUTE,2338,517221761.75,BATTELLE,512241244.9803,2249,2300,70,4980516.769699991,89,38
2007,TETRA TECH  INC.,1526,508126108.68,TETRA TECH,556774938.4619,1733,1810,64,-48648829.78189999,-207,-284
2007,A.P. MOLLER - MARSK A/S,231,503627621.42,AP Moller MAERSK,533513908,136,248,65,-29886286.579999983,95,-17
2007,HOPKINS JOHNS UNIVERSITY,870,502190491.74,JOHNS HOPKINS UNIVERSITY,667738776.7728,878,896,50,-165548285.03279996,-8,-26
2007,SUPREME FOODSERVICE AG,2080,499785554.87,SUPREME GROUP,376732467,2049,2054,84,123053087.87,31,26
2007,ARINC MANAGEMENT CORPORATION,1382,493417617.03,ARINC [Carlyle Group],494009651.2414,1467,1492,71,-592034.211400032,-85,-110
2007,INTERPUBLIC GROUP OF COMPANIES  INC.,494,476999179.83,INTERPUBLIC GROUP OF COMPANIES,468634817.8652,465,474,73,8364361.9648,29,20
2007,COMBAT SUPPORT ASSOCIATES,18,476472396.43,COMBAT SUPPORT ASSOCIATES,476472393.4375,18,18,72,2.9925000071525574,0,0
2007,CERADYNE INC,56,463641965,CERADYNE,463641975,47,56,74,-10,9,0
2007,ENVIRONMENTAL CHEMICAL CORPORATION,363,456643427.22,ENVIRONMENTAL CHEMICAL,526926279.7625,376,405,66,-70282852.54249996,-13,-42
2007,CHUGACH ALASKA CORP,2933,456604290.68,CHUGACH ALASKA,515201241.4714,3055,3150,68,-58596950.791400015,-122,-217
2007,ATLANTIC DIVING SUPPLY  INC,4630,446503559.07,ATLANTIC DIVING SUPPLY,446564680.5445,4619,4632,77,-61121.47450000048,11,-2
2007,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,10,431442559.61,MOTOR OILCORINTH REFINERIES SA,430673065.539,9,11,80,769494.0710000396,1,-1
2007,GE ROLLS-ROYCE FIGHTER ENGINE TEAM  LLC,8,431018947.6,GE ROLLS-ROYCE FIGHTER ENGINE TEAM [GE/ROLLS ROYCE],431018943.6016,8,8,79,3.998400032520294,0,0
2007,VERITAS CAPITAL MANAGEMENT II LLC,300,428379990.93,VERITAS CAPITAL FUND,NA,NA,NA,NA,NA,NA,NA
2007,INTERNATIONAL BUSINESS MACHINES CORPORATION,1401,412527788.95,IBM,429373545.835,1614,1639,81,-16845756.88499999,-213,-238
2007,QINETIQ NORTH AMERICA OPERATIONS LLC,969,410417619.2,QINETIQ GROUP PLC [NORTH AMERICA],NA,NA,NA,NA,NA,NA,NA
2007,BELL HELICOPTER TEXTRON INC,49,407383504.83,NA,NA,NA,NA,NA,NA,NA,NA
2007,SYRACUSE RESEARCH CORP,268,390224902.98,NA,NA,NA,NA,NA,NA,NA,NA
2007,AECOM TECHNOLOGY CORPORATION,462,384891344.15,AECOM TECHNOLOGY,338047253.2321,197,218,94,46844090.917899966,265,244
2007,AT&T INC,8046,373554705.67,AT&T,367416210.5785,8577,4207,86,6138495.091500044,-531,3839
2007,GS HOLDINGS CORP.,5,372207971.83,NA,NA,NA,NA,NA,NA,NA,NA
2007,MINA CORP LTD,4,364420792,MINA CORPORATION,364420804,2,4,88,-12,2,0
2007,REFINERY ASSOCIATES OF TEXAS  INC,8,361264523.94,REFINERY ASSOCIATES OF TEXAS,361264516.5449,6,8,89,7.395099997520447,2,0
2007,THE BAHRAIN PETROLEUM COMPANY B.S.C. (CLOSED),26,360314783.87,BAHRAIN PETROLEUM COMPANY,360314786.1563,25,26,90,-2.286300003528595,1,0
2007,FLUOR CORPORATION,454,357168042.92,FLUOR,359614817.2747,446,472,91,-2446774.3546999693,8,-18
2007,CUBIC CORPORATION,732,356455142.49,CUBIC,358984871.848,696,744,92,-2529729.3579999804,36,-12
2007,DYNCORP TECHNICAL SERVICES INC,918,350962917.27,DYNCORP INTERNATIONAL,604305693.9086,883,901,58,-253342776.6386,35,17
2007,GOODRICH CORPORATION,1869,350313517.51,GOODRICH,287189431.0951,1667,1714,103,63124086.414900005,202,155
2007,OWENS & MINOR  INC.,15304,348953929,OWENS & MINOR,348956929,15305,15305,93,-3e3,-1,-1
2007,KRAFT FOODS INC,39213,348708450.28,KRAFT FOODS,324690740,30831,35,96,24017710.27999997,8382,39178
2007,MANTECH INTERNATIONAL CORPORATION,1235,327634538.37,MANTECH INTL A,454832197.048,1107,1133,75,-127197658.67799997,128,102
2007,JVYS,255,324060956.53,JVYS [YULISTA/SES],324060958.6994,255,255,97,-2.1694000363349915,0,0
2007,BUNDESAMT FUER BAUWESEN UND RAUMORDNUNG,432,322835190.03,NA,NA,NA,NA,NA,NA,NA,NA
2007,THE PROCTER & GAMBLE COMPANY,8917,312342856.73,PROCTER & GAMBLE,300909175.26,4539,16,100,11433681.470000029,4378,8901
2007,HAWKER BEECHCRAFT  INC.,142,311381580.99,HAWKER BEECHCRAFT,NA,NA,NA,NA,NA,NA,NA
2007,M A MORTENSON COMPANIES  INC,158,310959742,MA MORTENSON COMPANY,312078096,173,180,98,-1118354,-15,-22
2007,KONGSBERG GRUPPEN ASA,85,306938201.42,KONGSBERG GRUPPEN,384442247.2002,97,115,83,-77504045.7802,-12,-30
2007,HELLFIRE SYSTEMS  LLC,163,299692235.55,HELLFIRE SYSTEMS,299692240.5471,164,164,101,-4.997099995613098,-1,-1
2006,LOCKHEED MARTIN CORPORATION,10355,27089418407.59,LOCKHEED MARTIN,112522028,36577152,1152,16,26976896379.59,-36566797,9203
2006,THE BOEING COMPANY,10318,19685209761.04,BOEING,139610748,39720501,1251,7,19545599013.04,-39710183,9067
2006,NORTHROP GRUMMAN CORPORATION,12126,16052078854.67,NORTHROP GRUMMAN,138098743,44134039,1390,8,15913980111.67,-44121913,10736
2006,GENERAL DYNAMICS CORPORATION,12010,11568473145.02,GENERAL DYNAMICS,136332965,44611012,1405,9,11432140180.02,-44599002,10605
2006,RAYTHEON COMPANY,5793,9422453632.9,RAYTHEON,89979011,27464615,865,18,9332474621.9,-27458822,4928
2006,KBR  INC.,634,5980228469,NA,NA,NA,NA,NA,NA,NA,NA
2006,BAE SYSTEMS PLC,8586,5925627191.070001,BAE SYSTEMS PLC [SURVEILLANCE & ATTACK BUSINESS],NA,NA,NA,NA,NA,NA,NA
2006,L-3 COMMUNICATIONS HOLDINGS  INC.,8633,4820846860.58,L3 COMMUNICATIONS,115804759,38291706,1206,15,4705042101.58,-38283073,7427
2006,UNITED TECHNOLOGIES CORPORATION,12488,4543177266.62,UNITED TECH,182928446,50007825,1575,6,4360248820.62,-49995337,10913
2006,SAIC  INC,12137,3116435222.17,SAIC,331126696,93030579,2930,3,2785308526.17,-93018442,9207
2006,HUMANA INC.,193,2645110495.41,HUMANA,NA,NA,NA,NA,NA,NA,NA
