fiscal_year	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	majorprogramcode	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	informationtechnologycommercialitemcategory	commercialitemacquisitionprocedures	commercialitemtestprogram	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	placeofperformancezipcode	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	IsSiliconValley	majorprogramcode	IsZipTraditionalSiliconValley	EntityText	EntityID	SumOfobligatedAmount	SumOfnumberOfActions
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	CARAHSOFT TECHNOLOGY	684237	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	IRON BOW TECHNOLOGIES	655976	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium >1B	X	NULL			USA	MD	NULL		NULL		NULL	TETRA TECH	673273	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium >1B	X	NULL			USA	TX	NULL		NULL		NULL	ELBIT SYSTEMS	686424	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	AZ	NULL		NULL		NULL	015732075	1158911	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	CA	NULL		NULL		NULL	079888646	1194189	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	CA	NULL		NULL		NULL	080943302	1172947	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	CA	NULL		NULL		NULL	081368301	1208142	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	CA	NULL		NULL		NULL	087917164	1177285	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	CA	NULL		NULL		NULL	117469389	1210427	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	CA	NULL		NULL		NULL	968003587	1190937	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	CO	NULL		NULL		NULL	831508903	1188848	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	DC	NULL		NULL		NULL	081307652	1176023	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	DC	NULL		NULL		NULL	100653409	1196344	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	DC	NULL		NULL		NULL	164563582	395964	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	FL	NULL		NULL		NULL	130550262	250281	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	FL	NULL		NULL		NULL	191272694	314216	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	ID	NULL		NULL		NULL	079544785	257995	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	080011167	1194266	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	081276229	1195664	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	115243701	255224	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	859244204	603510	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	964928464	682946	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	967259946	624832	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	073647721	144713	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	079930045	1206769	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	080557084	1170572	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	117331583	1210055	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	122367571	253969	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	963243097	669483	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	967845392	1125406	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MI	NULL		NULL		NULL	009485124	23204	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MI	NULL		NULL		NULL	080108679	1168522	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MO	NULL		NULL		NULL	827732798	1215963	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	NJ	NULL		NULL		NULL	076637073	190725	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	NM	NULL		NULL		NULL	031885231	17421	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	NM	NULL		NULL		NULL	079360382	232420	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	NY	NULL		NULL		NULL	051550991	1192806	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	NY	NULL		NULL		NULL	078840730	178360	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	NY	NULL		NULL		NULL	080267386	1169107	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	NY	NULL		NULL		NULL	080706249	1171467	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	NY	NULL		NULL		NULL	117212185	1197925	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	OH	NULL		NULL		NULL	116923022	1196900	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	OH	NULL		NULL		NULL	117561566	1210749	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	OH	NULL		NULL		NULL	153927827	298471	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	SC	NULL		NULL		NULL	078434138	234341	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	TX	NULL		NULL		NULL	043612924	1192593	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	TX	NULL		NULL		NULL	058479934	1193037	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	TX	NULL		NULL		NULL	081084615	1195401	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	UT	NULL		NULL		NULL	827432407	533691	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	013341842	87576	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	080033961	1168332	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	080132615	1168596	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	080159027	1168699	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	117074826	1197363	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	137768482	254876	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	147794171	332326	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	611639688	482502	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	788738503	466929	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	796921406	578455	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	803902639	559654	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	809254530	563043	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	826518255	650657	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	829424220	600137	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	837829084	631432	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	WA	NULL		NULL		NULL	078571830	1206184	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	WA	NULL		NULL		NULL	081127175	1174594	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	WA	NULL		NULL		NULL	161511043	376041	0.0000	NULL
2021	5700	AC13	Aircraft	2255		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	079358600	232189	0.0000	NULL
2021	5700	AC13	Aircraft	2255		DCA	Competition with single offer	One Offer		D	N	FFP	Small	X	USA	VA	201903336	USA	VA	USA	C	NULL		NULL	080033961	1168332	85808.0000	1
2021	5700	AC13	Aircraft	2255		DCA	Competition with single offer	One Offer	Z	D	N	FFP	Small	X	USA	VA	201903336	USA	VA	USA	C	NULL		NULL	080033961	1168332	1230000.0000	2
2021	5700	AC13	Aircraft	2255		DCA	Full Competition (Multiple Offers)	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	CO	809213779	USA	CO	USA	C	NULL		NULL	884457813	579276	653911.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	CA	940651677	USA	CA	USA	C	1		NULL	ORACLE	666305	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	IN	462414812	USA	IN	USA	C	NULL		NULL	ROLLS ROYCE	669552	3242.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	VA	201706008	USA	VA	USA	C	0		NULL	L3 COMMUNICATIONS	658914	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	VA	201903200	USA	VA	USA	C	1		NULL	HEWLETT PACKARD	653379	1500.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	VA	221025150	USA	VA	USA	C	NULL		NULL	KPMG	658588	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	VA	222091742	USA	VA	USA	C	NULL		NULL	DELOITTE	685746	3358.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	WA	980528300	USA	WA	USA	C	NULL		NULL	MICROSOFT	662617	2060.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large: Big 6	X	USA	NM	871233353	USA	NM	USA	C	0		NULL	NORTHROP GRUMMAN	665531	3750.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	CA	940702722	USA	CA	USA	C	NULL		NULL	086035958	298559	3270.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	CO	809207646	USA	CO	USA	C	NULL		NULL	829274674	594916	2714.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	GA	303051800	USA	GA	USA	C	NULL		NULL	061192099	1163723	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	MD	208762711	USA	MD	USA	C	NULL		NULL	801259180	523228	2610.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	MD	210761754	USA	MD	USA	C	NULL		NULL	074103508	151837	3787.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	NJ	079202021	USA	NJ	USA	C	NULL		NULL	081218565	1175285	3450.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	NV	894349651	USA	NV	USA	C	NULL		NULL	SIERRA NEVADA	671157	2844.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	NY	130572953	USA	NY	USA	C	NULL		NULL	354001059	450935	3797.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	201511733	USA	VA	USA	C	NULL		NULL	080921865	1172794	3734.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	201706002	USA	VA	USA	C	NULL		NULL	319321147	410814	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	201706024	USA	VA	USA	C	NULL		NULL	001344142	32337	3331.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	201716353	USA	VA	USA	C	NULL		NULL	IRON BOW TECHNOLOGIES	655976	1794.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	201905230	USA	VA	USA	C	NULL		NULL	CARAHSOFT TECHNOLOGY	684237	2500.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	201911545	USA	VA	USA	C	NULL		NULL	933888141	663197	1980.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium >1B	X	USA	MD	214013400	USA	MD	USA	C	NULL		NULL	TETRA TECH	673273	2760.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium >1B	X	USA	TX	761793598	USA	TX	USA	C	NULL		NULL	ELBIT SYSTEMS	686424	1721.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	AZ	857566903	USA	AZ	USA	C	NULL		NULL	015732075	1158911	3572.0000	2
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	CA	931017602	USA	CA	USA	C	NULL		NULL	079888646	1194189	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	CA	940350001	USA	CA	USA	C	NULL		NULL	968003587	1190937	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	CA	940402586	USA	CA	USA	C	NULL		NULL	081368301	1208142	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	CA	940432723	USA	CA	USA	C	NULL		NULL	080943302	1172947	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	CA	943057408	USA	CA	USA	C	NULL		NULL	087917164	1177285	2390.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	CA	945834323	USA	CA	USA	C	NULL		NULL	117469389	1210427	3120.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	CO	800111538	USA	CO	USA	C	NULL		NULL	831508903	1188848	1051.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	DC	200014593	USA	DC	USA	C	NULL		NULL	100653409	1196344	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	DC	200033711	USA	DC	USA	C	NULL		NULL	164563582	395964	2165.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	FL	328262931	USA	FL	USA	C	NULL		NULL	191272694	314216	3772.0000	2
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	FL	329012648	USA	FL	USA	C	NULL		NULL	130550262	250281	3216.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	ID	837063368	USA	ID	USA	C	NULL		NULL	079544785	257995	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MA	018011753	USA	MA	USA	C	NULL		NULL	967259946	624832	2108.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MA	018016369	USA	MA	USA	C	NULL		NULL	964928464	682946	3783.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MA	021084634	USA	MA	USA	C	NULL		NULL	081276229	1195664	2100.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MA	021384555	USA	MA	USA	C	NULL		NULL	115243701	255224	3768.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MA	021848155	USA	MA	USA	C	NULL		NULL	080011167	1194266	3100.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	207592410	USA	MD	USA	C	NULL		NULL	963243097	669483	1500.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	207592536	USA	MD	USA	C	NULL		NULL	080557084	1170572	2324.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	208144426	USA	MD	USA	C	NULL		NULL	117331583	1210055	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	209103816	USA	MD	USA	C	NULL		NULL	079930045	1206769	3400.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	210462181	USA	MD	USA	C	NULL		NULL	967845392	1125406	3635.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	216662106	USA	MD	USA	C	NULL		NULL	073647721	144713	1010.0000	1
