"Fiscal Year","Contracting Agency ID","Contracting Agency Name","Product or Service Code","Product or Service Description","Base and All Options Value (Total Contract Value)"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","N063","INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","$0.00"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","N067","INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT","($574,555.96)"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","R426","SUPPORT- PROFESSIONAL: COMMUNICATIONS","$0.00"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","R499","SUPPORT- PROFESSIONAL: OTHER","$182,016,178.51"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","R615","SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION","$0.00"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","S112","UTILITIES- ELECTRIC","$13,824,874.26"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","S119","UTILITIES- OTHER","$63,380.88"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","S201","HOUSEKEEPING- CUSTODIAL JANITORIAL","$2,919,957.58"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","S206","HOUSEKEEPING- GUARD","$31,267,328.59"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","X129","LEASE-RENT OF OTHER AIRFIELD STRUCT","($1.37)"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","X1LZ","LEASE/RENTAL OF PARKING FACILITIES","$1,365,000.00"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","Y125","CONSTRUCTION OF AIRPORT TERMINALS","$0.00"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","Y1BE","CONSTRUCTION OF AIRPORT TERMINALS","$8,989,838.64"
"2020","7013","TRANSPORTATION SECURITY ADMINISTRATION","Z2BE","REPAIR OR ALTERATION OF AIRPORT TERMINALS","($1,125,046.01)"
"2020","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","$8,240,841.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","2845","ROCKET ENGINES AND COMPONENTS","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC12","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC15","R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC21","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC23","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC41","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (BASIC RESEARCH)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC54","R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC67","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AD91","R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AD94","R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AD95","R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AR75","R&D- SPACE: COMMERCIAL PROGRAMS (OPERATIONAL SYSTEMS DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","B599","SPECIAL STUDIES/ANALYSIS- OTHER","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","D325","IT AND TELECOM- DATA CENTERS AND STORAGE","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","$0.00"
"2020","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","R799","SUPPORT- MANAGEMENT: OTHER","($2,455.16)"
"2020","9776","USTRANSCOM","D302","IT AND TELECOM- SYSTEMS DEVELOPMENT","$87,230,945.00"
"2020","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","AC15","R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT)","$3,603,907.00"
"2020","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","AN43","R&D- MEDICAL: HEALTH SERVICES (ADVANCED DEVELOPMENT)","$6,298,377.00"
"2020","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","AR41","R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (BASIC RESEARCH)","$6,755,000.00"
"2020","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)","$2,185,620.00"
"2020","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","D307","IT AND TELECOM- IT STRATEGY AND ARCHITECTURE","$14,118,394.25"
"2020","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","D310","IT AND TELECOM- CYBER SECURITY AND DATA BACKUP","$25,061,283.49"
"2020","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","$33,309,169.30"
"2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AC92","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$1,072,495.00"
"2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD12","R&D- DEFENSE OTHER: AMMUNITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$26,662,496.00"
"2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD91","R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH)","$167,971,290.00"
"2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$261,803,539.42"
"2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","$322,603,914.54"
"2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD95","R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)","$430,181.00"
"2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD96","R&D- DEFENSE OTHER: OTHER (MANAGEMENT/SUPPORT)","$749,953.00"
"2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)","$49,399,580.00"
"2020","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AZ14","R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT)","$5,000,000.00"
"2020","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","AC61","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH)","$4,630,520.94"
"2020","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","AC64","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT)","$6,320,150.30"
"2020","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","AJ43","R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (ADVANCED DEVELOPMENT)","$1,555,005.85"
"2020","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","$1,530,269.46"
"2020","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS","$230,608,734.28"
"2020","97AS","DEFENSE LOGISTICS AGENCY","4240","SAFETY AND RESCUE EQUIPMENT","$343,960.00"
"2020","97AS","DEFENSE LOGISTICS AGENCY","R499","SUPPORT- PROFESSIONAL: OTHER","$753,000.00"
"2020","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","R499","SUPPORT- PROFESSIONAL: OTHER","$17,202,635.47"
"2020","97CY","U.S. CYBER COMMAND","D302","IT AND TELECOM- SYSTEMS DEVELOPMENT","$193,552.94"
"2020","97CY","U.S. CYBER COMMAND","D307","IT AND TELECOM- IT STRATEGY AND ARCHITECTURE","$1,425,647.00"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$819,843.53"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AD21","R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH)","$4,748,156.30"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AD22","R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$1,072,145.71"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AD64","R&D- DEFENSE OTHER: CONSTRUCTION (ENGINEERING DEVELOPMENT)","$1,518,600.00"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AD94","R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT)","$118,116,966.20"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AG54","R&D- ENERGY: NUCLEAR (ENGINEERING DEVELOPMENT)","$120,588,931.00"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AJ22","R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$899,938.72"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AT34","R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ENGINEERING DEVELOPMENT)","$2,850,955.00"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","$194,908,768.00"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AZ14","R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT)","$53,476,631.00"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AZ15","R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)","$85,666,844.06"
"2020","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","$16,025,000.00"
"2020","97JC","MISSILE DEFENSE AGENCY (MDA)","AC23","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT)","$79,948,980.00"
"2020","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","1095","MISCELLANEOUS WEAPONS","$984,042.95"
"2020","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","8465","INDIVIDUAL EQUIPMENT","$1,685,401.98"
"2020","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","9999","MISCELLANEOUS ITEMS","$3,400,020.11"
"2020","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","AC15","R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT)","$10,628,301.10"
"2020","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$6,265,646.00"
"2020","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","$0.00"
"2020","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)","$30,249,243.46"
"2020","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","AZ15","R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)","$5,782,672.00"
"2020","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","$946,652.00"
"2021","1406","DEPARTMENTAL OFFICES","AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","$6,502,299.00"
"2021","1700","DEPT OF THE NAVY","1005","GUNS, THROUGH 30MM","$0.00"
"2021","1700","DEPT OF THE NAVY","1240","OPTICAL SIGHTING AND RANGING EQUIPMENT","$0.00"
"2021","1700","DEPT OF THE NAVY","1340","ROCKETS, ROCKET AMMUNITION AND ROCKET COMPONENTS","$0.00"
"2021","1700","DEPT OF THE NAVY","1425","GUIDED MISSILE SYSTEMS, COMPLETE","$11,601,938.07"
"2021","1700","DEPT OF THE NAVY","6115","GENERATORS AND GENERATOR SETS, ELECTRICAL","$0.00"
"2021","1700","DEPT OF THE NAVY","6615","AUTOMATIC PILOT MECHANISMS AND AIRBORNE GYRO COMPONENTS","$0.00"
"2021","1700","DEPT OF THE NAVY","7010","INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION","$0.00"
"2021","1700","DEPT OF THE NAVY","7B21","IT AND TELECOM - COMPUTE: MAINFRAME (HARDWARE AND PERPETUAL LICENSE SOFTWARE)","$1,599,134.00"
"2021","1700","DEPT OF THE NAVY","8465","INDIVIDUAL EQUIPMENT","$0.00"
"2021","1700","DEPT OF THE NAVY","AC12","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH","$7,703,826.00"
"2021","1700","DEPT OF THE NAVY","AC14","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; R&D ADMINISTRATIVE EXPENSES","$0.00"
"2021","1700","DEPT OF THE NAVY","AC14","R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT)","$2,793,414.64"
"2021","1700","DEPT OF THE NAVY","AC33","NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT","$3,188,873.00"
"2021","1700","DEPT OF THE NAVY","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","1700","DEPT OF THE NAVY","AC63","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT)","$876,197.00"
"2021","1700","DEPT OF THE NAVY","AC65","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)","$0.00"
"2021","1700","DEPT OF THE NAVY","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$5,188,514.70"
"2021","1700","DEPT OF THE NAVY","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","$0.00"
"2021","1700","DEPT OF THE NAVY","AD94","R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT)","$0.00"
"2021","1700","DEPT OF THE NAVY","AD95","R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)","$0.00"
"2021","1700","DEPT OF THE NAVY","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","1700","DEPT OF THE NAVY","D305","IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING","$0.00"
"2021","1700","DEPT OF THE NAVY","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS","$0.00"
"2021","2100","DEPT OF THE ARMY","1005","GUNS, THROUGH 30MM","$128,300.34"
"2021","2100","DEPT OF THE ARMY","1095","MISCELLANEOUS WEAPONS","$36,571.17"
"2021","2100","DEPT OF THE ARMY","1290","MISCELLANEOUS FIRE CONTROL EQUIPMENT","$364,046.00"
"2021","2100","DEPT OF THE ARMY","1305","AMMUNITION, THROUGH 30MM","$0.00"
"2021","2100","DEPT OF THE ARMY","1386","UNDERWATER USE EXPLOSIVE ORDNANCE DISPOSAL AND SWIMMER WEAPONS SYSTEMS TOOLS AND EQUIPMENT","$0.00"
"2021","2100","DEPT OF THE ARMY","1390","FUZES AND PRIMERS","$1,183,365.00"
"2021","2100","DEPT OF THE ARMY","1420","GUIDED MISSILE COMPONENTS","$0.00"
"2021","2100","DEPT OF THE ARMY","5895","MISCELLANEOUS COMMUNICATION EQUIPMENT","$0.00"
"2021","2100","DEPT OF THE ARMY","6115","GENERATORS AND GENERATOR SETS, ELECTRICAL","$0.00"
"2021","2100","DEPT OF THE ARMY","6515","MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","$29,999,587.25"
"2021","2100","DEPT OF THE ARMY","6910","TRAINING AIDS","($1,381,736.47)"
"2021","2100","DEPT OF THE ARMY","AC12","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH","$0.00"
"2021","2100","DEPT OF THE ARMY","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","$1,056,525.00"
"2021","2100","DEPT OF THE ARMY","AC31","NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; BASIC RESEARCH","$14,562,070.88"
"2021","2100","DEPT OF THE ARMY","AC32","NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH","$6,589,130.79"
"2021","2100","DEPT OF THE ARMY","AC33","NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT","$344,611,578.97"
"2021","2100","DEPT OF THE ARMY","AC41","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (BASIC RESEARCH)","$0.00"
"2021","2100","DEPT OF THE ARMY","AC43","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AC54","R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)","$31,654,828.42"
"2021","2100","DEPT OF THE ARMY","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AC64","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AD13","R&D- DEFENSE OTHER: AMMUNITION (ADVANCED DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AD14","R&D- DEFENSE OTHER: AMMUNITION (ENGINEERING DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AD22","R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$130,587,897.43"
"2021","2100","DEPT OF THE ARMY","AD23","R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT)","$107,895,182.22"
"2021","2100","DEPT OF THE ARMY","AD24","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","$282,597.00"
"2021","2100","DEPT OF THE ARMY","AD91","R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH)","$649,980.88"
"2021","2100","DEPT OF THE ARMY","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AD94","R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT)","$7,501,097,778.00"
"2021","2100","DEPT OF THE ARMY","AE13","R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ADVANCED DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AJ12","GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH","$60,968,711.00"
"2021","2100","DEPT OF THE ARMY","AN12","HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH","$0.00"
"2021","2100","DEPT OF THE ARMY","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$496,442,206.00"
"2021","2100","DEPT OF THE ARMY","AN13","HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT","$35,958,024.00"
"2021","2100","DEPT OF THE ARMY","AN13","R&D- MEDICAL: BIOMEDICAL (ADVANCED DEVELOPMENT)","$1,216,433,813.79"
"2021","2100","DEPT OF THE ARMY","AN14","R&D- MEDICAL: BIOMEDICAL (ENGINEERING DEVELOPMENT)","$480,916,636.62"
"2021","2100","DEPT OF THE ARMY","AN93","R&D- MEDICAL: OTHER (ADVANCED DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AN94","R&D- MEDICAL: OTHER (ENGINEERING DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","$732,000.00"
"2021","2100","DEPT OF THE ARMY","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$67,908,980.60"
"2021","2100","DEPT OF THE ARMY","AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","AZ14","R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT)","$3,416,181.08"
"2021","2100","DEPT OF THE ARMY","AZ15","R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)","$0.00"
"2021","2100","DEPT OF THE ARMY","D302","IT AND TELECOM- SYSTEMS DEVELOPMENT","$929,436.16"
"2021","2100","DEPT OF THE ARMY","K059","MODIFICATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS","$2,996,273.78"
"2021","2100","DEPT OF THE ARMY","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","$5,449,976.32"
"2021","2100","DEPT OF THE ARMY","R499","SUPPORT- PROFESSIONAL: OTHER","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","2845","ROCKET ENGINES AND COMPONENTS","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","7030","INFORMATION TECHNOLOGY SOFTWARE","$5,047,315.77"
"2021","5700","DEPT OF THE AIR FORCE","8475","SPECIALIZED FLIGHT CLOTHING AND ACCESSORIES","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","AC14","R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT)","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","AC22","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH","$20,000,000.00"
"2021","5700","DEPT OF THE AIR FORCE","AC22","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","AC52","R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$52,800,000.00"
"2021","5700","DEPT OF THE AIR FORCE","AC67","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED)","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","AN95","R&D- MEDICAL: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","AR75","R&D- SPACE: COMMERCIAL PROGRAMS (OPERATIONAL SYSTEMS DEVELOPMENT)","($244,500,000.00)"
"2021","5700","DEPT OF THE AIR FORCE","AZ15","R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)","$0.00"
