fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	numberOfActions	ObligatedAmount
1993	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	62	72	1	9002985.0000
2013	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	0	1	1	1	1	1	-63870.0000
2006	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	6	6	6	102811.0000
2017	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	2	2	1	37301.4492
2013	Defense	Aircraft	S	Always Small Vendor	Duns	1	0	0	0	0	0	2	2	2	2689.2799
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	1	18050.0000
2014	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	1	1	0	0	1	0	1	1	1	4526.8200
2001	Defense	Space Systems	M	Medium Vendor	PID	1	1	1	1	1	1	1	1	1	911000.0000
2003	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	15	15	39	10567712.0000
2005	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	15	15	35	42948.0000
2011	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	1	0	0	1	1	3	3	16	142634.5893
2008	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2009	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	0.0000
2016	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	23	23	39	80553.3496
2004	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	7	7	11	78125.0000
2010	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	3	3	0	0.0000
2005	Defense	Aircraft	M	Medium Vendor	PID	1	0	0	0	1	0	3	3	5	11582.0000
2014	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	42	42	3	-29363.5900
2003	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	7	8	13	-336462.0000
2014	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	15	18	162	56437499.8100
2018	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	0	1	1	3	21545.0000
2007	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	31	31	47	103485.2996
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	18	18	23	124180.5800
2003	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	1	1	1	0.0000
2013	Defense	Aircraft	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	2	2	34	-125209.6600
2019	Defense	Other Products	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	8	8	112	591390.9402
2006	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	153	247	2500	150695387.0006
2015	Defense	Other Services	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	12	64371	373768342.5521
2003	Defense	NULL	L	Large Vendor	PID	1	1	1	1	1	1	20	20	68	14589707.5701
2009	Defense	Other Products	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	32	33	107	1002623.4493
2018	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	17	17	35	118589.4697
2010	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	1438	1438	10501	244840440.9825
2012	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	99	145	933	343780255.5577
2011	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	139	159	1274	163749744.9461
2019	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	151	151	1438	37063934.4503
2002	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	75	75	223	60757935.5625
2007	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	16	16	47	256292.6200
2003	Defense	Ordnance and Missiles	L	Large Vendor	PID	1	1	1	1	1	1	48	48	1675	1857859962.9102
2018	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	125	125	2158	723642391.5348
2005	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	1	0	1	1	1	1	33	33	2213	503190485.2002
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	154	350	11139	576033240.0341
2000	Defense	Ordnance and Missiles	M	Medium Vendor	PID	1	1	1	1	1	1	7	7	158	63433035.0000
2015	Defense	Ships & Submarines	B	Big Five	PID	1	1	1	1	1	1	5	5	6568	8328278020.8606
1997	Defense	Other Products	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	83	83	2201	470867276.0000
1989	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	NULL	-139000.0000
1999	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	54	54	108	7348564.0000
1991	Defense	Other Products	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	5	5	NULL	127000.0000
1996	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	7	7	50	-1453204.0000
2017	Defense	Ships & Submarines	M	Medium Vendor	PID	1	0	0	1	1	1	3	3	6	5076.0400
2012	Defense	Space Systems	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	1	1	1	40903.3398
2013	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	1	1	4	5734.1800
1999	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	2426	2426	14751	4165760609.0000
1999	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	134	192	434	28405375.0000
1991	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	95	137	NULL	375849614.0000
2011	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	13	13	15	139789.8092
2015	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	1	1	4	1044946.8125
2014	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	2	2	2	-79400.3000
2020	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	6	6	9	-332760.0609
2002	Defense	NULL	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	1	1	2	17000.0000
2011	Defense	Other Services	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	1	1	1	-45469.6016
2019	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	9	9	22	6018451.4141
2002	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	8	8	22	74120.0000
2013	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	25	25	421	6748686.5000
2003	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	19	19	25	900360.0000
2010	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	1	1	1	0.0000
2009	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	0	3	3	5	24350.1201
2004	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	41	41	57	60188.0000
2010	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	110	110	147	109650.2898
2007	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	60	63	147	10649437.3438
2014	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	108	114	290	2592942.0299
2005	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	27	27	500	49753950.0781
2012	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	28	28	363	360121586.5016
2018	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	116	135	3708	39142556.8829
2012	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	1790	1790	5121	41919681.2228
2013	Defense	Ships & Submarines	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	76	76	1631	392480894.5006
2003	Defense	Space Systems	B	Big Five	PID	1	1	1	1	1	1	5	5	833	3722878793.0000
2000	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	18	18	24	2206037.0000
2018	Defense	Other Products	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	44	44	12114	435109705.5132
2012	Defense	Space Systems	B	Big Five	PID	1	1	1	1	1	1	5	5	1034	5286775383.1617
2011	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	203	374	6519	684832587.7700
2013	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	165	384	5709	350173246.8809
2018	Defense	Land Vehicles	M	Medium Vendor	PID	1	1	1	1	1	1	6	6	1046	566808057.6536
2008	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	2	2	7	141888.4287
2015	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	42	45	197	7020696.2476
1999	Defense	Other Services	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	9	9	10	233030.0000
1997	Defense	Missile Defense	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	2	2	2	164900.0000
1992	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	NULL	60116.0000
2003	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	0	0	0	0	1	1	2	2400.0000
1995	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	61	77	353	160551556.0000
1994	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	7	7	21	1436407.0000
1996	Defense	Other Products	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	1	3306	2942679507.0000
1995	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	8	8	8	-87626.0000
1993	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	NULL	164800.0000
2007	Defense	Facilities and Construction	L	Large Vendor	PID	1	0	0	1	1	1	4	4	10	229582.0000
2010	Defense	Facilities and Construction	M	Medium Vendor	PID	1	0	0	0	1	0	2	2	2	9067.0000
2005	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	4	4	0	0.0000
2016	Defense	Missile Defense	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	9	10	30	6189382.5712
2004	Defense	Space Systems	S	Always Small Vendor	PID	1	0	0	0	0	0	1	1	1	-69976.0000
2004	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	0	0.0000
2009	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	11	11	18	146065.9201
2017	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	49	49	287	415598.8606
2016	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	10	10	36	58156.9098
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	2	2	0	0.0000
2012	Defense	Other Services	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	10	10	25	194967.0198
2000	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	10	10	18	14233.0000
2014	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	42	42	150	3346983.5600
2002	Defense	Other Services	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	35	40	92	4588812.0000
2013	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	42	43	131	302925.8798
2001	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	4	4	4	1357300.0000
2019	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	7	7	14	7447.3299
2020	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	11	11	27	38488.8596
2018	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	21	21	39	497305.5807
2016	Defense	Aircraft	N	Sometimes Small Vendor	Duns	1	0	0	1	1	1	1	1	2	0.0000
2006	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	37	37	44	4334.2798
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	1	0	1	1	1	1	1	1	1	47756.0000
2008	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	22	22	38	457645.1709
2016	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	16	16	138	4813469.0353
2009	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	1221	1221	1841	7196375.7789
2007	Defense	Other Services	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	59	71	175	1096791.7500
2012	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	112	112	1383	17306200.2318
2009	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	103	103	156	3091762.9477
2012	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	84	84	501	117390853.7116
2013	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	15	18	147	59113627.5701
2006	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	295	295	8510	2250951932.0910
2007	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	905	905	4520	101909574.5751
2003	Defense	Ships & Submarines	L	Large Vendor	PID	1	1	1	1	1	1	49	49	2879	1612167279.9302
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	283	283	10471	2327878641.2088
2003	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	63	63	146	11184721.0000
2013	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	136	136	1406	343139857.3300
1997	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	20	23	89	45646801.0000
1990	Defense	Other Services	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	3	3	NULL	2901000.0000
1993	Defense	Ordnance and Missiles	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	0	14	14	NULL	-591013.0000
1989	Defense	Aircraft	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	2	2	NULL	158000.0000
1998	Defense	Other Products	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	24	24	30	786859.0000
1993	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	3	3	NULL	-10092.0000
1997	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	76	76	1018	229337950.0000
1999	Defense	Aircraft	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	10	10	26	1846066.0000
1992	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	4	4	NULL	1984896.0000
1996	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	41	41	53	3841028.0000
2016	Defense	Other Services	M	Medium Vendor	Duns	1	0	0	0	1	0	1	1	1	8560.0000
2003	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	0	0.0000
2003	Defense	NULL	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	1	13300.0000
1996	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	374	716	5005	1399613623.0000
1991	Defense	Aircraft	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	112	112	NULL	18754983.0000
1998	Defense	Aircraft	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	105	105	1811	777742347.0000
2016	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	5	4	10	31445.7100
2020	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	4	4	5	54266.6699
2010	Defense	Missile Defense	M	Medium Vendor	PID	1	0	1	1	1	1	7	7	104	36567913.6855
2014	Defense	Other Products	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	3	3	4	5911.5700
2000	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	1	1	20000.0000
2006	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	4	4	2	7680.0000
2001	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	17	17	173	15297072.0000
2012	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	1	1	5	313848.0522
2016	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	26	30	163	9442300.4803
2012	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	23	23	1	7605000.0000
2009	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	2	2	3	13724.0000
2015	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	61	67	187	1018035.8379
2018	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	1	0	0	1	1	1	6	6	19	-145506.5196
2013	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	51	51	197	2495374.7400
2000	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	161	161	333	-1537802.0000
2001	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	106	106	123	3290403.0000
2014	Defense	Other Products	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	106	106	8520	448533861.7348
2007	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	15	18	35	103316.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	1	1	1	1	57	57	1442	331029346.7814
2010	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	111	111	621	72726053.6775
2020	Defense	Other Products	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	9	9	186	-3068.6400
2013	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	1602	1602	3703	34177991.8858
2010	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	87	106	601	449035506.2014
2020	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	66	66	451	151218499.4609
2006	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	1489	1489	10575	210255011.9128
2019	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	137	179	6198	294800745.4163
2012	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	150	398	7254	825856913.4127
2008	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	483	483	813	7467941.0676
2012	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	190	399	4623	139077679.2170
2001	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	15	17	32	4685808.0000
1994	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	14	14	18	-435690.0000
1994	Defense	Ships & Submarines	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	1	1	2	81619.0000
1994	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	1	1	53890.0000
1991	Defense	Space Systems	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	2853000.0000
2002	Defense	Land Vehicles	M	Medium Vendor	PID	1	1	0	1	1	1	1	1	2	310000.0000
2008	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	5	5	0	0.0000
2003	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	5	5	6	-29686.0000
1996	Defense	Missile Defense	L	Large Vendor	PID	NULL	NULL	1	1	1	1	14	14	370	593668856.0000
1995	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	174	174	1363	256885255.0000
1999	Defense	Electronics, Comms, & Sensors	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	9	92	11283433.0000
2015	Defense	Other R&D and Knowledge Based	M	Medium Vendor	Duns	1	1	0	1	1	1	7	7	9	587882.4995
2016	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	3	3	7	2410.0000
2008	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	16	16	23	271242.7192
2002	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	12	12	15	229261.0000
2018	Defense	Other Products	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	1	1	2	241000.0000
2017	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	1	1	2	0.0000
2015	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	13	13	38	456198.7500
2015	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	14	14	125	3168815.2110
2007	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	66	66	111	76915.1099
2016	Defense	Other Services	M	Medium Vendor	Duns	1	0	1	1	1	1	4	4	6	18043693.9824
2007	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	30	30	0	0.0000
2013	Defense	Other Services	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	111	111	0	0.0000
2015	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	68	68	490	7569359.8307
2011	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	30	30	189	81386120.8836
2018	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	20	20	38	1847475.6765
2014	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	15	15	62	1434040.3000
2014	Defense	Space Systems	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	3	117	49278927.9000
2019	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	9	9	37	13370.0400
2010	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	184	427	6730	1018648887.0357
2006	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	996	996	2782	23034462.1997
2019	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	43	45	243	328078554.3730
2010	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	13	17	383	53604272.7179
2008	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	120	120	443	3394231.6599
2004	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	397	397	569	2371997.0000
2001	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	201	201	4552	1173987209.1602
2017	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	959	959	14479	2127295423.9013
2006	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	3011	3011	37502	7448171208.1016
2013	Defense	Other Products	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	102	102	1240	218597475.6084
2017	Defense	Aircraft	L	Large Vendor	PID	1	1	1	1	1	1	53	53	52852	13014614335.8745
2010	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	543	543	10925	192819488.2100
1997	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	2	2	3	30608.0000
1989	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	2	2	NULL	308000.0000
1992	Defense	Land Vehicles	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	108	108	NULL	133712415.0000
1997	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	83	88	103	8763461.0000
1990	Defense	Other Services	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	NULL	29	29	NULL	2348000.0000
1996	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	7	7	7	193160.0000
1996	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	4	4	4	-1077152.0000
1996	Defense	Ships & Submarines	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	1	1	240490.0000
2014	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	1	1	1	1	3	3	4	47191.0900
2014	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	0	0.0000
2015	Defense	Missile Defense	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	1	1	2	7763.0195
2009	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	1	1	1	3090.0000
2015	Defense	Space Systems	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	1	1	177037.0000
1995	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	15	15	44	20345882.0000
2007	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	13	13	20	68737.0000
