contract_award_unique_key	NY Judgement	reasons																			
CONT_AWD_N0038321F0VX1_9700_N0038320DVX01_9700	O	description word 'performance based logistics'																			
CONT_AWD_0019_9700_N0010409DZD41_9700																					
CONT_AWD_W912NW08F0083_9700_GS23F9761H_4730																					
CONT_AWD_SP470319F0004_9700_SP470317A0001_9700	O	"description includes ""PBL"" and ""period of performance"""																			
CONT_AWD_0005_9700_N0010409DZD41_9700																					
CONT_AWD_XH01_9700_HQ003416A0016_9700																					
CONT_AWD_FA233024CB005_9700_-NONE-_-NONE-																					
CONT_AWD_0007_9700_N0038306D007G_9700																					
CONT_AWD_N6600119F0619_9700_N6600118D0174_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0038320F0WP1_9700_N0038320DWP01_9700																					
CONT_AWD_0005_9700_N0038306D007G_9700																					
CONT_AWD_FA851916F0028_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_0003_9700_N0038306D007G_9700																					
CONT_AWD_0012_9700_N0038312D003M_9700	O	PBL transaction description																			
CONT_AWD_0002_9700_N0010415DZD41_9700																					
CONT_AWD_FA851916F0023_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_SPRHA123F0067_9700_SPRHA118D0001_9700																					
CONT_AWD_N0038321F0VP0_9700_N0038319DVP01_9700	O	description word 'performance based logistics'																			
CONT_AWD_0004_9700_N6833507D0018_9700																					
CONT_AWD_N6833517F0161_9700_N6833516D0022_9700																					
CONT_AWD_0444_9700_SP470107A0001_9700																					
CONT_AWD_SPRPA122F0024_9700_SPRPA114D002U_9700																					
CONT_AWD_N6833520F0425_9700_N6833516D0022_9700																					
CONT_AWD_0128_9700_N6833509D0006_9700																					
CONT_AWD_0005_9700_N0038313D008F_9700																					
CONT_AWD_FA851916F0024_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_SPRHA124F0026_9700_SPRHA118D0001_9700																					
CONT_AWD_N6833520F0570_9700_N6833516D0022_9700																					
CONT_AWD_0026_9700_N6600114D0041_9700	O	description word 'performance based logistics'																			
CONT_AWD_0002_9700_SPE4AX15D9412_9700																					
CONT_AWD_0028_9700_N0010404DZD51_9700																					
CONT_AWD_0008_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_N6833517F0139_9700_N6833516D0022_9700																					
CONT_AWD_SPRPA124F0014_9700_SPRPA121D9002_9700																					
CONT_AWD_0021_9700_N0010404DZD51_9700																					
CONT_AWD_N6833522F0326_9700_N6833516D0022_9700																					
CONT_AWD_0003_9700_N6833507D0018_9700																					
CONT_AWD_0002_9700_SP470312A0006_9700																					
CONT_AWD_0107_9700_N6833509D0006_9700																					
CONT_AWD_0133_9700_N6833509D0006_9700																					
CONT_AWD_0004_9700_N0038310D001M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0009_9700_N0038314D001M_9700																					
CONT_AWD_0131_9700_N6833509D0006_9700																					
CONT_AWD_N6833521F0304_9700_N6833516D0022_9700																					
CONT_AWD_0003_9700_N6523615D8005_9700																					
CONT_AWD_W912NW07F0057_9700_GS23F9761H_4730																					
CONT_AWD_N0016423FW122_9700_N0016418DWP41_9700																					
CONT_AWD_N6833522F0350_9700_N6833516D0022_9700																					
CONT_AWD_N6833521F0346_9700_N6833516D0022_9700																					
CONT_AWD_0138_9700_N6833509D0006_9700																					
CONT_AWD_HQ003417F0614_9700_HQ003416A0016_9700																					
CONT_AWD_0103_9700_N6523610D3812_9700																					
CONT_AWD_0004_9700_HQ003413A0005_9700																					
CONT_AWD_0007_9700_FA851707D0011_9700																					
CONT_AWD_N6833517F0143_9700_N6833516D0022_9700																					
CONT_AWD_N6833517F0142_9700_N6833516D0022_9700																					
CONT_AWD_0004_9700_N0038306D035D_9700	O	ZBL code																			
CONT_AWD_N6523617F0256_9700_N6523612D4138_9700																					
CONT_AWD_0094_9700_N6833509D0006_9700																					
CONT_AWD_N6833517F0103_9700_N6833516D0022_9700																					
CONT_AWD_0112_9700_N6833509D0006_9700																					
CONT_AWD_SPE4AX19F3851_9700_SPE4AX19D9400_9700																					
CONT_AWD_0006_9700_FA851707D0011_9700																					
CONT_AWD_0003_9700_FA851707D0011_9700																					
CONT_AWD_0129_9700_N6833509D0006_9700																					
CONT_AWD_SPRHA123F0037_9700_SPRHA118D0001_9700																					
CONT_AWD_0014_9700_N0038306D035D_9700	O	ZBL code																			
CONT_AWD_0078_9700_N6833509D0006_9700																					
CONT_AWD_0004_9700_FA851707D0011_9700																					
CONT_AWD_N6833517F0133_9700_N6833516D0022_9700																					
CONT_AWD_152H_9700_SPM8EJ14D0005_9700																					
CONT_AWD_SPE4AX19F1041_9700_SPE4AX19D9400_9700																					
CONT_AWD_0002_9700_FA851707D0011_9700																					
CONT_AWD_0010_9700_M6785403A5155_9700																					
CONT_AWD_N6833523F0222_9700_N6833516D0022_9700																					
CONT_AWD_XH01_9700_HQ003416A0015_9700																					
CONT_AWD_SPE4AX24F2149_9700_SPE4AX24D9408_9700																					
CONT_AWD_N0038324F0VX1_9700_N0038320DVX01_9700	O	description word 'performance based logistics'																			
CONT_AWD_0006_9700_N0038310D001M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0117_9700_N6833509D0006_9700																					
CONT_AWD_0110_9700_N6833509D0006_9700																					
CONT_AWD_0001_9700_N6833509D0006_9700																					
CONT_AWD_5004_9700_N0038306D038D_9700																					
CONT_AWD_0102_9700_N6833509D0006_9700																					
CONT_AWD_0137_9700_N6833509D0006_9700																					
CONT_AWD_N6833520F0445_9700_N6833516D0022_9700																					
CONT_AWD_SPE8EL18F14GU_9700_SPM8EJ14D0005_9700																					
CONT_AWD_N6833517F0138_9700_N6833516D0022_9700																					
CONT_AWD_SPRPA123F0012_9700_SPRPA114D002U_9700																					
CONT_AWD_SPRHA124F0019_9700_SPRHA118D0001_9700																					
CONT_AWD_N6833521F0311_9700_N6833516D0022_9700																					
CONT_AWD_N6833521F0303_9700_N6833516D0022_9700																					
CONT_AWD_N6833517F0111_9700_N6833516D0022_9700																					
CONT_AWD_0047_9700_M6785402A9000_9700																					
CONT_AWD_N0038321F0WP3_9700_N0038320DWP01_9700																					
CONT_AWD_0006_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0007_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0006_9700_N6600114D0041_9700	O	description word 'performance based logistics'																			
CONT_AWD_0130_9700_N6833509D0006_9700																					
CONT_AWD_N6833517F0108_9700_N6833516D0022_9700																					
CONT_AWD_0180_9700_N6523610D6830_9700																					
CONT_AWD_N6833517F0141_9700_N6833516D0022_9700																					
CONT_AWD_0108_9700_N6833509D0006_9700																					
CONT_AWD_0132_9700_N6833509D0006_9700																					
CONT_AWD_N6833517F0160_9700_N6833516D0022_9700																					
CONT_AWD_0173_9700_N6600112D0156_9700	O	description word 'performance based logistics'																			
CONT_AWD_N6833517F0149_9700_N6833516D0022_9700																					
CONT_AWD_1644_9700_N6600107D0029_9700	O	PBL transaction description																			
CONT_AWD_0145_9700_N6833509D0006_9700																					
CONT_AWD_0041_9700_N6523612D4807_9700																					
CONT_AWD_0097_9700_N6600112D0061_9700																					
CONT_AWD_SP470319F0096_9700_SP470319A0501_9700																					
CONT_AWD_0002_9700_SP470315A0003_9700																					
CONT_AWD_N0038319F0MJ0_9700_N0038316D004H_9700																					
CONT_AWD_0001_9700_HQ003413A0005_9700																					
CONT_AWD_N6833517F0146_9700_N6833516D0022_9700																					
CONT_AWD_W912GY08F0107_9700_GS23F9761H_4730																					
CONT_AWD_N0016424FW006_9700_N0016418DWP41_9700																					
CONT_AWD_N6833520F0467_9700_N6833516D0022_9700																					
CONT_AWD_N0016423FW076_9700_N0016418DWP41_9700																					
CONT_AWD_0109_9700_N6833509D0006_9700																					
CONT_AWD_0032_9700_N0010404DZD51_9700																					
CONT_AWD_0003_9700_HQ003413A0005_9700																					
CONT_AWD_0092_9700_N6833509D0006_9700																					
CONT_AWD_N6523611C3253_9700_-NONE-_-NONE-																					
CONT_AWD_0147_9700_N6833509D0006_9700																					
CONT_AWD_0143_9700_N6833509D0006_9700																					
CONT_AWD_0099_9700_N6833509D0006_9700																					
CONT_AWD_0061_9700_N6833509D0006_9700																					
CONT_AWD_SPRHA122F0089_9700_SPRHA118D0001_9700																					
CONT_AWD_N0010413CC001_9700_-NONE-_-NONE-																					
CONT_AWD_0018_9700_SP470107A0031_9700																					
CONT_AWD_HQ003418F0455_9700_GS00F0026M_4730																					
CONT_AWD_0074_9700_M6785402A9000_9700																					
CONT_AWD_0005_9700_N0038304D013M_9700																					
CONT_AWD_0116_9700_N6833509D0006_9700																					
CONT_AWD_N0016422FW100_9700_N0016418DWP41_9700																					
CONT_AWD_0125_9700_N6600107D0015_9700																					
CONT_AWD_N6833517F0100_9700_N6833516D0022_9700																					
CONT_AWD_0091_9700_N6833509D0006_9700																					
CONT_AWD_N0016423FW114_9700_N0016418DWP41_9700																					
CONT_AWD_0034_9700_M6785402A9000_9700																					
CONT_AWD_N0016423FW070_9700_N0016418DWP41_9700																					
CONT_AWD_N0016423FW119_9700_N0016418DWP41_9700																					
CONT_AWD_0084_9700_N6833509D0006_9700																					
CONT_AWD_0622_9700_N6523607D5882_9700																					
CONT_AWD_N6523619V7906_9700_-NONE-_-NONE-																					
CONT_AWD_2CH4_9700_W91QUZ07D0011_9700																					
CONT_AWD_0122_9700_N6833509D0006_9700																					
CONT_AWD_W912GY11F0038_9700_GS23F9761H_4730																					
CONT_AWD_N0038318F0MC1_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0134_9700_N6833509D0006_9700																					
CONT_AWD_0146_9700_N6833509D0006_9700																					
CONT_AWD_N0016423FW057_9700_N0016418DWP41_9700																					
CONT_AWD_0080_9700_N6833509D0006_9700																					
CONT_AWD_SPRHA124F0045_9700_SPRHA118D0001_9700																					
CONT_AWD_0037_9700_N6600114D0041_9700	O	description word 'performance based logistics'																			
CONT_AWD_2C9T_9700_W91QUZ07D0011_9700																					
CONT_AWD_N0016423FW016_9700_N0016418DWP41_9700																					
CONT_AWD_W15QKN18F0208_9700_W15QKN13D0028_9700																					
CONT_AWD_SPRHA123F0001_9700_SPRHA118D0001_9700																					
CONT_AWD_SPE8EL20FL2LZ_9700_SPE8EJ20D0015_9700																					
CONT_AWD_W912GY10F0001_9700_GS23F9761H_4730																					
CONT_AWD_0008_9700_N0038304D028N_9700																					
CONT_AWD_2CN8_9700_W91QUZ07D0011_9700																					
CONT_AWD_SJ01_9700_W91QUZ07D0010_9700																					
CONT_AWD_0013_9700_SP470107A0051_9700																					
CONT_AWD_SPE8EL18FQ08X_9700_SPM8EJ14D0003_9700																					
CONT_AWD_0141_9700_N6833509D0006_9700																					
CONT_AWD_0125_9700_N6833509D0006_9700																					
CONT_AWD_SP470319F0005_9700_SP470317A0002_9700	O	"description includes ""PBL"" and ""period of performance"""																			
CONT_AWD_0088_9700_N6833509D0006_9700																					
CONT_AWD_1BVZ_9700_SPM8EJ14D0005_9700																					
CONT_AWD_SPRPA125F0007_9700_SPRPA120D005U_9700																					
CONT_AWD_N6523613P8018_9700_-NONE-_-NONE-																					
CONT_AWD_N6523613P1241_9700_-NONE-_-NONE-																					
CONT_AWD_0114_9700_N6833509D0006_9700																					
CONT_AWD_N6523622V7503_9700_-NONE-_-NONE-	O	description word 'performance based logistics'																			
CONT_AWD_N6833517F0125_9700_N6833516D0022_9700																					
CONT_AWD_N6833517F0131_9700_N6833516D0022_9700																					
CONT_AWD_N6833517F0137_9700_N6833516D0022_9700																					
CONT_AWD_GL98_9700_FA810405G0003_9700	O	"F404 PBL award, same recipient"																			
CONT_AWD_N0016422FW124_9700_N0016418DWP41_9700																					
CONT_AWD_W911S218P1379_9700_-NONE-_-NONE-																					
CONT_AWD_N0016423FW077_9700_N0016418DWP41_9700																					
CONT_AWD_0142_9700_N6833509D0006_9700																					
CONT_AWD_5169_9700_N0010404DZD51_9700																					
CONT_AWD_0090_9700_N6833509D0006_9700																					
CONT_AWD_1002_9700_N0010407DZD51_9700																					
CONT_AWD_0021_9700_N6523612D4113_9700																					
CONT_AWD_N6523608V3164_9700_-NONE-_-NONE-																					
CONT_AWD_0011_9700_N6600114D0041_9700	O	description word 'performance based logistics'																			
CONT_AWD_2C60_9700_W91QUZ07D0011_9700																					
CONT_AWD_0104_9700_N6833509D0006_9700																					
CONT_AWD_0002_9700_SPRPA117D004U_9700																					
CONT_AWD_0170_9700_N6523610D6830_9700																					
CONT_AWD_0139_9700_N6833509D0006_9700																					
CONT_AWD_0093_9700_N6833509D0006_9700																					
CONT_AWD_W91CRB09F0114_9700_GS23F9761H_4730																					
CONT_AWD_N6833517F0130_9700_N6833516D0022_9700																					
CONT_AWD_N6833517F0105_9700_N6833516D0022_9700																					
CONT_AWD_N0010419FBA0P_9700_N0010417DBA01_9700																					
CONT_AWD_0031_9700_N6600109D0035_9700	O	description word 'performance-based'																			
CONT_AWD_N0038324F0VX2_9700_N0038320DVX01_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0001921P0012_9700_-NONE-_-NONE-																					
CONT_AWD_N6339408P0366_9700_-NONE-_-NONE-																					
CONT_AWD_N6833517F0145_9700_N6833516D0022_9700																					
CONT_AWD_N6833517F0150_9700_N6833516D0022_9700																					
CONT_AWD_N6339408P0454_9700_-NONE-_-NONE-																					
CONT_AWD_FA441823F0070_9700_GS28F014DA_4732																					
CONT_AWD_N0016422FW134_9700_N0016418DWP41_9700																					
CONT_AWD_FA851916F0029_9700_FA851914D0001_9700	O	description word 'performance based logistics'																			
CONT_AWD_N6523618F0710_9700_N6523616D4802_9700																					
CONT_AWD_H9224012P0228_9700_-NONE-_-NONE-																					
CONT_AWD_H9224015P0394_9700_-NONE-_-NONE-																					
CONT_AWD_N6339409P0172_9700_-NONE-_-NONE-																					
CONT_AWD_W9126009P0029_9700_-NONE-_-NONE-																					
CONT_AWD_0004_9700_N0017811D1002_9700																					
CONT_AWD_N0016422FW113_9700_N0016418DWP41_9700																					
CONT_AWD_0018_9700_N6523604D5728_9700																					
CONT_AWD_N0016424FW054_9700_N0016418DWP41_9700																					
CONT_AWD_0123_9700_N6833509D0006_9700																					
CONT_AWD_W912NW10P0542_9700_-NONE-_-NONE-																					
CONT_AWD_W25G1V21F0011_9700_47QRAA18D002G_4732																					
CONT_AWD_SP470318P0070_9700_-NONE-_-NONE-																					
CONT_AWD_0020_9700_FA851914D0001_9700	O	description word 'performance based logistics'																			
CONT_AWD_2C54_9700_W91QUZ07D0011_9700																					
CONT_AWD_SPE8EL19F16NE_9700_SPE8EJ19D0003_9700																					
CONT_AWD_0021_9700_FA851914D0001_9700	O	description word 'performance based logistics'																			
CONT_AWD_H9224211P0197_9700_-NONE-_-NONE-																					
CONT_AWD_FA700023P0087_9700_-NONE-_-NONE-																					
CONT_AWD_FA302024P0080_9700_-NONE-_-NONE-																					
CONT_AWD_H9224211P0559_9700_-NONE-_-NONE-																					
CONT_AWD_1011_9700_N0010407DZD21_9700																					
CONT_AWD_W911RQ09P0086_9700_-NONE-_-NONE-																					
CONT_AWD_N0010419FBA19_9700_N0010417DBA01_9700																					
CONT_AWD_N0010419FBA0R_9700_N0010417DBA01_9700																					
CONT_AWD_FA851916F0043_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_W52H0909P5029_9700_-NONE-_-NONE-																					
CONT_AWD_N6809414P6131_9700_-NONE-_-NONE-																					
CONT_AWD_N6523618F0180_9700_N6523616D4813_9700																					
CONT_AWD_N0016808F2950_9700_GS02F9300C_4730																					
CONT_AWD_0002_9700_HQ003412A0013_9700																					
CONT_AWD_N0016812P0346_9700_-NONE-_-NONE-																					
CONT_AWD_N6339410P0557_9700_-NONE-_-NONE-																					
CONT_AWD_SPE8EL20FQ0SE_9700_SPE8EJ20D0010_9700																					
CONT_AWD_W9126010P0024_9700_-NONE-_-NONE-																					
CONT_AWD_W9098S11P0280_9700_-NONE-_-NONE-																					
CONT_AWD_SPE2DM23FAP40_9700_SPE2DM20D1043_9700																					
CONT_AWD_W9098S08P0592_9700_-NONE-_-NONE-																					
CONT_AWD_N6523621V7003_9700_-NONE-_-NONE-	O	description word 'performance based logistics'																			
CONT_AWD_0009_9700_N0038306D007G_9700																					
CONT_AWD_N6339411P0453_9700_-NONE-_-NONE-																					
CONT_AWD_N6339411P0087_9700_-NONE-_-NONE-																					
CONT_AWD_0503_9700_N0010413DZD00_9700																					
CONT_AWD_0144_9700_N6833509D0006_9700																					
CONT_AWD_N6339409P0587_9700_-NONE-_-NONE-																					
CONT_AWD_N0010419FBA0Y_9700_N0010417DBA01_9700																					
CONT_AWD_W912L108P5014_9700_-NONE-_-NONE-																					
CONT_AWD_W913FT12F9000_9700_GS24F0014M_4730																					
CONT_AWD_N0016422FW097_9700_N0016418DWP41_9700																					
CONT_AWD_N0010419FBA0Z_9700_N0010417DBA01_9700																					
CONT_AWD_N0010419FBA11_9700_N0010417DBA01_9700																					
CONT_AWD_0011_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0016423FW015_9700_N0016418DWP41_9700																					
CONT_AWD_HEVAS615P0075_9700_-NONE-_-NONE-																					
CONT_AWD_N0016422FW138_9700_N0016418DWP41_9700																					
CONT_AWD_N6339408P0420_9700_-NONE-_-NONE-																					
CONT_AWD_N0016423FP332_9700_47QSHA18D000G_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0024411P1325_9700_-NONE-_-NONE-																					
CONT_AWD_M0014611PC366_9700_-NONE-_-NONE-																					
CONT_AWD_1006_9700_N0010407DZD21_9700																					
CONT_AWD_1010_9700_N0010407DZD21_9700																					
CONT_AWD_27L8_9700_SPM4A111G0010_9700																					
CONT_AWD_N6339410P0496_9700_-NONE-_-NONE-																					
CONT_AWD_N6339409P0283_9700_-NONE-_-NONE-																					
CONT_AWD_M0014609PJ387_9700_-NONE-_-NONE-																					
CONT_AWD_N6523612V1519_9700_-NONE-_-NONE-																					
CONT_AWD_0005_9700_W911QY12D0034_9700																					
CONT_AWD_SPEFA520F0120_9700_SPE4A117G0017_9700																					
CONT_AWD_0008_9700_N0038306D007G_9700																					
CONT_AWD_N6339412P0134_9700_-NONE-_-NONE-																					
CONT_AWD_N6339410P0472_9700_-NONE-_-NONE-																					
CONT_AWD_N0016423FP023_9700_47QTCA19D00JN_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N6339408P0514_9700_-NONE-_-NONE-																					
CONT_AWD_N0010419FBA17_9700_N0010417DBA01_9700																					
CONT_AWD_N0010419FBA18_9700_N0010417DBA01_9700																					
CONT_AWD_N0010419FBA1A_9700_N0010417DBA01_9700																					
CONT_AWD_N0016424FW086_9700_N0016418DWP41_9700																					
CONT_AWD_N6339408P0324_9700_-NONE-_-NONE-																					
CONT_AWD_N6339411P0483_9700_-NONE-_-NONE-																					
CONT_AWD_N6339411P0450_9700_-NONE-_-NONE-																					
CONT_AWD_N6339408P0194_9700_-NONE-_-NONE-																					
CONT_AWD_SPEFA514M0445_9700_-NONE-_-NONE-																					
CONT_AWD_N6339408P0528_9700_-NONE-_-NONE-																					
CONT_AWD_N0023208M5079_9700_-NONE-_-NONE-																					
CONT_AWD_N0018310P0609_9700_-NONE-_-NONE-																					
CONT_AWD_N6339409P0488_9700_-NONE-_-NONE-																					
CONT_AWD_M0014611PG008_9700_-NONE-_-NONE-																					
CONT_AWD_N6809613M3103_9700_-NONE-_-NONE-																					
CONT_AWD_N0016424FP940_9700_47QSHA18D000G_4732																					
CONT_AWD_W81XWH05P1225_9700_-NONE-_-NONE-																					
CONT_AWD_W9127Q16F0131_9700_GS02Q14DCR0006_4732																					
CONT_AWD_N0016424FP639_9700_47QTCA22D000T_4732																					
CONT_AWD_N0016423FP1389_9700_47QSHA21D0030_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0016422FP176_9700_47QSHA19D005N_4732	O	"AN/ALQ-126B, PBL award"																			
CONT_AWD_FA851916F0009_9700_FA851914D0001_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0010419FBA14_9700_N0010417DBA01_9700																					
CONT_AWD_N0010419FBA12_9700_N0010417DBA01_9700																					
CONT_AWD_N0016423FP877_9700_47QSEA20D0046_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0016424FP1583_9700_GS07F0375T_4730																					
CONT_AWD_0029_9700_N0010404DZD51_9700																					
CONT_AWD_N0016423FP1412_9700_GS03F062GA_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_M0014609VW706_9700_-NONE-_-NONE-																					
CONT_AWD_N0016424FP1057_9700_GS07F0375T_4730																					
CONT_AWD_N6339406P0596_9700_-NONE-_-NONE-																					
CONT_AWD_N0016424FP657_9700_GS07F9216S_4730	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0016423FP1188_9700_47QSHA18D000G_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_SPEFA518V0310_9700_-NONE-_-NONE-																					
CONT_AWD_M0014609VW766_9700_-NONE-_-NONE-																					
CONT_AWD_N0016424FP711_9700_GS35F0311R_4730																					
CONT_AWD_SPE2DV23F6U3Z_9700_SPE2DV17D9211_9700																					
CONT_AWD_SPE2DM24FA2ZX_9700_SPE2DM20D2004_9700																					
CONT_AWD_SPE2DM23FSBFY_9700_SPE2DM20D6506_9700																					
CONT_AWD_SPE2DM23FM7N7_9700_SPE2DM20D2031_9700																					
CONT_AWD_SPE2DV23FVREY_9700_SPE2DV17D9203_9700																					
CONT_AWD_SPEFA517P0445_9700_-NONE-_-NONE-																					
CONT_AWD_M0014610VF865_9700_-NONE-_-NONE-																					
CONT_AWD_M0014610VW231_9700_-NONE-_-NONE-																					
CONT_AWD_N0016424FP380_9700_47QSWA18D0087_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_20PB_9700_SPE4A114G0007_9700																					
CONT_AWD_111X_9700_SPE8E314D0001_9700																					
CONT_AWD_M0014611VQ033_9700_-NONE-_-NONE-																					
CONT_AWD_N0016423FP710_9700_GS21F089BA_4732																					
CONT_AWD_N0016424FP862_9700_GS21F076BA_4732																					
CONT_AWD_SPEFA517P0749_9700_-NONE-_-NONE-																					
CONT_AWD_N0016424FP692_9700_GS21F089BA_4732																					
CONT_AWD_SPEFA518P0698_9700_-NONE-_-NONE-																					
CONT_AWD_N0016423FP148_9700_47QSHA18D002C_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0016423FP1133_9700_GS21F169AA_4732																					
CONT_AWD_N0016425FP252_9700_GS07F078GA_4732																					
CONT_AWD_N0016423FP463_9700_47QSHA18D000G_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0016424FP1493_9700_47QSHA22D0026_4732																					
CONT_AWD_N0016424FP1183_9700_GS21F0083Y_4732																					
CONT_AWD_N0016422FP221_9700_47QSHA18D002C_4732																					
CONT_AWD_SPEFA517P1805_9700_-NONE-_-NONE-																					
CONT_AWD_20XX_9700_SPE4A114G0007_9700																					
CONT_AWD_N0016424FP1356_9700_GS07F0375T_4730																					
CONT_AWD_SPE8E321FJBY2_9700_SPE8E320D0006_9700																					
CONT_AWD_M0014608VJ448_9700_-NONE-_-NONE-																					
CONT_AWD_M0014611VC098_9700_-NONE-_-NONE-																					
CONT_AWD_N0016422FP174_9700_47QSHA19D005N_4732	O	"AN/ALQ-126B, PBL award"																			
CONT_AWD_N0016424FP1668_9700_47QTCA20D002A_4732																					
CONT_AWD_N0016423FP1426_9700_GS21F0033V_4730	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_M0014610VC406_9700_-NONE-_-NONE-																					
CONT_AWD_M0014610VF351_9700_-NONE-_-NONE-																					
CONT_AWD_N0016423FP731_9700_47QSHA21D0030_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_SPEFA516M1831_9700_-NONE-_-NONE-																					
CONT_AWD_N0018320M00SF_9700_47QSEA19D0037_4732																					
CONT_AWD_039W_9700_SPM8EG14D0002_9700																					
CONT_AWD_M0014611VL018_9700_-NONE-_-NONE-																					
CONT_AWD_N0016424FP820_9700_47QTCA18D004K_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0016424FP1154_9700_47QSHA18D000G_4732																					
CONT_AWD_N0016424FP842_9700_47QSHA18D000G_4732																					
CONT_AWD_N0016423FP896_9700_47QSHA18D000G_4732																					
CONT_AWD_SPE2DM24FUNCV_9700_SPE2DM20D2010_9700																					
CONT_AWD_N0016424FP156_9700_GS02F123AA_4732																					
CONT_AWD_N0016423FP007_9700_47QSHA19D0001_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0016423FP619_9700_47QSHA18D000G_4732																					
CONT_AWD_N0016424FP030_9700_GS21F0035T_4730																					
CONT_AWD_N0016425FP008_9700_GS35F303DA_4732																					
CONT_AWD_N0016424FP934_9700_GS21F089BA_4732																					
CONT_AWD_N0016423FP191_9700_GS21F0083Y_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0016424FP1016_9700_47QSHA18D000G_4732																					
CONT_AWD_N0016424FP1547_9700_GS21F0083Y_4732																					
CONT_AWD_N0016424FP1096_9700_GS02F0098U_4730																					
CONT_AWD_SPE2DM23FHWCN_9700_SPE2DM20D0602_9700																					
CONT_AWD_N0016425FP011_9700_GS21F0015X_4732																					
CONT_AWD_N0016424FP1131_9700_47QSHA21D0004_4732																					
CONT_AWD_N0016424FP630_9700_47QTCA19D0077_4732																					
CONT_AWD_N0016424FP014_9700_47QSHA18D000G_4732																					
CONT_AWD_SPE2DM25FHAMP_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM22FTL44_9700_SPE2DM20D5502_9700																					
CONT_AWD_N0016423FP509_9700_GS21F169AA_4732																					
CONT_AWD_M0014609VJ086_9700_-NONE-_-NONE-																					
CONT_AWD_N0016423FP1000_9700_47QSWA22D0091_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_SPE2DM23FTQ34_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DM22FSEFA_9700_SPE2DM20D6006_9700																					
CONT_AWD_SPE2DM23FGZHU_9700_SPE2DM20D0602_9700																					
CONT_AWD_N0016425FP026_9700_GS06F0029T_4730																					
CONT_AWD_SPE2DV22FY6PZ_9700_SPE2DV17D6001_9700																					
CONT_AWD_SPE2DM24FR5KA_9700_SPE2DM20D0601_9700																					
CONT_AWD_SPE2DM25FGYPV_9700_SPE2DM20D0602_9700																					
CONT_AWD_M0014610VF240_9700_-NONE-_-NONE-																					
CONT_AWD_SPE2DV22FZ0ND_9700_SPE2DV17D6001_9700																					
CONT_AWD_N0016424FP303_9700_GS21F0104W_4730	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_SPE2DM24FHNCA_9700_SPE2DM20D0602_9700																					
CONT_AWD_N0016424FP1076_9700_GS02F0008V_4730																					
CONT_AWD_SPE2DV24F32FM_9700_SPE2DV17D4003_9700																					
CONT_AWD_SPE2DV22FFTUZ_9700_SPE2DV17D0610_9700																					
CONT_AWD_N0016425FP084_9700_GS21F0104W_4730																					
CONT_AWD_SPE2DV22FFWTP_9700_SPE2DV17D0610_9700																					
CONT_AWD_M0014610VF008_9700_-NONE-_-NONE-																					
CONT_AWD_SPE2DM23FHTAU_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FSQAB_9700_SPE2DM20D6006_9700																					
CONT_AWD_N0016424FP1147_9700_47QTCA22D003B_4732																					
CONT_AWD_SPE2DV23FPEBU_9700_SPE2DV17D0706_9700																					
CONT_AWD_N0016424FP019_9700_47QSHA18D002C_4732																					
CONT_AWD_N0016424FP227_9700_47QSHA18D000G_4732	O	"AN/SLQ-32, PBL award"																			
