"","Filename","Geographic.area.name","X.","X1997.NAICS.code","Meaning.of.1997.NAICS.code","X..1","Meaning.of.Type.of.operation.or.tax.status.code","X..2","Year","Number.of.establishments","Value.of.sales..shipments..receipts..revenue..or.business.done...1.000.","Annual.payroll...1.000.","Paid.employees.for.pay.period.including.March.12..number.","X2002.NAICS.code","Meaning.of.2002.NAICS.code","Number.of.paid.employees.for.pay.period.including.March.12","Relative.standard.error.of.estimate.of.number.of.establishments....","Relative.standard.error.of.estimate.of.the.value.of.business.done","Relative.standard.error.of.estimate.of.total.payroll....","Relative.standard.error.of.estimate.of.total.number.of.employees....","X2007.NAICS.code","Meaning.of.2007.NAICS.code","Number.of.paid.employees.for.period.including.March.12"
"83","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the United States and the States (2007 and 2002).xls","","",NA,NA,"","","","","","","",NA,"","","","","","","",NA,NA,NA
"84","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the United States and the States (2007 and 2002).xls","","Universe Description
The universe of this file is all operating establishments with one or more paid employees. (Nonemployer establishments are excluded.) This universe includes all establishments classified in the North American Industry Classification System (NAICS) Codes 211111 through 812999.
",NA,NA,"","","","","","","",NA,"","","","","","","",NA,NA,NA
"85","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the United States and the States (2007 and 2002).xls","","",NA,NA,"","","","","","","",NA,"","","","","","","",NA,NA,NA
"86","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the United States and the States (2007 and 2002).xls","","Data Items
This file contains data on:

    •  Number of establishments
    •  Sales, receipts, revenue, shipments, or value of business done
    •  Annual payroll
    •  Total employment
Geographic Coverage
The data are shown at the U.S. and State levels.
Industry Detail
The data are shown at the 2- through 6-digit NAICS code levels for all sectors at the National level and at the 2- and 3-digit NAICS code levels for all sectors by state. Data are also shown by state at the 4- through 6-digit NAICS code levels for selected sectors.
Other Variables Identifying Records
The data are shown for all establishments; no breakout is available by Type of Operation (for the Wholesale Trade sector) or by Tax Status (for selected Services sectors.)
Release Schedule
The data in this file are scheduled for release in June 2011.
Related Data Files
The data in this file supersede those released in the Industry, Geographic Area, and Summary Series files.
Data Limitations
Data are shown for selected industries following cutoffs that vary by industry and state. Data are also subject to sampling and nonsampling errors. See Survey Methodology for information on data limitations.
File Sequence
Data are presented in ascending geography (GEO_ID) by NAICS code (NAICS2002) Code sequence.
Estimated File Size
Approx. 4 MB

",NA,NA,"","","","","","","",NA,"","","","","","","",NA,NA,NA
"87","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the United States and the States (2007 and 2002).xls","","",NA,NA,"","","","","","","",NA,"","","","","","","",NA,NA,NA
"88","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the United States and the States (2007 and 2002).xls","","Source: U.S. Census Bureau, 2007 Economic Census
The data in this file are based on the 2007 and 2002 Economic Censuses. To maintain confidentiality, the Census Bureau suppresses data to protect the identity of any business or individual. The census results in this file contain sampling and non-sampling error. Data users who create their own estimates using data from this file should cite the Census Bureau as the source of the original data only. For the full technical documentation, see Survey Methodology [pdf].
Railroad transportation and U.S. Postal Service are out of scope for the 2007 Economic Census. Large certificated air passenger carriers are included in the 2007 data, not included in the 2002 data, affecting comparability for this industry.",NA,NA,"","","","","","","",NA,"","","","","","","",NA,NA,NA
"89","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the United States and the States (2007 and 2002).xls","","",NA,NA,"","","","","","","",NA,"","","","","","","",NA,NA,NA
"90","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","","",NA,NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"91","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","25,417","529,239,818","59,461,950",NA,NA,NA,NA,NA,NA,NA,NA,"21","Mining, quarrying, and oil and gas extraction","848,189"
"92","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","22,667","413,524,731","40,687,472",NA,NA,NA,NA,NA,NA,NA,NA,"21","Mining, quarrying, and oil and gas extraction","730,433"
"93","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","6,735","310,960,365","15,137,960",NA,NA,NA,NA,NA,NA,NA,NA,"211","Oil and gas extraction","176,222"
"94","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","6,260","255,104,849","9,593,816",NA,NA,NA,NA,NA,NA,NA,NA,"211","Oil and gas extraction","150,443"
"95","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","6,735","310,960,365","15,137,960",NA,NA,NA,NA,NA,NA,NA,NA,"2111","Oil and gas extraction","176,222"
"96","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","6,260","255,104,849","9,593,816",NA,NA,NA,NA,NA,NA,NA,NA,"2111","Oil and gas extraction","150,443"
"97","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","6,735","310,960,365","15,137,960",NA,NA,NA,NA,NA,NA,NA,NA,"21111","Oil and gas extraction","176,222"
"98","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","6,260","255,104,849","9,593,816",NA,NA,NA,NA,NA,NA,NA,NA,"21111","Oil and gas extraction","150,443"
"99","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","6,398","271,148,770","13,917,174",NA,NA,NA,NA,NA,NA,NA,NA,"211111","Crude petroleum and natural gas extraction","161,685"
"100","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","5,964","212,783,171","9,090,641",NA,NA,NA,NA,NA,NA,NA,NA,"211111","Crude petroleum and natural gas extraction","143,054"
"101","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","337","39,811,595","1,220,786",NA,NA,NA,NA,NA,NA,NA,NA,"211112","Natural gas liquid extraction","14,537"
"102","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","296","42,321,678","503,175",NA,NA,NA,NA,NA,NA,NA,NA,"211112","Natural gas liquid extraction","7,389"
"103","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","6,091","98,287,014","14,061,227",NA,NA,NA,NA,NA,NA,NA,NA,"212","Mining (except oil and gas)","211,830"
"104","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","6,472","85,855,252","11,623,688",NA,NA,NA,NA,NA,NA,NA,NA,"212","Mining (except oil and gas)","211,377"
"105","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","969","42,254,286","6,721,878",NA,NA,NA,NA,NA,NA,NA,NA,"2121","Coal mining","88,728"
"106","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","1,034","34,261,466","4,767,887",NA,NA,NA,NA,NA,NA,NA,NA,"2121","Coal mining","77,435"
"107","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","969","42,254,286","6,721,878",NA,NA,NA,NA,NA,NA,NA,NA,"21211","Coal mining","88,728"
"108","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","1,034","34,261,466","4,767,887",NA,NA,NA,NA,NA,NA,NA,NA,"21211","Coal mining","77,435"
"109","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","545","19,648,954","2,617,518",NA,NA,NA,NA,NA,NA,NA,NA,"212111","Bituminous coal and lignite surface mining","35,664"
"110","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","587","18,509,838","2,300,339",NA,NA,NA,NA,NA,NA,NA,NA,"212111","Bituminous coal and lignite surface mining","37,766"
"111","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","372","22,319,635","4,068,631",NA,NA,NA,NA,NA,NA,NA,NA,"212112","Bituminous coal underground mining","52,329"
"112","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","405","15,551,549","2,447,501",NA,NA,NA,NA,NA,NA,NA,NA,"212112","Bituminous coal underground mining","39,211"
"113","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","52","285,697","35,729",NA,NA,NA,NA,NA,NA,NA,NA,"212113","Anthracite mining","735"
