fiscal_year	Customer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2000	Other Agencies	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	1	18000.0000
2012	NASA	L	Large Vendor	PID	1	0	0	1	1	1	1	1	3	107232.0000
2007	Energy	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	2	2	0	0.0000
2016	Energy	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2000	VA	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	6	6	16	785000.0000
2004	VA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	120	120	220	750365.5970
2012	HHS	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	73	73	162	4777457.1876
2005	State and IAP	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	1	1	1	15550.0000
1998	Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	1	-55358.0000
2005	VA	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	252	252	990	363785820.1503
2006	Other Agencies	M	Medium Vendor	PID	1	1	0	0	1	1	2	2	2	6210.9900
2005	State and IAP	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	2	2	9	72666.0000
2013	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	1771	1771	19914	287285561.6448
2018	GSA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	80	80	308	2265198.5512
2012	State and IAP	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	36	36	87	586051.1204
2010	HHS	S	Always Small Vendor	Duns	1	0	0	0	0	0	4	4	9	-45681.7796
2019	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	30	30	110	72568.9392
2012	Energy	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	100	144	652	144479100.2728
2010	NASA	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	4	4	7	18115.3700
2018	HHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	64	69	306	2264505.5473
2016	HHS	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	16	16	21	130749.1499
2001	GSA	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	46	46	0	1050900.0000
2003	Energy	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	71	71	682	621855710.6530
2012	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	5	5	0	19116.8695
2002	Defense	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	86	86	395	616661.5700
2002	Defense	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	25	25	361	21310497.0000
2007	Energy	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	2	2	2	33750.0000
2017	HHS	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	3	3	5	-20000.0000
2003	VA	S	Always Small Vendor	PID	1	1	1	1	1	1	1	1	1	60850.0000
2018	GSA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	30	30	0	0.0000
2007	State and IAP	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	416	416	899	4246961.7525
2004	NASA	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	65	65	84	309490.5093
2004	NASA	B	Big Five	PID	1	1	1	1	1	1	5	5	1474	3127125979.5186
2010	VA	M	Medium Vendor	PID	1	0	0	0	1	0	4	4	4	23398.5000
2004	GSA	B	Big Five	PID	1	1	1	1	1	1	5	5	4070	1203008695.0954
1992	Defense	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	159	159	2	7207290706.0000
2020	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	1146	1146	30619	5339629091.2794
1988	Defense	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	200000.0000
2002	Defense	S	Always Small Vendor	PID	1	0	0	0	1	1	14	14	32	372415.0000
2007	Other Agencies	S	Always Small Vendor	PID	1	1	1	1	1	1	7	7	101	4913652.7496
2020	NASA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	10	10	119	60638916.5000
1992	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	6	6	NULL	-120661.0000
2007	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	738	738	55	47187071.7001
2020	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	623	1472	113060	7692260760.6257
2019	VA	S	Always Small Vendor	PID	1	0	0	1	1	1	3	3	11	612113.4208
2017	Defense	S	Always Small Vendor	Duns	1	0	0	1	1	1	7	7	8	-71148.6389
2004	GSA	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	2628	2628	113363	543494946.5249
2009	GSA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	18	18	309	229782.7197
2015	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	25	25	34	159374.9402
2016	VA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	77	77	671	46353294.0917
2003	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	14	14	0	0.0000
2014	Defense	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	423	503	4736	74064627.5758
2020	DHS	L	Large Vendor	PID	1	0	0	0	1	1	1	1	3	2824.1802
2016	Other Agencies	N	Sometimes Small Vendor	Duns	1	0	0	1	1	1	1	1	3	119439.9122
2000	State and IAP	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	4	4	10	661000.0000
2001	Defense	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	8	8	28	1336911.0000
2020	VA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	5	5	13	-36128.7002
2012	DHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	10	11	38	73153.2300
2009	NASA	S	Always Small Vendor	PID	1	0	1	1	1	1	18	18	212	19308026.9375
2007	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	4	4	0	0.0000
2002	VA	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	90	90	143	193000.0000
2019	Other Agencies	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	3	3	NULL	30533.0000
2016	Defense	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	191	203	2148	5776582.7356
2014	State and IAP	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	6	6	12	799148.5900
2010	NASA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	206	206	660	12342776.3384
2000	Defense	L	Large Vendor	PID	1	0	0	0	0	0	1	1	1	874414.0000
2005	Defense	M	Medium Vendor	PID	1	1	1	1	1	1	69	69	17567	3462688318.5209
2014	DHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	3	2038.8000
2012	Other Agencies	S	Always Small Vendor	PID	1	0	0	1	1	1	31	31	174	4088810.4262
2018	GSA	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	2	2811.4402
2008	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	35	44	147	1098443.2193
2020	DHS	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	8	8	65	274542.1608
2013	DHS	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	37	41	82	200377.8500
2020	VA	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	237	237	1035	-673593.4561
2018	Energy	L	Large Vendor	PID	1	0	0	1	1	1	2	2	10	11626.3096
2004	Other Agencies	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	18	18	47	292215.4604
1992	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	341	341	NULL	1682604139.0000
2011	VA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	9	13	30	157973.2992
2001	NASA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	4	24	8791014.0000
2015	Other Agencies	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	121	127	278	1077851.9972
2019	DHS	S	Always Small Vendor	Duns	1	0	0	0	1	0	2	2	2	10049.2998
2019	HHS	L	Large Vendor	PID	1	1	0	1	1	1	2	2	17	1753158.0673
2008	DHS	M	Medium Vendor	PID	1	1	0	1	1	1	1	1	1	62672.5000
2015	Other Agencies	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	7	7	86	428922.4404
2000	NASA	S	Always Small Vendor	PID	1	0	1	1	1	1	37	37	200	80787246.0000
2020	Other Agencies	M	Medium Vendor	Duns	1	1	0	1	1	1	21	21	35	2489023.6636
2000	Other Agencies	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	1	2	7000.0000
2015	Other Agencies	L	Large Vendor	PID	1	0	0	1	1	1	7	7	190	1773392.9741
2015	Defense	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	1	1	0	0.0000
2012	Defense	L	Large Vendor	PID	1	1	1	1	1	1	147	147	9754643	94090906174.4777
2001	Energy	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	72	72	550	319429514.2575
2007	Energy	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	2	2	2	11697.7402
2000	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	83	131	564	77474841.2031
2003	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	1	1	0	0.0000
2003	GSA	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	4	4	31	2068553.5987
2006	HHS	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	10	45000.0000
2007	NASA	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	5128750.6172
2016	DHS	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	218	218	1324	362655964.0595
2003	NASA	S	Always Small Vendor	PID	1	0	1	1	1	1	31	31	224	150029435.9375
1995	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	153	153	13522	6103634972.0000
2017	State and IAP	S	Always Small Vendor	PID	1	1	1	1	1	1	3	3	10	9338530.2819
2008	Other Agencies	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	2	2	4	32188.1104
2012	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	10	10	0	42378.5000
2020	State and IAP	L	Large Vendor	PID	1	1	0	1	1	1	3	3	25	539420.6526
2000	VA	N	Sometimes Small Vendor	Duns	1	0	1	1	1	1	1	1	44	113747.5000
2016	VA	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	4	4	0	0.0000
2013	DHS	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	934586.2800
2013	DHS	M	Medium Vendor	PID	1	0	1	1	1	1	79	79	859	786594019.5500
1994	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	813	1058	3083	243503132.0000
1992	Defense	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	366	366	NULL	123012069.0000
2007	State and IAP	L	Large Vendor	PID	1	0	1	1	1	1	17	17	162	122083642.5034
2013	State and IAP	L	Large Vendor	PID	1	0	1	1	1	1	13	13	126	638959651.2247
2005	VA	S	Always Small Vendor	Name	1	0	0	0	1	1	1	1	2	18500.0000
1993	Defense	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	244	528	10	132606841.0000
2002	Other Agencies	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	3	3	0	0.0000
2013	NASA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	78	78	121	1414925.3400
2017	Defense	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	1622	1622	27726	330128342.9186
2017	State and IAP	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	1	1	0	0.0000
2019	HHS	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	28	28	NULL	15000.0000
1999	Defense	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	594	2130	20655	4571071257.0000
2009	VA	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	69	84	510	100702931.6193
2000	GSA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	6	6	5	24000.0000
2009	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	187	190	417	1023217.5017
1996	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	206	206	1026	347058631.0000
2014	State and IAP	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	70	79	392	141515110.0684
2002	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	16	23	79	864504.2587
2002	NASA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	86	86	237	12280823.7695
2017	State and IAP	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	15	16	23	200183.8603
2011	GSA	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	45	45	0	0.0000
2012	VA	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	10	10	0	412286.0000
2010	Defense	B	Big Five	PID	1	1	1	1	1	1	5	5	77793	92146049725.9611
2014	Energy	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	2	2	7	59799.5300
2017	NASA	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	105	165	2233	256655829.2382
2006	Defense	U	Unlabeled Vendor	Name	1	1	0	1	1	1	2	2	2	91144.0000
2010	Defense	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	735	735	14962	316241040.1308
1991	Defense	M	Medium Vendor	Duns	NULL	NULL	0	0	0	0	76	76	NULL	-11146252.0000
2017	Other Agencies	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	30	30	79	584417.7877
2015	HHS	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	11	11	17	228583.5796
2020	NASA	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	1	1	1	-55.0000
2009	DHS	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	4	4	5	15612.5000
2010	NASA	M	Medium Vendor	PID	1	1	0	1	1	1	2	2	3	78400.0000
2004	Defense	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	84	90	166	326082.0000
2017	NASA	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	1	1	3	12960.0000
2007	DHS	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	279	602	4927	227494261.5415
2015	Other Agencies	M	Medium Vendor	PID	1	0	0	1	1	1	48	48	257	4619727.7189
2008	State and IAP	U	Unlabeled Vendor	Name	1	1	1	1	1	1	2	1	4	146527.7734
2005	Defense	N	Sometimes Small Vendor	PID	1	0	0	0	1	0	2	2	13	47792.0000
2013	Defense	N	Sometimes Small Vendor	PID	1	0	0	0	0	0	2	2	22	10518.9700
2007	Defense	L	Large Vendor	PID	1	1	0	1	1	1	3	3	26	684173.2300
2004	State and IAP	U	Unlabeled Vendor	Name	NULL	NULL	0	0	0	0	2	2	1	2645.0000
2011	Defense	M	Medium Vendor	Duns	1	1	0	1	1	1	3	3	8	759627.6211
2009	Defense	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	273	292	597	1842484.2897
1991	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	NULL	70000.0000
2006	VA	M	Medium Vendor	PID	1	1	0	1	1	1	1	1	1	1100.0000
2018	DHS	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	189	189	292	935590.6908
2007	Energy	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	316	316	2577	663933835.4246
2018	DHS	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	11	11	15	21617.8301
2014	Other Agencies	M	Medium Vendor	PID	1	0	0	0	1	0	5	5	21	-2784.6000
2009	DHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	48	49	193	293775.3594
2013	GSA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	38	38	0	0.0000
2009	Defense	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	29	45	196	1317500.5888
2010	Defense	M	Medium Vendor	PID	1	0	1	1	1	1	232	232	9246	9082131566.6254
2002	VA	L	Large Vendor	PID	1	0	1	1	1	1	36	36	1023	1647788223.7344
2000	Other Agencies	U	Unlabeled Vendor	Name	1	0	1	1	1	1	1	1	1	0.0000
2006	HHS	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	4	4	498	36544249.3269
2007	Defense	S	Always Small Vendor	PDuns-2+	1	1	0	0	0	0	2	2	3	5088.0000
2016	HHS	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	76	76	0	2107190.5878
2016	HHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	0.0000
2002	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	55	55	659	137396818.8243
2013	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	52	62	199	420540.0399
2000	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	2	2	3	16938.3000
2012	DHS	S	Always Small Vendor	PID	1	0	0	0	1	0	1	1	1	6940.0000
2016	Defense	L	Large Vendor	PID	1	0	0	0	1	1	1	1	6	2059.2601
2015	Defense	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	192	192	490	356378.6300
2008	GSA	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	1	1	269	65368.3103
2005	Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	3126	3126	5539	-3812967.4300
2001	HHS	S	Always Small Vendor	PID	NULL	NULL	0	0	0	0	1	1	0	0.0000
2017	State and IAP	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	472	472	676	9650200.2939
2015	Energy	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	14	135	16175265.4291
2004	Defense	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	742	742	15058	3739952120.6491
2004	NASA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	3	3	4	20571.0000
2015	GSA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	6	6	8	40862.7495
2018	HHS	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	2	2	7	28002.2498
2004	Defense	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	108	166	2666	1133099763.2188
1994	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	183	183	271	-22038410.0000
2010	DHS	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	2	2	0	879495.6250
2012	DHS	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	371	564	3174	194991854.7993
1997	Other Agencies	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	4	4	4	108867.0000
2006	Defense	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	2	2	0	0.0000
2007	NASA	S	Always Small Vendor	PID	1	0	0	0	1	1	3	3	10	84790.0000
2019	NULL	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1	1	2	44400.0000
2013	NASA	M	Medium Vendor	PID	1	0	0	0	1	1	2	2	7	5984.6300
2010	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	14	17	0	0.0000
2017	Energy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	0	-12000.0000
2020	DHS	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	23	23	95	1040017.3440
2007	VA	L	Large Vendor	PID	1	1	0	1	1	1	2	2	3	56250.0000
2010	Energy	M	Medium Vendor	PID	1	1	1	1	1	1	6	6	92	185159723.6983
2007	GSA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	3148	3148	51863	1579840000.1862
2005	Defense	M	Medium Vendor	PID	1	0	1	1	1	1	198	198	8626	7815354266.4062
1992	Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1039	1210	NULL	191848218.0000
2005	Other Agencies	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	2	2	4	3881996.6499
1996	Other Agencies	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	203	243	8591	456310934.0000
1999	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	65	65	125	5069177.0000
2006	GSA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	550	550	1	3076442.2496
2010	VA	M	Medium Vendor	PID	1	0	1	1	1	1	70	70	804	589558452.4204
2019	GSA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	967	967	8992	13749921.7694
2011	HHS	M	Medium Vendor	PID	1	0	1	1	1	1	78	78	1053	902637297.4124
2009	State and IAP	U	Unlabeled Vendor	Name	1	1	0	1	1	1	3	1	3	29896.4593
2007	DHS	U	Unlabeled Vendor	Name	NULL	NULL	0	0	0	0	1	1	0	0.0000
2016	VA	S	Always Small Vendor	PID	1	1	1	1	1	1	2	2	2	29913.0901
1995	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	14	14	74	4968181.0000
2016	DHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	104	104	288	627963.0715
2013	DHS	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	11	11	0	12807.0000
2003	HHS	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	2	2	2	52500.0000
2002	HHS	S	Always Small Vendor	Name	1	0	0	1	1	1	1	1	1	25000.0000
2007	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	12	12	0	0.0000
2005	GSA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	673	673	7705	104431556.0300
2013	State and IAP	S	Always Small Vendor	Duns	1	1	0	0	1	0	1	1	2	4500.0000
1998	Defense	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	7	7	7	194448.0000
2019	Defense	M	Medium Vendor	Duns	1	1	1	1	1	1	2	2	7	509557.2969
2010	DHS	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	1532	1532	7342	948662587.0393
2007	Other Agencies	L	Large Vendor	PID	1	0	0	1	1	1	3	3	28	333568.8895
2009	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	350	583	4856	80489184.6130
2007	Other Agencies	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	50410.8007
2009	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	209	262	32822	363795396.2634
2012	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	125	125	0	40460188.3191
2012	DHS	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	4	4	5	4135.0000
2014	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	532	532	0	780.8100
2009	Other Agencies	M	Medium Vendor	Duns	1	0	0	0	0	0	1	1	1	3500.0000
2015	Other Agencies	M	Medium Vendor	Duns	1	1	0	0	1	1	27	27	43	430979.0094
2017	DHS	M	Medium Vendor	PID	1	0	0	0	1	1	8	8	22	8970.0000
2012	GSA	S	Always Small Vendor	PID	1	0	0	0	1	1	6	6	9	32723.0900
2012	Other Agencies	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	252895.7329
2012	State and IAP	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	8	8	54	739178.4448
2012	HHS	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	41	41	0	5500.0000
2010	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	482	482	2544	5102709.2320
2017	Defense	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	507	848	263947	2695315881.1653
2012	Energy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	7	7	0	0.0000
2020	VA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	589	589	5891	226586557.5636
2009	GSA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	248	248	13241	154018127.5442
2012	VA	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	13	13	63	670696.0585
2017	State and IAP	S	Always Small Vendor	PID	1	1	0	0	1	0	1	1	1	7000.0000
2016	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	123	123	405	3169540.9392
2006	GSA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	16	14971	84793382.1409
2002	State and IAP	M	Medium Vendor	PID	1	0	0	0	1	1	1	1	2	21000.0000
2019	Other Agencies	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	79	83	140	161157.9987
1999	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	4	8	45	1818210.0000
2011	Defense	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	9	11	59	166647.1298
2006	State and IAP	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	17	19	142	667398.4810
2003	Other Agencies	S	Always Small Vendor	Name	1	0	0	0	1	0	1	1	2	7000.0000
2008	Defense	S	Always Small Vendor	PID	1	0	0	1	1	1	83	83	584	26277126.6402
2010	HHS	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	50000.0000
2007	State and IAP	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	32	32	0	2346904.4147
2004	GSA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	1205	1205	71524	1849882075.2107
2009	VA	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	36	36	209	5953863.2251
2003	DHS	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	24	24	178	31572947.1700
2012	Defense	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	23	43	1602	383982739.1846
2008	HHS	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	19	20	30	335664.0297
2009	GSA	L	Large Vendor	PID	1	0	1	1	1	1	42	42	19631	1305871242.3927
2015	VA	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	111	136	3034	160680120.0480
2012	Other Agencies	S	Always Small Vendor	PID	1	0	0	0	0	0	3	3	4	2760.0000
2001	GSA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	22	22	1	31275.1203
2003	VA	M	Medium Vendor	PID	1	0	0	1	1	1	45	45	156	14489316.0000
2018	Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	2	2	0	0.0000
2014	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	102	102	305	2021025.8396
2013	Defense	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	0	2	2	5	7845.0000
2019	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	427	616	3072	60476829.7325
2017	State and IAP	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	2	2	0	0.0000
2017	HHS	M	Medium Vendor	Duns	1	0	0	0	1	0	2	2	2	10060.0000
2018	State and IAP	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	368	368	2642	648442771.7812
2007	Energy	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	3	14468985.0000
2003	HHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	7	8	18	195492.2795
