fiscal_year	fiscal_quarter_YTD	contract_transaction_unique_key	contract_award_unique_key	signeddate	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	anycommercial	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	AnyCommercial	typeofcontractpricing	IsLetterContract	ProductOrServiceCode	claimantprogramcode	principalnaicscode	ProjectID	EntityID	parentid	IsEntityTraditional	obligatedAmount	baseandexercisedoptionsvalue	baseandalloptionsvalue	numberOfActions
1995	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	50000.0000	NULL	NULL	1
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	3541000.0000	NULL	NULL	NULL
2024	1	8000_8000_80GRC021F0013_P00024_NNC14CA02C_0	CONT_AWD_80GRC021F0013_8000_NNC14CA02C_8000	2023-12-12	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11	NULL	541712	NULL	677480	ZIN TECHNOLOGIES	0	11898.0000	0.0000	0.0000	1
1995	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	99595.0000	NULL	NULL	1
1996	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659846	LOCKHEED MARTIN	NULL	132420.0000	NULL	NULL	1
2024	1	8000_8000_80GRC021F0076_P00016_NNC14CA02C_0	CONT_AWD_80GRC021F0076_8000_NNC14CA02C_8000	2023-10-19	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11	NULL	541712	NULL	677480	ZIN TECHNOLOGIES	0	45543.0000	0.0000	0.0000	1
2022	2	8000_8000_80GRC021F0171_P00002_NNC14CA02C_0	CONT_AWD_80GRC021F0171_8000_NNC14CA02C_8000	2022-01-31	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	0.0000	0.0000	0.0000	1
1993	NULL	NULL	NULL	NULL	5700	AR11	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR11	A2 	NULL	NULL	683750	BOEING	NULL	881379.0000	NULL	NULL	NULL
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	1000000.0000	NULL	NULL	NULL
1998	NULL	NULL	NULL	NULL	5700	AR13	Space Systems	NULL	NULL	No Competition (Other Exception)	No competition	NULL	NULL	Small	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	NULL	228591	NULL	NULL	36027.0000	NULL	NULL	1
1999	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	No Competition (Only One Source Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR34	A2 	NULL	NULL	659846	LOCKHEED MARTIN	NULL	94354.0000	NULL	NULL	1
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	129000.0000	NULL	NULL	1
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	111470.0000	NULL	NULL	1
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	649382	GENERAL MOTORS	NULL	30524.0000	NULL	NULL	1
2019	NULL	8000_8000_80GRC018F0022_P00008_NNC14CA02C_0	CONT_AWD_80GRC018F0022_8000_NNC14CA02C_8000	2019-09-05	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	15000.0000	0.0000	0.0000	1
1991	NULL	NULL	NULL	NULL	5700	AR11	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR11	A2 	NULL	NULL	683750	BOEING	NULL	600000.0000	NULL	NULL	NULL
1990	NULL	NULL	NULL	NULL	5700	AR33	Space Systems	NULL	NULL	No Competition (Only One Source Exception)	No competition	NULL	NULL	Small	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	AR33	A2 	NULL	NULL	329954	NULL	NULL	1114000.0000	NULL	NULL	NULL
1995	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	3938000.0000	NULL	NULL	1
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	649382	GENERAL MOTORS	NULL	189609.0000	NULL	NULL	1
1995	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659846	LOCKHEED MARTIN	NULL	850000.0000	NULL	NULL	1
2022	1	8000_8000_80GRC018F0022_P00021_NNC14CA02C_0	CONT_AWD_80GRC018F0022_8000_NNC14CA02C_8000	2021-12-06	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	20000.0000	0.0000	0.0000	1
1995	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659846	LOCKHEED MARTIN	NULL	83370.0000	NULL	NULL	1
1995	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659846	LOCKHEED MARTIN	NULL	242353.0000	NULL	NULL	1
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	649382	GENERAL MOTORS	NULL	10000000.0000	NULL	NULL	1
2011	NULL	9700_-none-_FA881811D0025_0_-none-_-none-	CONT_IDV_FA881811D0025_9700	2011-01-05	5700	V126	Space Systems	NULL	SINGLE AWARD IDC	Competition with single offer	One Offer	N	FFP	Medium <1B	X	NULL	NULL	USA	FL	NULL	NULL	N	J	0	V126	S1	481212	NULL	NULL	NULL	0	0.0000	NULL	0.0000	NULL
2019	NULL	8000_8000_80GRC018F0022_P00005_NNC14CA02C_0	CONT_AWD_80GRC018F0022_8000_NNC14CA02C_8000	2019-02-07	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	20000.0000	0.0000	0.0000	1
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Only One Source Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	1748000.0000	NULL	NULL	NULL
2022	1	8000_8000_80GRC021F0076_P00002_NNC14CA02C_0	CONT_AWD_80GRC021F0076_8000_NNC14CA02C_8000	2021-12-13	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	60000.0000	0.0000	0.0000	1
1991	NULL	NULL	NULL	NULL	5700	AR11	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Pre-Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR11	A2 	NULL	NULL	661342	MARTIN MARIETTA	NULL	4802000.0000	NULL	NULL	NULL
1993	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	580000.0000	NULL	NULL	NULL
1996	NULL	NULL	NULL	NULL	5700	AR16	Space Systems	NULL	NULL	Competition with single offer	One Offer	NULL	NULL	Small	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	U	NULL	AR16	A2 	NULL	NULL	169615	NULL	NULL	204861.0000	NULL	NULL	1
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	-1370000.0000	NULL	NULL	NULL
2022	2	8000_8000_80GRC021F0013_P00013_NNC14CA02C_0	CONT_AWD_80GRC021F0013_8000_NNC14CA02C_8000	2022-03-24	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	400000.0000	0.0000	0.0000	1
1993	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	500000.0000	NULL	NULL	NULL
1993	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	110000.0000	NULL	NULL	NULL
1995	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	186001.0000	NULL	NULL	1
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	225652.0000	NULL	NULL	1
2022	1	8000_8000_80GRC021F0013_P00010_NNC14CA02C_0	CONT_AWD_80GRC021F0013_8000_NNC14CA02C_8000	2021-12-06	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	120000.0000	0.0000	0.0000	1
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	119000.0000	NULL	NULL	NULL
1993	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	1749000.0000	NULL	NULL	NULL
1990	NULL	NULL	NULL	NULL	5700	AR33	Space Systems	NULL	NULL	No Competition (Only One Source Exception)	No competition	NULL	NULL	Small	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	AR33	A2 	NULL	NULL	329954	NULL	NULL	380000.0000	NULL	NULL	NULL
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	2238000.0000	NULL	NULL	NULL
1993	NULL	NULL	NULL	NULL	5700	AR11	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR11	A2 	NULL	NULL	649342	GENERAL DYNAMICS	NULL	400000.0000	NULL	NULL	NULL
1991	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	649350	GENERAL ELECTRIC	NULL	898000.0000	NULL	NULL	NULL
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	1195997.0000	NULL	NULL	1
2022	1	8000_8000_80GRC021F0156_P00002_NNC14CA02C_0	CONT_AWD_80GRC021F0156_8000_NNC14CA02C_8000	2021-12-10	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	0.0000	0.0000	0.0000	1
1994	NULL	NULL	NULL	NULL	5700	AR13	Missile Defense	137	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	137	659841	LOCKHEED	NULL	-1262027.0000	NULL	NULL	1
1993	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659841	LOCKHEED	NULL	82510.0000	NULL	NULL	NULL
1995	NULL	NULL	NULL	NULL	5700	AR13	Space Systems	NULL	NULL	No Competition (Other Exception)	No competition	NULL	NULL	Small	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	NULL	240709	NULL	NULL	431192.0000	NULL	NULL	1
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	9350000.0000	NULL	NULL	NULL
1995	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659846	LOCKHEED MARTIN	NULL	862780.0000	NULL	NULL	1
1993	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Pre-Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	661342	MARTIN MARIETTA	NULL	34000.0000	NULL	NULL	NULL
2024	2	8000_8000_80GRC021F0076_P00018_NNC14CA02C_0	CONT_AWD_80GRC021F0076_8000_NNC14CA02C_8000	2024-02-01	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11	NULL	541712	NULL	677480	ZIN TECHNOLOGIES	0	0.0000	0.0000	0.0000	1
1995	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659846	LOCKHEED MARTIN	NULL	550000.0000	NULL	NULL	1
2023	4	9700_9700_FA881823FB002_0_FA881822D0001_0	CONT_AWD_FA881823FB002_9700_FA881822D0001_9700	2023-09-27	5700	V126	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	N	Incentive	Small	X	USA	MD	USA	MD	USA	C	N	V	0	V126	NULL	541715	NULL	NULL	NULL	1	2000000.0000	5061400.0000	5061400.0000	1
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	649382	GENERAL MOTORS	NULL	1296331.0000	NULL	NULL	1
2018	NULL	8000_8000_NND16AP05T_4_NND16AP03B_0	CONT_AWD_NND16AP05T_8000_NND16AP03B_8000	2018-09-17	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Other Exception)	No competition	Y	FFP	Medium <1B	X	USA	TX	USA	TX	USA	C	Y	J	0	V126		481212	NULL	1606070	BLUE ORIGIN	0	13286.1699	13286.1699	13286.1699	1
1995	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659846	LOCKHEED MARTIN	NULL	323534.0000	NULL	NULL	1
2018	NULL	8000_8000_80AFRC18F0085_0_NND16AP03B_0	CONT_AWD_80AFRC18F0085_8000_NND16AP03B_8000	2018-04-09	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer	One Offer	Y	FFP	Medium <1B	X	USA	TX	USA	TX	USA	C	Y	J	0	V126		481212	NULL	1606070	BLUE ORIGIN	0	102629.3594	102629.3594	102629.3594	1
1995	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659846	LOCKHEED MARTIN	NULL	1587500.0000	NULL	NULL	1
2022	1	8000_8000_80GRC021F0171_P00001_NNC14CA02C_0	CONT_AWD_80GRC021F0171_8000_NNC14CA02C_8000	2021-12-17	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	0.0000	0.0000	0.0000	1
2022	2	8000_8000_80GRC018F0022_P00023_NNC14CA02C_0	CONT_AWD_80GRC018F0022_8000_NNC14CA02C_8000	2022-03-25	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	70000.0000	0.0000	0.0000	1
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	-105000.0000	NULL	NULL	NULL
2015	NULL	8000_-none-_NNL14AA00B_27_-none-_-none-	CONT_IDV_NNL14AA00B_8000	2015-06-15	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	Two Offers	N	Other CB	Small	NULL	NULL	NULL	USA	VA	NULL	NULL	N	U	0	AR11	NULL	334511	NULL	NULL	NULL	0	18904.0000	0.0000	0.0000	NULL
2019	NULL	8000_8000_80GRC018F0022_P00007_NNC14CA02C_0	CONT_AWD_80GRC018F0022_8000_NNC14CA02C_8000	2019-09-04	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	0.0000	274975.0000	274975.0000	1
1995	NULL	NULL	NULL	NULL	5700	AR13	Space Systems	NULL	NULL	No Competition (Other Exception)	No competition	NULL	NULL	Small	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	NULL	240709	NULL	NULL	542222.0000	NULL	NULL	1
2022	2	8000_8000_80GRC021F0076_P00004_NNC14CA02C_0	CONT_AWD_80GRC021F0076_8000_NNC14CA02C_8000	2022-02-21	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	40000.0000	0.0000	0.0000	1
1991	NULL	NULL	NULL	NULL	5700	AR11	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR11	A2 	NULL	1746	649350	GENERAL ELECTRIC	NULL	97000.0000	NULL	NULL	NULL
1993	NULL	NULL	NULL	NULL	5700	AR13	Ordnance and Missiles	1746	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR13	A2 	NULL	1746	659841	LOCKHEED	NULL	105999.0000	NULL	NULL	NULL
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	3434000.0000	NULL	NULL	NULL
1999	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	No Competition (Only One Source Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	AR34	A2 	NULL	NULL	659846	LOCKHEED MARTIN	NULL	2834000.0000	NULL	NULL	1
2022	1	8000_8000_80GRC018F0022_P00020_NNC14CA02C_0	CONT_AWD_80GRC018F0022_8000_NNC14CA02C_8000	2021-10-29	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Small	X	USA	OH	USA	OH	USA	C	N	U	0	AR11		541712	NULL	677480	ZIN TECHNOLOGIES	1	0.0000	0.0000	0.0000	1
2015	NULL	8000_-none-_NNL14AA00B_24_-none-_-none-	CONT_IDV_NNL14AA00B_8000	2015-04-29	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	Two Offers	N	Other CB	Small	NULL	NULL	NULL	USA	VA	NULL	NULL	N	U	0	AR11	NULL	334511	NULL	NULL	NULL	0	0.0000	0.0000	-79425.0000	NULL
1995	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	5074161.0000	NULL	NULL	1
1991	NULL	NULL	NULL	NULL	5700	1840	Space Systems	1539	NULL	No Competition (Unlabeled Exception)	No competition	NULL	NULL	Large: Big 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	L	NULL	1840	A2 	NULL	1539	683750	BOEING	NULL	1913000.0000	NULL	NULL	NULL
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	299948.0000	NULL	NULL	1
1996	NULL	NULL	NULL	NULL	5700	AR34	Space Systems	NULL	NULL	Limited Competition with multiple offers	Two Offers	NULL	NULL	Medium >1B (Small Subsidiary)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	J	NULL	AR34	A2 	NULL	NULL	666329	ORBITAL SCIENCES	NULL	339156.0000	NULL	NULL	1
