assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation.x,total_obligated_amount.x,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID.19_supplementals_for_overall_award,obligated_amount_from_COVID.19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,Funding_Agency_Name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date,USAspending_file_name,federal_action_obligation.y,total_obligated_amount.y,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space Technology,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,AnyTag
7300_11E3715136490005_11E37151364900052011JUN520_59.016_-NONE-,ASST_NON_11E3715136490005_7300,11E3715136490005,NA,11E37151364900052011JUN520,SAI NOT AVAILABLE,67500,67500,NA,NA,7500,7500,0,0,0,0,NA,NA,NA,NA,NA,2011-06-09,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPE, INC.","JPE, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,COLORADO SPRINGS,08041,EL PASO,08,CO,COLORADO,80903,0000,CO-02,CO-05,NA,NA,NA,NA,USA,UNITED STATES,31**055,OMAHA,31055,DOUGLAS,31,NEBRASKA,681050000,NE-02,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,BACKFILL DENTAL SPACE,BACKFILL DENTAL SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E3715136490005_7300/,2011-07-13,FY2011_073_Assistance_Full_20230908_1.csv,67500,67500,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E3715136490006_11E37151364900062011JUN521_59.016_-NONE-,ASST_NON_11E3715136490006_7300,11E3715136490006,NA,11E37151364900062011JUN521,SAI NOT AVAILABLE,135000,135000,NA,NA,15000,15000,0,0,0,0,NA,NA,NA,NA,NA,2011-06-09,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPE, INC.","JPE, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,COLORADO SPRINGS,08041,EL PASO,08,CO,COLORADO,80903,0000,CO-02,CO-05,NA,NA,NA,NA,USA,UNITED STATES,31**055,OMAHA,31055,DOUGLAS,31,NEBRASKA,681050000,NE-02,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,BACKFILL DIETETICS SPACE,BACKFILL DIETETICS SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E3715136490006_7300/,2011-07-13,FY2011_073_Assistance_Full_20230908_1.csv,135000,135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E2600985790078_11E26009857900782011MAY255_59.016_-NONE-,ASST_NON_11E2600985790078_7300,11E2600985790078,NA,11E26009857900782011MAY255,SAI NOT AVAILABLE,5000,5000,NA,NA,1250,1250,0,0,0,0,NA,NA,NA,NA,NA,2011-05-31,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INNOVATIVE CONSTRUCTION SERVICES, INC.","INNOVATIVE CONSTRUCTION SERVICES, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,GREENWOOD,18081,JOHNSON,18,IN,INDIANA,46142,0000,IN-04,IN-06,NA,NA,NA,NA,USA,UNITED STATES,18**023,FRANKFORT,18023,CLINTON,18,INDIANA,460410000,IN-04,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,TEEN SPACE RENOVATION,TEEN SPACE RENOVATION,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E2600985790078_7300/,2011-06-16,FY2011_073_Assistance_Full_20230908_1.csv,5000,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E8414555730013_11E84145557300132011MAY839_59.016_-NONE-,ASST_NON_11E8414555730013_7300,11E8414555730013,NA,11E84145557300132011MAY839,SAI NOT AVAILABLE,-7065,0,NA,NA,-785,0,0,0,0,0,NA,NA,NA,NA,NA,2011-05-31,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALPINE DESIGN INTERIORS, INC. DBA ADI CONSTRU","ALPINE DESIGN INTERIORS, INC. DBA ADI CONSTRU",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,DENVER,08031,DENVER,08,CO,COLORADO,80211,0000,CO-04,CO-01,NA,NA,NA,NA,USA,UNITED STATES,08**069,FORT COLLINS,08069,LARIMER,08,COLORADO,805230000,CO-04,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,09-005 TILT IMPROVEMENTS: REMODEL OFFICE SPACE AND INSTALL NEW DRINKING FOUNTAIN,09-005 TILT IMPROVEMENTS: REMODEL OFFICE SPACE AND INSTALL NEW DRINKING FOUNTAIN,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E8414555730013_7300/,2011-06-16,FY2011_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E3641222030008_11E36412220300082011MAY574_59.016_-NONE-,ASST_NON_11E3641222030008_7300,11E3641222030008,NA,11E36412220300082011MAY574,SAI NOT AVAILABLE,10000,10000,NA,NA,2500,2500,0,0,0,0,NA,NA,NA,NA,NA,2011-05-12,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K. WOHLTMAN CONSTRUCTION, INC.","K. WOHLTMAN CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,EFFINGHAM,17049,EFFINGHAM,17,IL,ILLINOIS,62401,0000,IL-19,IL-12,NA,NA,NA,NA,USA,UNITED STATES,17**049,SAINT ELMO,17049,EFFINGHAM,17,ILLINOIS,624580000,IL-19,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,"RENOVATION OF AN EXISTING SPACE INCLUDING BUILDING A NEW ENTRY TO PROVIDE HADNICAPPED ACCESSIBILITY, NEW MECHANICAL SYSTEM AND ELECTRICAL WORK FOR TH","RENOVATION OF AN EXISTING SPACE INCLUDING BUILDING A NEW ENTRY TO PROVIDE HADNICAPPED ACCESSIBILITY, NEW MECHANICAL SYSTEM AND ELECTRICAL WORK FOR TH",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E3641222030008_7300/,2011-06-16,FY2011_073_Assistance_Full_20230908_1.csv,10000,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E8410956550015_11E84109565500152011MAY820_59.016_-NONE-,ASST_NON_11E8410956550015_7300,11E8410956550015,NA,11E84109565500152011MAY820,SAI NOT AVAILABLE,320000,320000,NA,NA,80000,80000,0,0,0,0,NA,NA,NA,NA,NA,2011-05-11,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAITH ENTERPRISES INC.,FAITH ENTERPRISES INC.,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,COLORADO SPRINGS,08041,EL PASO,08,CO,COLORADO,80903,0000,CO-01,CO-05,NA,NA,NA,NA,USA,UNITED STATES,35**001,ALBUQUERQUE,35001,BERNALILLO,35,NEW MEXICO,871080000,NM-01,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,DVA NEW MEXICO: NEW MENTAL HEALTH SPACE,DVA NEW MEXICO: NEW MENTAL HEALTH SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E8410956550015_7300/,2011-06-16,FY2011_073_Assistance_Full_20230908_1.csv,320000,320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E0616934790002_11E06169347900022011MAY55_59.016_-NONE-,ASST_NON_11E0616934790002_7300,11E0616934790002,NA,11E06169347900022011MAY55,SAI NOT AVAILABLE,44955,44955,NA,NA,4995,4995,0,0,0,0,NA,NA,NA,NA,NA,2011-05-03,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK CONSTRUCTION & MANAGEMENT, LLC","UK CONSTRUCTION & MANAGEMENT, LLC",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,BALTIMORE,24510,BALTIMORE CITY,24,MD,MARYLAND,21201,0000,MD-01,MD-07,NA,NA,NA,NA,USA,UNITED STATES,11**001,WASHINGTON,11001,DISTRICT OF COLUMBIA,11,DIST. OF COLUMBIA,200010000,DC-01,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,CARDOZO SHS SWING SPACE,CARDOZO SHS SWING SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E0616934790002_7300/,2011-06-16,FY2011_073_Assistance_Full_20230908_1.csv,44955,44955,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E8414555730013_11E84145557300132011MAY838_59.016_-NONE-,ASST_NON_11E8414555730013_7300,11E8414555730013,NA,11E84145557300132011MAY839,SAI NOT AVAILABLE,7065,0,NA,NA,785,0,0,0,0,0,NA,NA,NA,NA,NA,2011-05-03,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALPINE DESIGN INTERIORS, INC. DBA ADI CONSTRU","ALPINE DESIGN INTERIORS, INC. DBA ADI CONSTRU",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,DENVER,08031,DENVER,08,CO,COLORADO,80211,0000,CO-04,CO-01,NA,NA,NA,NA,USA,UNITED STATES,08**069,FORT COLLINS,08069,LARIMER,08,COLORADO,805230000,CO-04,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,09-005 TILT IMPROVEMENTS: REMODEL OFFICE SPACE AND INSTALL NEW DRINKING FOUNTAIN,09-005 TILT IMPROVEMENTS: REMODEL OFFICE SPACE AND INSTALL NEW DRINKING FOUNTAIN,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E8414555730013_7300/,2011-06-16,FY2011_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E9201354750023_11E92013547500232011APR1030_59.016_-NONE-,ASST_NON_11E9201354750023_7300,11E9201354750023,NA,11E92013547500232011APR1030,SAI NOT AVAILABLE,-28000,0,NA,NA,-7000,0,0,0,0,0,NA,NA,NA,NA,NA,2011-04-29,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOLDEN HEART CONSTRUCTION, INC.","GOLDEN HEART CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,FAIRBANKS,02090,FAIRBANKS NORTH STAR,02,AK,ALASKA,99707,0000,AK-01,AK-00,NA,NA,NA,NA,USA,UNITED STATES,02**020,ANCHORAGE,02020,ANCHORAGE,02,ALASKA,995020000,AK-01,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,RENOVATE SPACE TO MAKE AN EXECUTIVE CONFERENCE ROOM.,RENOVATE SPACE TO MAKE AN EXECUTIVE CONFERENCE ROOM.,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E9201354750023_7300/,2011-05-17,FY2011_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E9548690000014_11E95486900000142011APR1065_59.016_-NONE-,ASST_NON_11E9548690000014_7300,11E9548690000014,NA,11E95486900000142011APR1065,SAI NOT AVAILABLE,36000,36000,NA,NA,9000,9000,0,0,0,0,NA,NA,NA,NA,NA,2011-04-27,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRIME AXIS GENERAL BUILDER INC,PRIME AXIS GENERAL BUILDER INC,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,RESEDA,06037,LOS ANGELES,06,CA,CALIFORNIA,91335,0000,CA-34,CA-90,NA,NA,NA,NA,USA,UNITED STATES,06**037,LOS ANGELES,06037,LOS ANGELES,06,CALIFORNIA,900170000,CA-34,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,REMODEL OF MUSIC DEPT SWING SPACE,REMODEL OF MUSIC DEPT SWING SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E9548690000014_7300/,2011-05-17,FY2011_073_Assistance_Full_20230908_1.csv,36000,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E3641222030007_11E36412220300072011APR664_59.016_-NONE-,ASST_NON_11E3641222030007_7300,11E3641222030007,NA,11E36412220300072011APR664,SAI NOT AVAILABLE,24000,24000,NA,NA,6000,6000,0,0,0,0,NA,NA,NA,NA,NA,2011-04-26,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K. WOHLTMAN CONSTRUCTION, INC.","K. WOHLTMAN CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,EFFINGHAM,17049,EFFINGHAM,17,IL,ILLINOIS,62401,0000,IL-19,IL-12,NA,NA,NA,NA,USA,UNITED STATES,17**173,FINDLAY,17173,SHELBY,17,ILLINOIS,625340000,IL-19,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,RENOVATION OF EXISTING SPACE INCLUDING BUILDING A NEW ENTRY TO PROVIDE HANDICAPPED ACCESSIBILITY. NEW MECHANICAL SYSTEM AND ELECTRICAL WORK FOR RENOV,RENOVATION OF EXISTING SPACE INCLUDING BUILDING A NEW ENTRY TO PROVIDE HANDICAPPED ACCESSIBILITY. NEW MECHANICAL SYSTEM AND ELECTRICAL WORK FOR RENOV,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E3641222030007_7300/,2011-05-17,FY2011_073_Assistance_Full_20230908_1.csv,24000,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E4316105270028_11E43161052700282011APR769_59.016_-NONE-,ASST_NON_11E4316105270028_7300,11E4316105270028,NA,11E43161052700282011APR769,SAI NOT AVAILABLE,20000,20000,NA,NA,5000,5000,0,0,0,0,NA,NA,NA,NA,NA,2011-04-26,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N. W. ROGERS CONSTRUCTION, INC.","N. W. ROGERS CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,BLUE SPRINGS,29095,JACKSON,29,MO,MISSOURI,64015,0000,MO-03,MO-90,NA,NA,NA,NA,USA,UNITED STATES,20**091,OVERLAND PARK,20091,JOHNSON,20,KANSAS,662100000,KS-03,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,JOCO LIBRARY RENOVATION OF EXISTING SPACE,JOCO LIBRARY RENOVATION OF EXISTING SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E4316105270028_7300/,2011-05-17,FY2011_073_Assistance_Full_20230908_1.csv,20000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E3818056030002_11E38180560300022011APR687_59.016_-NONE-,ASST_NON_11E3818056030002_7300,11E3818056030002,NA,11E38180560300022011APR687,SAI NOT AVAILABLE,5000,5000,NA,NA,1250,1250,0,0,0,0,NA,NA,NA,NA,NA,2011-04-26,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FD HAYES ELECTRIC COMPANY,FD HAYES ELECTRIC COMPANY,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,LANSING,26065,INGHAM,26,MI,MICHIGAN,48910,0000,MI-12,MI-07,NA,NA,NA,NA,USA,UNITED STATES,26**099,WARREN,26099,MACOMB,26,MICHIGAN,480880000,MI-12,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,SPACE OPTIMIZATION & UTLITZATION PROJECT,SPACE OPTIMIZATION & UTLITZATION PROJECT,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E3818056030002_7300/,2011-05-17,FY2011_073_Assistance_Full_20230908_1.csv,5000,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E2238071090002_11E22380710900022011APR225_59.016_-NONE-,ASST_NON_11E2238071090002_7300,11E2238071090002,NA,11E22380710900022011APR225,SAI NOT AVAILABLE,25600,25600,NA,NA,6400,6400,0,0,0,0,NA,NA,NA,NA,NA,2011-04-26,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARAGON CONTRACTING, INC.","PARAGON CONTRACTING, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,CLIFTON,34031,PASSAIC,34,NJ,NEW JERSEY,07014,0000,NJ-07,NJ-09,NA,NA,NA,NA,USA,UNITED STATES,34**039,CRANFORD,34039,UNION,34,NEW JERSEY,070160000,NJ-07,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,CRAWL SPACE ASBESTOS ABATEMENT,CRAWL SPACE ASBESTOS ABATEMENT,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E2238071090002_7300/,2011-05-17,FY2011_073_Assistance_Full_20230908_1.csv,25600,25600,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E2238071090001_11E22380710900012011APR224_59.016_-NONE-,ASST_NON_11E2238071090001_7300,11E2238071090001,NA,11E22380710900012011APR224,SAI NOT AVAILABLE,20000,20000,NA,NA,5000,5000,0,0,0,0,NA,NA,NA,NA,NA,2011-04-26,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARAGON CONTRACTING, INC.","PARAGON CONTRACTING, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,CLIFTON,34031,PASSAIC,34,NJ,NEW JERSEY,07014,0000,NJ-07,NJ-09,NA,NA,NA,NA,USA,UNITED STATES,34**039,SUMMIT,34039,UNION,34,NEW JERSEY,079010000,NJ-07,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,ASBESTOS ABATEMENT- SUMMIT MIDDLE SCHOOL BOILER ROOM & CRAWL SPACE,ASBESTOS ABATEMENT- SUMMIT MIDDLE SCHOOL BOILER ROOM & CRAWL SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E2238071090001_7300/,2011-05-17,FY2011_073_Assistance_Full_20230908_1.csv,20000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E1137051120021_11E11370511200212011APR105_59.016_-NONE-,ASST_NON_11E1137051120021_7300,11E1137051120021,NA,11E11370511200212011APR105,SAI NOT AVAILABLE,90000,90000,NA,NA,10000,10000,0,0,0,0,NA,NA,NA,NA,NA,2011-04-18,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTL ASSOCIATES, INC.","TTL ASSOCIATES, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,TOLEDO,39095,LUCAS,39,OH,OHIO,43604,5305,OH-12,OH-09,NA,NA,NA,NA,USA,UNITED STATES,39**049,COLUMBUS,39049,FRANKLIN,39,OHIO,432190000,OH-12,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,EXPAND CLINICAL SPACE SOL# VA-250-11-IB-0109,EXPAND CLINICAL SPACE SOL# VA-250-11-IB-0109,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E1137051120021_7300/,2011-05-17,FY2011_073_Assistance_Full_20230908_1.csv,90000,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E1137051120022_11E11370511200222011APR106_59.016_-NONE-,ASST_NON_11E1137051120022_7300,11E1137051120022,NA,11E11370511200222011APR106,SAI NOT AVAILABLE,90000,90000,NA,NA,10000,10000,0,0,0,0,NA,NA,NA,NA,NA,2011-04-18,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTL ASSOCIATES, INC.","TTL ASSOCIATES, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,TOLEDO,39095,LUCAS,39,OH,OHIO,43604,5305,OH-12,OH-09,NA,NA,NA,NA,USA,UNITED STATES,39**049,COLUMBUS,39049,FRANKLIN,39,OHIO,432190000,OH-12,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,EXPAND CLINICAL SPACE SOL# VA-250-11-IB-0108,EXPAND CLINICAL SPACE SOL# VA-250-11-IB-0108,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E1137051120022_7300/,2011-05-17,FY2011_073_Assistance_Full_20230908_1.csv,90000,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
