Fiscal Year,Contracting Department ID,Contracting Department Name,Product or Service Code,Product or Service Description,Base and All Options Value (Total Contract Value),Base and Exercised Options Value,Dollars Obligated,Number of Actions,Number of Records
2011,9700,DEPT OF DEFENSE,2940,ENGINE AIR & OIL FILTERS - NONAIR,"$27,041,800.47 ","$13,483,078.50 ","$13,483,078.50 ",924,924
2011,9700,DEPT OF DEFENSE,2945,ENGINE AIR & OIL FILTERS - AIR,"$25,889,456.92 ","$24,994,495.92 ","$24,994,295.92 ",252,250
2011,9700,DEPT OF DEFENSE,2950,TURBOSUPERCHARGERS AND COMPONENTS,"$4,401,591.11 ","$3,816,101.77 ","$3,715,895.90 ",159,159
2011,9700,DEPT OF DEFENSE,2990,MISC ENGINE ACCESSORIES - NONAIR,"$72,211,118.02 ","$34,688,540.23 ","$34,676,651.10 ",979,975
2011,9700,DEPT OF DEFENSE,2995,MISC ENGINE ACCESSORIES - AIRCRAFT,"$203,287,210.02 ","$174,900,719.94 ","$169,853,006.74 ",1045,1045
2011,9700,DEPT OF DEFENSE,3010,TORQUE CONVERTERS & SPEED CHANGERS,"$48,816,855.52 ","$42,698,425.02 ","$42,656,155.48 ",1187,1183
2011,9700,DEPT OF DEFENSE,3020,GEAR PULLEY SPROCKET & TRAN CHAIN,"$44,120,487.02 ","$42,691,842.82 ","$42,691,839.82 ",1861,1861
2011,9700,DEPT OF DEFENSE,3030,BELTING DRIVE BELTS FAN BELTS & ACC,"$2,808,092.45 ","$1,651,652.45 ","$1,651,652.45 ",172,172
2011,9700,DEPT OF DEFENSE,3040,MISC POWER TRANSMISSION EQ,"$210,137,222.99 ","$132,659,480.81 ","$131,555,778.51 ",5789,5789
2011,9700,DEPT OF DEFENSE,3110,"BEARINGS, ANTIFRICTION, UNMOUNTED","$168,656,197.14 ","$102,812,669.72 ","$102,544,293.72 ",3756,3756
2011,9700,DEPT OF DEFENSE,3120,"BEARINGS, PLAIN, UNMOUNTED","$79,641,490.55 ","$63,440,219.04 ","$63,429,999.03 ",3546,3546
2011,9700,DEPT OF DEFENSE,3130,"BEARINGS, MOUNTED","$7,938,789.32 ","$7,188,789.32 ","$7,050,647.32 ",314,308
2011,9700,DEPT OF DEFENSE,3210,SAWMILL AND PLANING MILL MACHINERY,"$170,016.06 ","$170,016.06 ","$170,016.06 ",12,12
2011,9700,DEPT OF DEFENSE,3220,WOODWORKING MACHINES,"$1,351,932.48 ","$1,251,932.48 ","$1,251,932.47 ",72,72
2011,9700,DEPT OF DEFENSE,3230,TOOLS - ATTACHS FOR WOODWORK MACH,"$852,320.48 ","$852,320.48 ","$773,079.35 ",73,71
2011,9700,DEPT OF DEFENSE,3405,SAWS AND FILING MACHINES,"$4,842,777.51 ","$1,727,952.51 ","$1,727,952.50 ",113,112
2011,9700,DEPT OF DEFENSE,3408,MACHING CENTERS & WAY-TYPE MACHINES,"$67,238,727.50 ","$22,265,796.50 ","$22,255,796.50 ",129,129
2011,9700,DEPT OF DEFENSE,3410,ELECT & ULTRASONIC EROSION MACHINES,"$2,939,857.02 ","$2,939,857.02 ","$2,939,857.02 ",32,32
2011,9700,DEPT OF DEFENSE,3411,BORING MACHINES.,"$18,917,136.50 ","$8,917,138.50 ","$8,909,289.50 ",38,38
2011,9700,DEPT OF DEFENSE,3412,BROACHING MACHINES,"$196,530.57 ","$196,530.57 ","$196,530.57 ",7,7
2011,9700,DEPT OF DEFENSE,3413,DRILLING AND TAPPING MACHINES,"$1,147,228.18 ","$1,147,228.18 ","$1,147,228.18 ",51,51
2011,9700,DEPT OF DEFENSE,3414,GEAR CUTTING AND FINISHING MACHINES,"$1,337,997.41 ","$1,337,997.41 ","$1,337,997.41 ",13,13
2011,9700,DEPT OF DEFENSE,3415,GRINDING MACHINES,"$8,334,213.34 ","$7,304,213.34 ","$7,278,206.84 ",88,88
2011,9700,DEPT OF DEFENSE,3416,LATHES,"$26,999,502.82 ","$27,360,827.21 ","$27,215,563.73 ",137,137
2011,9700,DEPT OF DEFENSE,3417,MILLING MACHINES,"$21,815,056.97 ","$16,815,057.97 ","$16,796,174.67 ",207,207
2011,9700,DEPT OF DEFENSE,3418,PLANERS AND SHAPERS,"$301,649.70 ","$301,649.70 ","$301,649.70 ",14,14
2011,9700,DEPT OF DEFENSE,3419,MISCELLANEOUS MACHINE TOOLS,"$147,566,667.39 ","$92,725,071.03 ","$92,702,115.73 ",438,436
2011,9700,DEPT OF DEFENSE,3422,ROLLING MILLS AND DRAWING MACHINES,"$123,211.55 ","$123,211.55 ","$123,211.55 ",4,4
2011,9700,DEPT OF DEFENSE,3424,METAL HEAT TREATING EQ,"$3,408,441.83 ","$3,408,441.83 ","$3,408,441.83 ",36,36
2011,9700,DEPT OF DEFENSE,3426,METAL FINISHING EQUIPMENT,"$15,450,475.00 ","$10,450,476.00 ","$10,123,841.79 ",130,130
2011,9700,DEPT OF DEFENSE,3431,ELECTRIC ARC WELDING EQUIPMENT,"$4,186,539.33 ","$4,086,539.33 ","$4,082,867.43 ",142,142
2011,9700,DEPT OF DEFENSE,3432,ELECTRIC RESISTANCE WELDING EQ,"$273,425.74 ","$273,425.74 ","$273,425.74 ",12,12
2011,9700,DEPT OF DEFENSE,3433,GAS WELD HEAT CUT - METALIZING EQ,"$9,670,520.85 ","$5,870,520.85 ","$5,872,719.89 ",132,132
2011,9700,DEPT OF DEFENSE,3436,WELDING POSITIONERS & MANIPULATORS,"$1,114,051.81 ","$1,114,051.81 ","$1,114,051.81 ",24,24
2011,9700,DEPT OF DEFENSE,3438,MISCELLANEOUS WELDING EQUIPMENT,"$12,343,439.41 ","$11,591,900.85 ","$11,557,727.87 ",202,202
2011,9700,DEPT OF DEFENSE,3439,MISC WELD SOLDER & BRAZING SUPPLY,"$18,461,355.21 ","$10,458,585.60 ","$10,453,901.03 ",664,662
2011,9700,DEPT OF DEFENSE,3441,BENDING AND FORMING MACHINES,"$9,771,841.78 ","$3,756,210.78 ","$3,756,210.78 ",128,128
2011,9700,DEPT OF DEFENSE,3442,HYDRAULIC/PNEUMATIC POWER PRESS DR,"$7,461,332.33 ","$2,461,333.33 ","$2,461,333.33 ",78,76
2011,9700,DEPT OF DEFENSE,3443,"MECHANICAL PRESSES, POWER DRIVEN","$570,021.73 ","$570,021.73 ","$570,021.73 ",14,14
2011,9700,DEPT OF DEFENSE,3444,MANUAL PRESSES,"$7,001,347.90 ","$7,001,347.90 ","$7,001,347.87 ",15,15
2011,9700,DEPT OF DEFENSE,3445,PUNCHING AND SHEARING MACHINES,"$1,959,480.47 ","$1,561,800.15 ","$1,561,800.15 ",66,66
2011,9700,DEPT OF DEFENSE,3446,FORGING MACHINERY AND HAMMERS,"$218,540.32 ","$218,540.32 ","$218,540.32 ",7,7
2011,9700,DEPT OF DEFENSE,3447,WIRE & METAL RIBBON FORMING MACHS,"$51,988.33 ","$51,988.33 ","$51,988.33 ",6,6
2011,9700,DEPT OF DEFENSE,3448,RIVETING MACHINES,"$962,436.89 ","$962,436.89 ","$962,436.89 ",21,19
2011,9700,DEPT OF DEFENSE,3449,MSC SECONDARY METAL FORM-CUT MACH,"$10,290,130.35 ","$2,151,888.17 ","$2,143,974.62 ",86,86
2011,9700,DEPT OF DEFENSE,3450,"MACHINE TOOLS, PORTABLE","$6,064,971.51 ","$1,064,971.51 ","$1,055,451.91 ",88,86
2011,9700,DEPT OF DEFENSE,3455,CUTTING TOOLS FOR MACHINE TOOLS,"$7,738,293.40 ","$2,538,294.40 ","$2,537,070.40 ",531,531
2011,9700,DEPT OF DEFENSE,3456,SECONDARY METAL MACH-CUTTING TOOLS,"$2,202,661.37 ","$1,834,394.24 ","$1,829,882.24 ",41,41
2011,9700,DEPT OF DEFENSE,3460,MACHINE TOOL ACCESSORIES,"$13,411,580.42 ","$5,151,581.42 ","$5,122,966.42 ",307,286
2011,9700,DEPT OF DEFENSE,3461,SECONDARY METALWORKING MACH-ACCESS,"$247,625.55 ","$247,625.55 ","$247,625.55 ",17,17
2011,9700,DEPT OF DEFENSE,3465,PRODUCTION JIGS FIXTURES & TEMPLATE,"$2,722,405.09 ","$722,405.09 ","$722,405.09 ",36,36
2011,9700,DEPT OF DEFENSE,3470,MACHINE SHOP SETS KITS & OUTFITS,"$316,104,024.43 ","$13,398,382.27 ","$13,339,034.52 ",379,379
2011,9700,DEPT OF DEFENSE,3510,LAUNDRY AND DRY CLEANING EQUIPMENT,"$28,284,236.01 ","$19,792,336.42 ","$19,691,737.89 ",615,611
2011,9700,DEPT OF DEFENSE,3520,SHOE REPAIRING EQUIPMENT,"$170,929.61 ","$25,091.71 ","$3,876.80 ",6,6
2011,9700,DEPT OF DEFENSE,3530,IND SEW MACH & MOBILE TEXTILE SHOPS,"$680,127.32 ","$712,027.32 ","$680,127.32 ",57,57
2011,9700,DEPT OF DEFENSE,3540,WRAPPING AND PACKAGING MACHINERY,"$2,652,556.99 ","$2,306,021.99 ","$2,305,851.06 ",195,194
2011,9700,DEPT OF DEFENSE,3550,VENDING AND COIN OPERATED MACHINES,"$1,997,989.08 ","$249,273.08 ","$249,273.08 ",15,15
2011,9700,DEPT OF DEFENSE,3590,MISC SERVICE & TRADE EQ,"$111,695,255.55 ","$102,975,530.19 ","$101,904,090.44 ",5223,1452
2011,9700,DEPT OF DEFENSE,3605,FOOD PRODUCTS MACHINE & EQ,"$8,850,184.66 ","$6,469,426.03 ","$6,406,831.24 ",317,313
2011,9700,DEPT OF DEFENSE,3610,"PRINTING,DUPLICATING & BOOKBIND EQ","$140,055,068.32 ","$36,199,056.01 ","$35,593,143.31 ",1213,1168
2011,9700,DEPT OF DEFENSE,3611,INDUSTRIAL MARKING MACHINES,"$3,260,426.22 ","$3,260,426.22 ","$3,260,426.22 ",142,141
2011,9700,DEPT OF DEFENSE,3615,PULP AND PAPER INDUSTRIES MACHINERY,"$1,013,881.73 ","$1,010,395.63 ","$1,010,395.63 ",69,69
2011,9700,DEPT OF DEFENSE,3620,RUBBER & PLASTIC WORKING MACHINE,"$4,453,073.83 ","$4,453,073.83 ","$4,449,798.50 ",37,37
2011,9700,DEPT OF DEFENSE,3625,TEXTILE INDUSTRIES MACHINERY,"$690,857.14 ","$690,857.14 ","$690,857.14 ",27,27
2011,9700,DEPT OF DEFENSE,3630,CLAY-CONCRETE PRODUCTS MACH,"$2,923,640.88 ","$2,676,692.72 ","$2,676,692.71 ",130,130
2011,9700,DEPT OF DEFENSE,3635,CRYSTAL & GLASS INDUSTRIES MACHINE,"$341,090.36 ","$341,090.36 ","$341,090.36 ",17,17
2011,9700,DEPT OF DEFENSE,3640,TOBACCO MANUFACTURING MACHINERY,"$42,205.01 ","$42,205.01 ","$42,205.01 ",2,2
2011,9700,DEPT OF DEFENSE,3650,CHEMICAL & PHARMACEUTICAL MACHINE,"$866,643.11 ","$868,905.11 ","$860,726.24 ",38,37
2011,9700,DEPT OF DEFENSE,3655,GAS GENERATING & DISPENSING SYSTEM,"$34,567,420.00 ","$34,573,824.00 ","$31,535,784.84 ",685,685
2011,9700,DEPT OF DEFENSE,3660,INDUSTRIAL SIZE REDUCTION MACHINERY,"$1,227,118.78 ","$323,618.78 ","$323,618.78 ",21,21
2011,9700,DEPT OF DEFENSE,3670,PRINTED CIRCUIT BOARD MFG MACH,"$8,599,362.21 ","$6,599,362.21 ","$6,599,362.21 ",76,76
2011,9700,DEPT OF DEFENSE,3680,FOUNDRY MACHINE - RELATED EQ & SUP,"$4,099,396.71 ","$1,804,398.71 ","$1,804,398.71 ",93,93
2011,9700,DEPT OF DEFENSE,3685,SPECIAL METAL CONTAINER MFG MACH,"$5,624,705.81 ","$5,657,151.89 ","$5,648,423.43 ",110,110
2011,9700,DEPT OF DEFENSE,3690,SPECIAL AMMUNITION & ORDNANCE MACH,"$543,255,827.96 ","$120,506,032.94 ","$120,741,445.12 ",79,79
2011,9700,DEPT OF DEFENSE,3693,INDUSTRIAL ASSEMBLY MACHINES,"$467,889.39 ","$467,889.39 ","$467,889.39 ",23,23
2011,9700,DEPT OF DEFENSE,3694,CLEAN WORK STATIONS ENVIRONMENT EQ,"$4,291,859.74 ","$3,802,363.35 ","$3,802,663.35 ",71,71
2011,9700,DEPT OF DEFENSE,3695,MISC SPECIAL INDUSTRY MACHINE,"$65,260,459.16 ","$59,905,964.39 ","$57,452,063.34 ",808,808
2011,9700,DEPT OF DEFENSE,3710,SOIL PREPARATION EQUIPMENT,"$4,966,563.43 ","$4,982,563.43 ","$4,981,400.05 ",89,89
2011,9700,DEPT OF DEFENSE,3720,HARVESTING EQUIPMENT,"$251,484.71 ","$245,234.71 ","$245,234.71 ",24,24
2011,9700,DEPT OF DEFENSE,3730,DAIRY POULTRY & LIVESTOCK EQ,"$166,778.00 ","$124,486.00 ","$124,486.00 ",8,8
2011,9700,DEPT OF DEFENSE,3740,PEST DISEASE & FROST CONT EQ,"$5,673,885.96 ","$1,712,076.70 ","$1,710,052.70 ",80,80
2011,9700,DEPT OF DEFENSE,3750,GARDENING IMPLEMENTS AND TOOLS,"$4,468,045.14 ","$4,468,045.14 ","$4,422,451.11 ",221,221
2011,9700,DEPT OF DEFENSE,3760,ANIMAL DRAWN VEHICLE & FARM TRAILER,"$798,197.16 ","$798,197.16 ","$798,197.16 ",6,6
2011,9700,DEPT OF DEFENSE,3770,"SADDLERY,HARNESS,WHIPS & FURNISHING","$357,628.91 ","$357,628.91 ","$357,628.91 ",22,22
2011,9700,DEPT OF DEFENSE,3805,EARTH MOVING & EXCAVATING EQ,"$272,134,502.90 ","$258,859,865.90 ","$260,088,853.56 ",1142,1032
2011,9700,DEPT OF DEFENSE,3810,CRANES AND CRANE-SHOVELS,"$21,399,154.87 ","$18,437,723.38 ","$24,230,268.61 ",336,334
2011,9700,DEPT OF DEFENSE,3815,CRANE AND CRANE-SHOVEL ATTACHMENTS,"$4,047,911.61 ","$4,047,911.61 ","$4,047,911.61 ",73,73
2011,9700,DEPT OF DEFENSE,3820,"MINING,ROCK DRILLING,EARTH BORE EQ","$8,990,931.95 ","($15,620,126.55)","($15,620,126.55)",224,224
2011,9700,DEPT OF DEFENSE,3825,ROAD CLEARING & CLEANING EQ,"$32,808,319.76 ","$27,208,319.76 ","$27,208,319.75 ",242,242
2011,9700,DEPT OF DEFENSE,3830,TRUCK AND TRACTOR ATTACHMENTS,"$37,202,228.82 ","$22,323,817.96 ","$22,323,428.07 ",348,348
2011,9700,DEPT OF DEFENSE,3835,PETROLEUM PRODUCTION-DISTRIB EQ,"$65,130,872.52 ","$63,462,095.02 ","$63,062,095.02 ",132,132
2011,9700,DEPT OF DEFENSE,3895,MISC CONTRUCT EQ,"$456,394,648.67 ","$361,649,965.42 ","$358,855,236.32 ",1292,1290
2011,9700,DEPT OF DEFENSE,3910,CONVEYORS,"$10,782,454.54 ","$10,782,454.54 ","$10,741,712.38 ",143,141
2011,9700,DEPT OF DEFENSE,3915,MATERIALS FEEDERS,"$794,026.34 ","$794,026.34 ","$794,026.34 ",27,27
2011,9700,DEPT OF DEFENSE,3920,MAT HANDLING EQ - NONSELF-PROPELLED,"$90,462,995.59 ","$85,986,851.59 ","$85,965,122.66 ",870,866
2011,9700,DEPT OF DEFENSE,3930,WAREHOUSE TRKS & TRACTORS SELF-PROP,"$279,026,670.58 ","$258,728,110.93 ","$258,286,262.80 ",1065,878
2011,9700,DEPT OF DEFENSE,3940,"BLOCKS, TACKLE, RIGGING, AND SLINGS","$17,699,776.14 ","$10,965,350.34 ","$10,705,760.29 ",368,368
2011,9700,DEPT OF DEFENSE,3950,WINCHES HOISTS CRANES & DERRICKS,"$34,252,469.00 ","$31,277,996.56 ","$33,300,186.64 ",671,669
2011,9700,DEPT OF DEFENSE,3960,FREIGHT ELEVATORS,"$3,487,749.71 ","$3,531,879.03 ","$3,660,108.33 ",73,73
2011,9700,DEPT OF DEFENSE,3990,MISC MATERIALS HANDLING EQ,"$408,211,071.98 ","$178,961,202.00 ","$178,597,857.22 ",1964,1953
2011,9700,DEPT OF DEFENSE,4010,CHAIN AND WIRE ROPE,"$38,774,133.03 ","$30,592,202.09 ","$30,592,202.09 ",989,989
2011,9700,DEPT OF DEFENSE,4020,"FIBER ROPE, CORDAGE, AND TWINE","$50,618,764.19 ","$14,856,345.19 ","$14,849,835.99 ",6511,624
2011,9700,DEPT OF DEFENSE,4030,"FITTINGS FOR ROPE, CABLE, AND CHAIN","$19,879,135.37 ","$15,143,541.37 ","$15,137,916.37 ",623,623
2011,9700,DEPT OF DEFENSE,4110,REFRIGERATION EQUIPMENT,"$109,689,308.23 ","$35,925,962.57 ","$35,831,200.04 ",1266,1258
2011,9700,DEPT OF DEFENSE,4120,AIR CONDITIONING EQUIPMENT,"$80,706,039.36 ","$68,691,817.01 ","$81,986,909.30 ",1270,1267
2011,9700,DEPT OF DEFENSE,4130,REFRIGERATION & AIR CONDITION COMP,"$175,924,731.33 ","$52,712,760.90 ","$52,648,587.26 ",1434,1412
2011,9700,DEPT OF DEFENSE,4140,FANS AIR CIRCULATORS & BLOWER EQ,"$56,815,627.67 ","$38,683,319.43 ","$38,655,852.55 ",1404,1400
2011,9700,DEPT OF DEFENSE,4150,VORTEX TUBES AND REL. COOLING TUBES,"$78,288.03 ","$78,288.03 ","$75,526.03 ",10,10
2011,9700,DEPT OF DEFENSE,4210,FIRE FIGHTING EQUIPMENT,"$204,375,520.37 ","$110,839,988.21 ","$109,258,476.43 ",2645,2158
2011,9700,DEPT OF DEFENSE,4220,MARINE LIFESAVING & DIVING EQ,"$737,174,552.78 ","$704,666,287.04 ","$704,658,349.54 ",9887,3180
2011,9700,DEPT OF DEFENSE,4230,DECONTAMINATING & IMPREGNATING EQ,"$41,082,691.17 ","$41,082,691.17 ","$40,730,166.51 ",89,89
2011,9700,DEPT OF DEFENSE,4235,HAZ. MAT. SPILL CNTNMNT. & CLEAN-UP,"$35,139,486.54 ","$16,103,965.20 ","$15,976,011.15 ",573,566
2011,9700,DEPT OF DEFENSE,4240,SAFETY AND RESCUE EQUIPMENT,"$374,395,500.76 ","$293,378,918.90 ","$315,578,537.72 ",6408,3037
2011,9700,DEPT OF DEFENSE,4250,RECYCLING AND RECLAMATION EQUIPMENT,"$19,639,846.69 ","$751,910.69 ","$734,354.49 ",139,139
2011,9700,DEPT OF DEFENSE,4310,COMPRESSORS AND VACUUM PUMPS,"$59,065,532.24 ","$54,678,102.10 ","$55,066,927.82 ",1982,1952
2011,9700,DEPT OF DEFENSE,4320,POWER AND HAND PUMPS,"$213,027,566.54 ","$186,385,912.93 ","$184,660,381.16 ",4931,4911
2011,9700,DEPT OF DEFENSE,4330,CENTRIFUGALS SEPARATORS & FILTERS,"$52,698,536.37 ","$46,712,570.13 ","$47,085,165.93 ",2258,2258
2011,9700,DEPT OF DEFENSE,4410,INDUSTRIAL BOILERS,"$5,597,327.23 ","$5,601,039.79 ","$5,605,439.79 ",122,122
2011,9700,DEPT OF DEFENSE,4420,HEAT EXCHANGERS & STEAM CONDENSERS,"$6,026,632.03 ","$6,026,632.03 ","$6,044,632.03 ",209,208
2011,9700,DEPT OF DEFENSE,4430,"INDUSTRIAL FURNACES,KILNS & OVENS","$3,579,817.76 ","$3,384,703.87 ","$3,380,848.39 ",106,106
2011,9700,DEPT OF DEFENSE,4440,DRIERS DEHYDRATORS & ANHYDRATORS,"$29,857,535.97 ","$15,682,179.77 ","$15,677,967.77 ",319,319
2011,9700,DEPT OF DEFENSE,4460,AIR PURIFICATION EQUIPMENT,"$11,855,348.48 ","$11,683,531.27 ","$11,618,840.44 ",312,312
2011,9700,DEPT OF DEFENSE,4470,NUCLEAR REACTORS,"$1,441,370,754.72 ","$1,444,687,354.72 ","$2,694,383,779.37 ",302,302
2011,9700,DEPT OF DEFENSE,4510,PLUMBING FIXTURES AND ACCESSORIES,"$61,309,257.93 ","$31,950,854.50 ","$31,696,880.11 ",970,960
2011,9700,DEPT OF DEFENSE,4520,SPACE AND WATER HEATING EQUIPMENT,"$25,770,644.98 ","$23,051,880.03 ","$30,407,500.45 ",854,851
2011,9700,DEPT OF DEFENSE,4530,FUEL BURNING EQUIPMENT UNITS,"$3,488,558.50 ","$1,514,079.75 ","$1,514,079.75 ",83,83
2011,9700,DEPT OF DEFENSE,4540,WASTE DISPOSAL EQUIPMENT,"$17,068,404.24 ","$12,209,014.31 ","$12,031,005.19 ",546,544
2011,9700,DEPT OF DEFENSE,4610,WATER PURIFICATION EQUIPMENT,"$229,027,612.01 ","$111,354,865.85 ","$111,356,065.79 ",698,697
2011,9700,DEPT OF DEFENSE,4620,WATER DISTILL EQ-MARINE & INDUST,"$1,308,590.75 ","$986,486.75 ","$984,002.75 ",98,98
2011,9700,DEPT OF DEFENSE,4630,SEWAGE TREATMENT EQUIPMENT,"$13,245,218.02 ","$12,593,162.66 ","$12,826,891.78 ",301,301
2011,9700,DEPT OF DEFENSE,4710,"PIPE, TUBE AND RIGID TUBING","$85,249,635.54 ","$54,734,507.41 ","$54,941,025.42 ",3906,3898
2011,9700,DEPT OF DEFENSE,4720,HOSE AND FLEXIBLE TUBING,"$117,948,967.90 ","$72,656,345.41 ","$72,589,181.79 ",5412,5391
2011,9700,DEPT OF DEFENSE,4730,FITTINGS - HOSE PIPE & TUBE,"$122,187,138.14 ","$95,245,538.08 ","$95,065,127.58 ",8645,8503
2011,9700,DEPT OF DEFENSE,4810,"VALVES, POWERED","$117,587,151.28 ","$110,013,500.18 ","$109,369,762.65 ",3423,3422
2011,9700,DEPT OF DEFENSE,4820,"VALVES, NONPOWERED","$228,894,883.08 ","$185,861,828.30 ","$185,736,448.41 ",10817,10804
2011,9700,DEPT OF DEFENSE,4910,MOTOR VEHICLE MAINT EQ,"$79,894,093.17 ","$63,751,673.30 ","$60,188,004.16 ",1151,1151
2011,9700,DEPT OF DEFENSE,4920,AIRCRAFT MAINT & REP SHOP EQ,"$733,751,040.89 ","$446,315,677.15 ","$442,358,260.25 ",3008,3007
2011,9700,DEPT OF DEFENSE,4921,TORPEDO MAINT REP & CHECKOUT EQ,"$442,036.38 ","$442,036.38 ","$442,036.38 ",40,40
2011,9700,DEPT OF DEFENSE,4923,DEPTH CHARGES-MINES MAINT & REP EQ,"$9,670.00 ","$9,670.00 ","$9,670.00 ",1,1
2011,9700,DEPT OF DEFENSE,4925,AMMUNITION MAINT - CHECKOUT EQ,"$1,005,129.78 ","$1,005,129.78 ","$1,005,129.78 ",50,50
2011,9700,DEPT OF DEFENSE,4930,LUBRICATION & FUEL DISPENSING EQ,"$53,467,408.14 ","$40,672,762.11 ","$40,615,050.11 ",540,538
2011,9700,DEPT OF DEFENSE,4931,FIRE CONT MAINT EQ,"$3,408,707.95 ","$2,861,366.89 ","$2,861,366.89 ",109,109
2011,9700,DEPT OF DEFENSE,4933,WEAPONS MAINT EQ,"$13,675,958.25 ","$48,415,938.11 ","$66,936,550.72 ",261,261
2011,9700,DEPT OF DEFENSE,4935,GUIDED MISSILE MAINT EQ,"$6,639,683.14 ","$6,639,683.14 ","$6,196,167.14 ",214,214
2011,9700,DEPT OF DEFENSE,4940,MISC MAINT EQ,"$216,765,291.52 ","$152,511,030.41 ","$151,257,189.73 ",1773,1765
2011,9700,DEPT OF DEFENSE,4960,SPACE VEHICLE MAINT EQ,"$98,944.30 ","$98,944.30 ","$98,944.30 ",8,8
2011,9700,DEPT OF DEFENSE,4970,MULTI GUIDED WEAPON/SPEC MAINT EQ,"$200,419.16 ","$7,891,901.16 ","$7,891,901.16 ",8,8
2011,9700,DEPT OF DEFENSE,5110,"HAND TOOLS, EDGED, NONPOWERED","$18,419,971.21 ","$15,289,382.39 ","$15,270,790.93 ",403,402
2011,9700,DEPT OF DEFENSE,5120,"HAND TOOLS, NONEDGED, NONPOWERED","$39,829,833.97 ","$19,519,519.57 ","$19,230,779.84 ",1443,1380
2011,9700,DEPT OF DEFENSE,5130,"HAND TOOLS, POWER DRIVEN","$16,689,631.27 ","$15,120,903.77 ","$15,108,205.54 ",550,541
2011,9700,DEPT OF DEFENSE,5133,"DRILL BITS,COUNTERBORES & SINKS","$2,690,315.10 ","$690,315.10 ","$690,315.10 ",115,115
2011,9700,DEPT OF DEFENSE,5136,"TAPS,DIES & COLLETS-HAND & MACHINE","$381,494.74 ","$381,494.74 ","$381,494.74 ",73,73
2011,9700,DEPT OF DEFENSE,5140,TOOL AND HARDWARE BOXES,"$5,130,752.04 ","$5,279,640.57 ","$4,639,725.00 ",271,259
2011,9700,DEPT OF DEFENSE,5180,SETS KITS & OUTFITS OF HAND TOOLS,"$211,725,147.11 ","$165,012,297.67 ","$164,980,886.25 ",1201,1201
2011,9700,DEPT OF DEFENSE,5210,"MEASURING TOOLS, CRAFTSMEN'S","$3,730,150.45 ","$3,629,415.45 ","$3,676,305.32 ",225,224
2011,9700,DEPT OF DEFENSE,5220,GAGES & PRECISION LAYOUT TOOL,"$5,613,836.53 ","$5,368,471.53 ","$5,368,471.53 ",277,277
2011,9700,DEPT OF DEFENSE,5280,"SETS, KITS & OUTFITS OF MEASURING T","$34,607,616.94 ","$5,162,517.16 ","$5,013,796.16 ",84,84
2011,9700,DEPT OF DEFENSE,5305,SCREWS,"$118,180,329.60 ","$25,949,348.80 ","$25,767,403.75 ",4508,4500
2011,9700,DEPT OF DEFENSE,5306,BOLTS,"$126,461,123.30 ","$44,048,684.05 ","$44,037,521.29 ",3773,3767
2011,9700,DEPT OF DEFENSE,5307,STUDS,"$9,448,143.01 ","$4,326,254.01 ","$4,319,271.75 ",762,753
2011,9700,DEPT OF DEFENSE,5310,NUTS AND WASHERS,"$104,832,733.96 ","$51,996,270.56 ","$51,983,036.89 ",5238,5230
2011,9700,DEPT OF DEFENSE,5315,"NAILS, MACHINE KEYS, AND PINS","$56,886,877.06 ","$22,975,667.74 ","$22,955,450.49 ",2114,2114
2011,9700,DEPT OF DEFENSE,5320,RIVETS,"$132,225,724.65 ","$128,864,342.65 ","$128,864,342.65 ",4383,4381
2011,9700,DEPT OF DEFENSE,5325,FASTENING DEVICES,"$61,836,877.85 ","$15,804,578.39 ","$15,804,578.39 ",1709,1708
2011,9700,DEPT OF DEFENSE,5330,PACKING AND GASKET MATERIALS,"$196,138,893.86 ","$79,938,253.97 ","$79,706,407.25 ",6088,6080
2011,9700,DEPT OF DEFENSE,5331,O-RING,"$43,520,968.11 ","$12,194,433.53 ","$12,190,755.83 ",1106,1104
2011,9700,DEPT OF DEFENSE,5335,METAL SCREENING,"$643,637.36 ","$600,077.36 ","$600,077.36 ",68,68
2011,9700,DEPT OF DEFENSE,5340,HARDWARE,"$553,359,761.63 ","$330,475,028.33 ","$327,825,564.78 ",16100,16017
2011,9700,DEPT OF DEFENSE,5341,BRACKETS,"$2,544,120.73 ","$2,544,120.73 ","$2,544,120.73 ",121,121
2011,9700,DEPT OF DEFENSE,5342,"HARDWARE, WEAPON SYSTEM","$1,375,808,682.26 ","$210,093,707.31 ","$212,922,640.82 ",1835,1835
2011,9700,DEPT OF DEFENSE,5345,"DISKS AND STONES, ABRASIVE","$1,918,788.61 ","$1,918,788.61 ","$1,917,473.61 ",146,146
2011,9700,DEPT OF DEFENSE,5350,ABRASIVE MATERIALS,"$29,402,386.54 ","$9,855,082.93 ","$9,680,013.94 ",418,411
2011,9700,DEPT OF DEFENSE,5355,KNOBS AND POINTERS,"$2,937,564.28 ","$2,337,564.28 ","$2,333,881.50 ",307,307
2011,9700,DEPT OF DEFENSE,5360,"COIL, FLAT, LEAF, AND WIRE SPRINGS","$14,522,187.71 ","$6,707,300.21 ","$6,707,300.21 ",815,815
2011,9700,DEPT OF DEFENSE,5365,"BUSHINGS, RINGS, SHIMS AND SPACERS","$44,502,175.33 ","$26,107,159.13 ","$26,049,970.57 ",2460,2459
